D_Loss_Real,D_Loss_Fake,G_Loss
0.4665303,0.4666261,0.46672374
0.46652448,0.46662024,0.4667172
0.46651825,0.46661505,0.46671554
0.4665169,0.46661356,0.466711
0.46651253,0.46660954,0.46670502
0.4665068,0.46660402,0.46670052
0.46650264,0.46659786,0.46669263
0.46649504,0.46659055,0.46668628
0.4664888,0.4665842,0.46668023
0.466483,0.46657947,0.4666753
0.46647835,0.46657413,0.4666709
0.46647418,0.4665696,0.46666494
0.4664685,0.46656328,0.46665904
0.4664629,0.46655926,0.46665567
0.4664598,0.46655643,0.46665114
0.46645552,0.46655083,0.46664733
0.46645185,0.46654525,0.466641
0.46644595,0.4665397,0.46663523
0.46644032,0.46653473,0.46662962
0.46643496,0.46652862,0.46662435
0.46642986,0.4665247,0.46661973
0.46642548,0.4665203,0.4666148
0.4664208,0.46651384,0.46660864
0.46641493,0.4665076,0.46660066
0.46640715,0.46650022,0.46659574
0.46640253,0.46649575,0.46658975
0.46639687,0.4664896,0.4665848
0.466392,0.46649048,0.46658048
0.46638802,0.466481,0.46657544
0.4663833,0.4664762,0.46656957
0.46637776,0.46647257,0.46656674
0.46637496,0.46646896,0.46656358
0.46637207,0.4664668,0.46656302
0.4663718,0.46646556,0.46655938
0.46636832,0.46646237,0.46655574
0.46636507,0.46645838,0.4665505
0.46635994,0.46645087,0.4665471
0.46635675,0.4664487,0.46654242
0.46635225,0.46644464,0.46653697
0.46634713,0.4664396,0.46653357
0.4663439,0.46643588,0.4665311
0.46634173,0.4664331,0.46652576
0.4663365,0.4664262,0.46651947
0.46633056,0.46642175,0.4665168
0.46632805,0.46642014,0.46651366
0.46632507,0.46641773,0.46650952
0.46632126,0.46641368,0.4665064
0.46631834,0.46640792,0.4664955
0.46630776,0.46639836,0.46649033
0.46630266,0.46639276,0.4664846
0.4662972,0.46638742,0.46647954
0.46629232,0.4663824,0.4664742
0.46628726,0.46637958,0.46647203
0.4662853,0.46637428,0.46646485
0.46627837,0.46637028,0.46646068
0.46627435,0.46636397,0.46645528
0.46626922,0.4663602,0.46645072
0.46626484,0.46635553,0.46644685
0.4662612,0.46635202,0.46644193
0.4662565,0.46634775,0.46644002
0.46625477,0.46634483,0.4664354
0.46625048,0.46633968,0.4664302
0.46624544,0.466336,0.46642724
0.4662427,0.4663332,0.46642333
0.466239,0.46632963,0.46641746
0.46623337,0.46632376,0.46641323
0.46622935,0.46631908,0.46640936
0.4662257,0.46631387,0.4664039
0.46622047,0.4663105,0.46640092
0.4662177,0.46630546,0.46639562
0.4662127,0.46630025,0.4663906
0.46620783,0.46629632,0.46638602
0.46620345,0.4662918,0.46638238
0.46620008,0.46628866,0.4663801
0.46619797,0.46628538,0.4663767
0.46619475,0.46628174,0.466371
0.4661893,0.4662772,0.4663663
0.46618485,0.46627113,0.46635997
0.4661787,0.46626562,0.46635634
0.46617535,0.46626368,0.46635213
0.46617132,0.46625885,0.46634805
0.46616736,0.46625516,0.46634346
0.46616304,0.466251,0.46633786
0.46615764,0.46624514,0.4663345
0.4661545,0.46624306,0.46633154
0.46615174,0.46623805,0.4663255
0.46614593,0.46623182,0.46631876
0.46613932,0.46622634,0.4663144
0.46613523,0.46622226,0.4663113
0.46613234,0.46622026,0.46630755
0.46612883,0.4662159,0.4663035
0.46612495,0.46621194,0.46629936
0.46612102,0.4662083,0.46629465
0.46611646,0.46620253,0.46629167
0.46611375,0.46620083,0.4662877
0.46610993,0.4661998,0.46628642
0.4661089,0.46619558,0.4662816
0.4661043,0.46619087,0.46627808
0.46610096,0.46618763,0.46627328
0.46609637,0.46618304,0.46626917
0.46609244,0.46617913,0.46626425
0.46608776,0.4661761,0.46625972
0.46608344,0.46617112,0.4662569
0.46608078,0.4661673,0.46625075
0.46607485,0.46616414,0.46624416
0.46606845,0.46615562,0.4662393
0.4660638,0.46615437,0.4662379
0.46606266,0.4661482,0.46623254
0.46605745,0.46614307,0.46622738
0.4660525,0.46613905,0.46622267
0.46604794,0.4661342,0.4662187
0.46604422,0.46613243,0.46621808
0.46604383,0.46612972,0.4662142
0.46604005,0.4661271,0.46621132
0.4660374,0.46612158,0.46620637
0.46603274,0.46611807,0.46620175
0.46602827,0.46611366,0.46620032
0.466027,0.46611288,0.46619713
0.46602404,0.46610972,0.46619394
0.46602106,0.4661082,0.46619087
0.46601817,0.4661035,0.46618724
0.46601474,0.46610236,0.46618462
0.46601227,0.46609673,0.4661789
0.46600673,0.4660953,0.4661763
0.46600437,0.46608907,0.4661716
0.46599984,0.46608493,0.46616846
0.4659969,0.4660825,0.46616507
0.46599364,0.46607912,0.46616203
0.4659908,0.46607584,0.46615815
0.46598715,0.4660709,0.46615317
0.46598235,0.46606615,0.46614745
0.4659768,0.46606138,0.4661428
0.4659724,0.46605718,0.46614084
0.46597058,0.46605593,0.46613842
0.46596837,0.4660522,0.46613497
0.46596512,0.46604773,0.46613124
0.46596155,0.46604353,0.46612647
0.46595696,0.4660406,0.46612465
0.46595535,0.46603835,0.46612123
0.4659521,0.46603364,0.4661167
0.46594775,0.46602964,0.4661118
0.46594304,0.46602473,0.4661071
0.46593854,0.4660199,0.4661036
0.4659352,0.46601728,0.46609962
0.46593142,0.4660136,0.46609673
0.4659287,0.46601138,0.4660927
0.46592483,0.4660079,0.46609
0.4659223,0.466005,0.4660872
0.4659197,0.4660015,0.46608388
0.46591657,0.4659982,0.4660815
0.46591437,0.46599656,0.46607876
0.46591187,0.46599302,0.4660752
0.46590838,0.46598968,0.4660703
0.46590373,0.46598563,0.46606624
0.4658998,0.4659811,0.46606198
0.46589574,0.46597716,0.46605745
0.4658914,0.46597287,0.46605396
0.4658881,0.46597496,0.46605363
0.46588793,0.46596923,0.4660496
0.4658841,0.46596643,0.46604916
0.46588385,0.46596554,0.46604663
0.46588147,0.46596372,0.46604457
0.4658797,0.46596083,0.4660412
0.4658764,0.46595627,0.46603584
0.46587133,0.46595272,0.46603218
0.4658677,0.46594867,0.46602827
0.465864,0.4659451,0.46602586
0.46586177,0.46594298,0.46601877
0.46585488,0.4659356,0.4660152
0.46585146,0.46593174,0.4660103
0.46584672,0.4659261,0.46600518
0.46584177,0.4659212,0.46600094
0.4658377,0.4659181,0.46599752
0.4658345,0.46591398,0.46599337
0.46583048,0.46590897,0.4659899
0.46582717,0.46590728,0.46598664
0.46582407,0.46590284,0.46598217
0.46581984,0.4658998,0.46598002
0.4658178,0.46589714,0.46597636
0.46581438,0.46589327,0.4659728
0.46581098,0.46588942,0.4659689
0.46580717,0.46588638,0.46596524
0.46580377,0.46588254,0.46596286
0.4658015,0.4658794,0.46595836
0.46579722,0.46587524,0.46595365
0.46579263,0.46587837,0.465957
0.46579617,0.46587536,0.4659541
0.4657935,0.46587107,0.46594962
0.4657892,0.4658692,0.46594822
0.46578795,0.46586627,0.46594393
0.46578375,0.46586302,0.4659431
0.46578312,0.46586248,0.46594033
0.46578056,0.4658593,0.4659382
0.46577856,0.46585682,0.46593535
0.46577582,0.46585378,0.46593112
0.46577173,0.46584958,0.46592736
0.46576834,0.46584558,0.46592402
0.465765,0.46584222,0.46592066
0.4657618,0.46583858,0.4659176
0.46575892,0.4658356,0.46591407
0.46575555,0.46583194,0.46590972
0.46575138,0.465829,0.4659071
0.4657489,0.4658264,0.46590546
0.46574742,0.46582446,0.46590245
0.46574458,0.46582124,0.46589896
0.46574128,0.46581757,0.4658949
0.46573734,0.4658161,0.46589455
0.4657371,0.46581292,0.46589094
0.46573377,0.4658096,0.46588704
0.46572998,0.46580645,0.46588463
0.46572772,0.46580398,0.46588045
0.46572375,0.46579954,0.46587622
0.46571967,0.46579605,0.46587273
0.46571636,0.4657919,0.46586818
0.46571195,0.46578723,0.46586427
0.46570823,0.46578363,0.46586016
0.4657042,0.4657796,0.46585605
0.46570024,0.46577626,0.46585357
0.46569794,0.46577203,0.46584317
0.4656877,0.46576375,0.46584132
0.46568605,0.46576464,0.46584004
