Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Is Anomaly
ISSUE-0855,KEY-0855,High Frequency of Policy Violations,1,Management Oversight,High,In Progress,Reporter 10,Assignee 18,2024-07-01 00:30:00,2026-03-14 04:52:05.816519,177,10,Critical,Sales,Steps to resolve High Frequency of Policy Violations,98796.52030915614,KPI,User_28,2024-07-01 18:35:00,data_modification,DE,Unknown,5411,159,79.77470195676244,179.73852956284242,63.486999020484525,65272.289387311605,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0856,KEY-0856,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,Critical,Closed,Reporter 5,Assignee 15,2025-08-28 18:31:00,2026-02-19 18:31:00.000000,175,10,Critical,Sales,Steps to resolve Weak Access Controls on Critical Cloud Resources,158363.21222451242,KRI,User_54,2025-08-29 12:54:00,data_modification,FR,USA,8498,96,53.38765262448409,1094.9055032369824,80.81032919889114,92296.63022343467,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0857,KEY-0857,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,High,Open,Reporter 2,Assignee 18,2025-03-29 19:35:00,2026-03-26 04:52:05.816519,146,10,Critical,Legal,Steps to resolve Delayed Patching of Critical Vulnerabilities,27853.730661397778,KPI,User_46,2025-03-30 07:03:00,data_modification,AU,FR,763,58,39.248376611009725,1894.3100556899344,83.68611382901507,15351.57292784993,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0858,KEY-0858,Significant Number of Untracked Devices,1,Asset Inventory Accuracy,High,In Progress,Reporter 1,Assignee 11,2023-05-10 04:47:00,2026-02-12 04:52:05.816519,177,10,Critical,External Contractors,Steps to resolve Significant Number of Untracked Devices,47298.015737762544,KPI,User_11,2023-05-11 01:09:00,data_modification,JP,IN,3634,120,41.00467631329121,985.018369029882,86.93893618910978,44100.712730441344,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0859,KEY-0859,Lack of Updated Risk Management Procedures,1,Risk Management Maturity,Low,Closed,Reporter 7,Assignee 6,2025-05-12 16:29:00,2025-06-09 16:29:00.000000,28,10,Critical,External Contractors,Steps to resolve Lack of Updated Risk Management Procedures,29503.28572106589,KPI,User_70,2025-05-12 20:40:00,file_access,EU,DE,3167,170,50.193162593952046,934.9794956096465,83.77502862469558,39288.41144605653,5.85,Medium,Log Activity for Reference | Limit Data Transfer,1
ISSUE-0860,KEY-0860,Sudden Increase in Unfiltered Traffic,1,Network Security,High,In Progress,Reporter 4,Assignee 10,2023-07-04 01:07:00,2025-12-28 04:52:05.816519,34,10,Critical,IT,Steps to resolve Sudden Increase in Unfiltered Traffic,82347.75607940363,KPI,User_30,2023-07-04 11:16:00,data_modification,UK,CN,1163,76,37.776653173404085,138.37276769374563,73.31242272149488,16712.98948505901,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0861,KEY-0861,Sudden Increase in Unfiltered Traffic,1,Network Security,Critical,In Progress,Reporter 10,Assignee 8,2024-08-16 05:37:00,2026-03-29 04:52:05.816519,213,10,Critical,Legal,Steps to resolve Sudden Increase in Unfiltered Traffic,63504.1396786835,KPI,User_72,2024-08-16 20:25:00,file_access,UK,CN,4633,100,42.45488097475658,135.55755492035382,78.35910888518629,55279.7417925982,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0862,KEY-0862,Critical Issues Not Detected in Last Penetration Test,1,Penetration Testing Effectiveness,Critical,Open,Reporter 2,Assignee 10,2025-08-03 04:31:00,2026-03-28 04:52:05.816519,374,10,Critical,Finance,Steps to resolve Critical Issues Not Detected in Last Penetration Test,152742.09370399688,KPI,User_79,2025-08-03 17:45:00,data_modification,USA,AU,4398,139,69.61738053646253,1364.3114821010458,89.95318245519086,51674.59814213107,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0863,KEY-0863,Ineffective Access Controls in High-Sensitivity Areas,1,Control Effectiveness,High,Resolved,Reporter 1,Assignee 11,2025-02-14 02:08:00,2025-04-03 02:08:00.000000,48,10,Critical,External Contractors,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,46549.07459879831,KPI,User_70,2025-02-14 09:27:00,data_modification,DE,IN,3545,114,51.193162593952046,3969.591608034664,79.60855379973104,43436.81832021667,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0864,KEY-0864,Spike in Unauthorized Access Attempts,1,Unauthorized Access,Critical,In Progress,Reporter 1,Assignee 9,2023-08-29 21:29:00,2026-01-16 04:52:05.816519,159,10,Critical,Operations,Steps to resolve Spike in Unauthorized Access Attempts,359485.32536631625,KRI,User_86,2023-08-30 20:57:00,data_modification,JP,Unknown,74,80,60.19375469043085,1091.7296058357883,76.08451324572462,10807.571445100371,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0865,KEY-0865,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,High,Open,Reporter 3,Assignee 12,2023-08-09 18:41:00,2026-03-31 04:52:05.816519,114,10,Critical,Legal,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,34402.695190560386,KRI,User_53,2023-08-10 00:08:00,data_modification,FR,Unknown,4248,115,34.06846542566477,1180.6135750505036,100.0,48983.48791888498,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0866,KEY-0866,Spike in Unauthorized Access Attempts,1,Unauthorized Access,Medium,Closed,Reporter 5,Assignee 10,2023-11-02 05:11:00,2024-01-04 05:11:00.000000,63,10,Critical,C-Suite Executives,Steps to resolve Spike in Unauthorized Access Attempts,133226.02076400022,KRI,User_3,2023-11-03 03:55:00,data_modification,CANADA,JP,1929,107,58.69471809285855,76.67528584939177,74.30593811707365,28455.781510677,6.5,Medium,Routine Monitoring,1
ISSUE-0867,KEY-0867,Lack of Updated Risk Management Procedures,1,Risk Management Maturity,Low,Resolved,Reporter 4,Assignee 17,2025-03-29 01:48:00,2025-05-13 01:48:00.000000,45,10,Critical,Sales,Steps to resolve Lack of Updated Risk Management Procedures,45152.167230896506,KPI,User_84,2025-03-29 22:00:00,file_access,CN,USA,1907,142,72.71701185418782,795.408650869296,51.27776794433137,24172.77105646744,5.7,Medium,Log Activity for Reference | Limit Data Transfer,1
ISSUE-0868,KEY-0868,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,High,Open,Reporter 2,Assignee 5,2025-05-13 16:34:00,2026-04-10 04:52:05.816519,241,10,Critical,Finance,Steps to resolve Weak Access Controls on Critical Cloud Resources,78243.97995831732,KRI,User_7,2025-05-14 15:48:00,file_access,FR,CANADA,1047,83,45.54938467852837,302.6266648838277,44.001787902719876,19948.984820526457,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0869,KEY-0869,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,Critical,Resolved,Reporter 5,Assignee 15,2023-10-07 02:56:00,2023-11-30 02:56:00.000000,54,10,Critical,External Contractors,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,87831.94870306682,KRI,User_87,2023-10-07 13:39:00,data_modification,AU,IN,6001,164,42.61828277298249,1435.395663086896,85.64427570637443,68090.23277143201,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0870,KEY-0870,Supplier Network Breach Exposure,1,Procurement Security,Low,Resolved,Reporter 3,Assignee 2,2024-12-12 10:45:00,2025-01-29 10:45:00.000000,48,10,Critical,Legal,Steps to resolve Supplier Network Breach Exposure,18073.834486056086,KPI,User_56,2024-12-12 22:26:00,login,UK,JP,1397,37,32.26587725722172,185.6086385264009,60.99758221586035,22026.944568184375,5.85,Medium,Log Activity for Reference | Limit Data Transfer,1
ISSUE-0871,KEY-0871,Supplier Network Breach Exposure,1,Procurement Security,Critical,Open,Reporter 7,Assignee 15,2023-06-16 21:07:00,2026-04-08 04:52:05.816519,35,10,Critical,Sales,Steps to resolve Supplier Network Breach Exposure,150152.86631346343,KPI,User_92,2023-06-17 19:58:00,file_access,CN,EU,1604,97,51.609845305563304,816.8953603373801,66.71227501643708,23071.60520441297,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0872,KEY-0872,Malware Detected in Core System Components,1,Malware,High,In Progress,Reporter 8,Assignee 15,2025-01-09 00:17:00,2026-05-01 04:52:05.816519,85,10,Critical,Finance,Steps to resolve Malware Detected in Core System Components,174234.10825466202,KRI,User_58,2025-01-09 02:41:00,data_modification,UK,EU,948,113,62.64824362669695,3018.450112949137,74.66366400156205,16255.578062344219,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0873,KEY-0873,Unassessed High-Risk Areas,1,Risk Assessment Coverage,Medium,Closed,Reporter 8,Assignee 6,2025-02-09 23:00:00,2025-04-08 23:00:00.000000,58,10,Critical,External Contractors,Steps to resolve Unassessed High-Risk Areas,23631.393162366898,KPI,User_79,2025-02-10 15:59:00,data_modification,Unknown,EU,3608,179,60.20138293975474,516.0072556841981,61.56236070561643,45043.75315485053,6.6,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0874,KEY-0874,Lack of Updated Risk Management Procedures,1,Risk Management Maturity,High,Open,Reporter 6,Assignee 8,2025-03-15 04:23:00,2026-03-19 04:52:05.816519,175,10,Critical,IT,Steps to resolve Lack of Updated Risk Management Procedures,81309.08389185455,KPI,User_91,2025-03-15 20:46:00,file_access,CANADA,AU,2894,140,63.82428129089766,3323.8739258149944,58.56705100963045,39925.551131443804,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0875,KEY-0875,Sudden Increase in Unfiltered Traffic,1,Network Security,High,Resolved,Reporter 7,Assignee 18,2025-02-01 05:17:00,2025-05-06 05:17:00.000000,94,10,Critical,Operations,Steps to resolve Sudden Increase in Unfiltered Traffic,100441.6847139841,KPI,User_88,2025-02-01 15:45:00,login,DE,JP,783,35,84.63111487764297,31.94299493693902,56.31813588630206,16932.104057776738,7.0,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1
ISSUE-0876,KEY-0876,Significant Number of Untracked Devices,1,Asset Inventory Accuracy,Critical,In Progress,Reporter 5,Assignee 19,2023-03-02 05:54:00,2025-12-05 04:52:05.816519,592,10,Critical,Operations,Steps to resolve Significant Number of Untracked Devices,145464.41664309608,KPI,User_16,2023-03-02 12:30:00,login,CN,Unknown,784,54,85.35521890560742,87.43314285202834,75.73654181749528,19042.676407625288,7.75,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,1
ISSUE-0877,KEY-0877,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,Critical,Open,Reporter 6,Assignee 4,2024-05-19 10:26:00,2026-05-03 04:52:05.816519,310,10,Critical,IT,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,139488.5141962886,KRI,User_5,2024-05-20 08:26:00,data_modification,UK,IN,5453,153,55.29189234086117,15306.684010315596,100.0,62495.69773550618,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0878,KEY-0878,Significant Number of Untracked Devices,1,Asset Inventory Accuracy,Critical,Closed,Reporter 3,Assignee 10,2025-04-17 10:04:00,2025-11-13 10:04:00.000000,210,10,Critical,IT,Steps to resolve Significant Number of Untracked Devices,138055.4797999914,KPI,User_80,2025-04-17 14:40:00,file_access,IN,EU,1635,160,77.29061930942177,692.6749526245525,100.0,23246.208831431213,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0879,KEY-0879,Unanticipated Increase in Risk Exposure,1,Risk Exposure,High,In Progress,Reporter 8,Assignee 7,2023-08-28 04:18:00,2026-01-14 04:52:05.816519,374,10,Critical,C-Suite Executives,Steps to resolve Unanticipated Increase in Risk Exposure,91349.00082041987,KRI,User_66,2023-08-29 02:58:00,data_modification,AU,CANADA,14027,142,75.37127663866612,1608.5614662610037,97.78624365785382,145949.38981391196,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0880,KEY-0880,Newly Discovered Vulnerabilities in Core Systems,1,System Vulnerability,High,Resolved,Reporter 1,Assignee 4,2025-03-24 01:01:00,2025-07-31 01:01:00.000000,129,10,Critical,Operations,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,91967.61714954759,KPI,User_43,2025-03-24 22:02:00,data_modification,CN,CANADA,431,128,71.12753347430171,595.9702048606243,65.85325158920733,12559.508588539153,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0881,KEY-0881,Unanticipated Increase in Risk Exposure,1,Risk Exposure,High,In Progress,Reporter 3,Assignee 18,2024-06-06 00:22:00,2026-04-23 04:52:05.816519,1,10,Critical,Legal,Steps to resolve Unanticipated Increase in Risk Exposure,49362.33531413673,KRI,User_79,2024-06-06 15:34:00,data_modification,USA,EU,6282,157,39.45253038416246,815.8824635770418,98.89904234376321,69414.56363746391,7.1,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0882,KEY-0882,Sudden Increase in Unfiltered Traffic,1,Network Security,Medium,Closed,Reporter 2,Assignee 5,2023-03-10 16:13:00,2023-05-03 16:13:00.000000,54,10,Critical,C-Suite Executives,Steps to resolve Sudden Increase in Unfiltered Traffic,61709.46569368726,KPI,User_79,2023-03-11 07:55:00,data_modification,DE,FR,5948,122,75.41892358923948,9150.18384012498,83.97844096581949,69220.6417929579,6.6,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0883,KEY-0883,Lack of Updated Risk Management Procedures,1,Risk Management Maturity,High,Open,Reporter 2,Assignee 12,2025-04-17 15:34:00,2026-03-23 04:52:05.816519,165,10,Critical,HR,Steps to resolve Lack of Updated Risk Management Procedures,61421.24544964706,KPI,User_97,2025-04-17 17:10:00,data_modification,USA,DE,802,97,35.436804595222654,947.0959867347008,59.50644724536028,13286.068650081983,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0884,KEY-0884,High Frequency of Policy Violations,1,Management Oversight,Critical,In Progress,Reporter 5,Assignee 10,2024-10-11 13:36:00,2026-03-27 04:52:05.816519,183,10,Critical,C-Suite Executives,Steps to resolve High Frequency of Policy Violations,155152.65254295745,KPI,User_79,2024-10-12 01:13:00,data_modification,UK,JP,5419,120,74.41892358923948,230.77544234774393,73.55790595894672,59800.32987288652,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0885,KEY-0885,Spike in Unauthorized Access Attempts,1,Unauthorized Access,High,Closed,Reporter 7,Assignee 20,2023-07-30 06:03:00,2023-09-29 06:03:00.000000,61,10,Critical,Sales,Steps to resolve Spike in Unauthorized Access Attempts,215833.36941058925,KRI,User_60,2023-07-30 22:45:00,data_modification,CN,IN,518,161,68.81123334029417,4923.633260958266,50.22003701855561,16322.968780935687,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0886,KEY-0886,Sudden Increase in Unfiltered Traffic,1,Network Security,Critical,Open,Reporter 1,Assignee 20,2023-10-30 00:06:00,2026-03-17 04:52:05.816519,109,10,Critical,External Contractors,Steps to resolve Sudden Increase in Unfiltered Traffic,77719.55528617157,KPI,User_27,2023-10-30 20:17:00,file_access,USA,IN,936,103,34.5617639885705,127.59574367202268,68.15044126593943,14899.986417827258,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0887,KEY-0887,High Frequency of Policy Violations,1,Management Oversight,High,Open,Reporter 2,Assignee 4,2025-08-22 00:26:00,2025-12-28 04:52:05.816519,120,10,Critical,Operations,Steps to resolve High Frequency of Policy Violations,87091.7825274457,KPI,User_10,2025-08-22 04:05:00,file_access,IN,DE,1503,171,86.29617556129733,1678.2833569145898,62.05995064084618,20988.553903507345,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0888,KEY-0888,Significant Number of Untracked Devices,1,Asset Inventory Accuracy,High,Closed,Reporter 9,Assignee 3,2023-10-10 02:49:00,2023-11-29 02:49:00.000000,50,10,Critical,Legal,Steps to resolve Significant Number of Untracked Devices,51306.57162563745,KPI,User_18,2023-10-10 22:00:00,file_access,Unknown,JP,5751,90,32.19389108886992,277.87076092701517,100.0,64611.568541312234,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0889,KEY-0889,Supplier Network Breach Exposure,1,Procurement Security,Medium,Resolved,Reporter 3,Assignee 6,2025-04-04 10:51:00,2025-05-21 10:51:00.000000,47,10,Critical,Legal,Steps to resolve Supplier Network Breach Exposure,27454.288391796315,KPI,User_3,2025-04-05 05:39:00,file_access,CANADA,DE,3099,151,50.92946627755992,1112.8615321751859,100.0,40788.42345907944,6.75,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0890,KEY-0890,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,Critical,Resolved,Reporter 1,Assignee 8,2024-01-08 10:08:00,2024-04-22 10:08:00.000000,105,10,Critical,Operations,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,149562.7248996302,KRI,User_50,2024-01-08 14:13:00,login,DE,EU,125,36,79.2136744343892,744.2364024343227,41.54862352121871,11269.869068821108,7.7,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0891,KEY-0891,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,High,Closed,Reporter 9,Assignee 7,2025-08-02 06:50:00,2025-08-03 06:50:00.000000,1,10,Critical,External Contractors,Steps to resolve Weak Access Controls on Critical Cloud Resources,61709.66645391373,KRI,User_92,2025-08-03 00:43:00,data_modification,CANADA,IN,6980,91,31.797606200550263,664.1808718419366,81.06017056799958,76688.04070064217,6.949999999999999,Medium,Schedule Investigation | Limit Data Transfer,1
ISSUE-0892,KEY-0892,Malware Detected in Core System Components,1,Malware,Critical,Closed,Reporter 5,Assignee 17,2024-05-02 10:34:00,2024-08-18 10:34:00.000000,108,10,Critical,Legal,Steps to resolve Malware Detected in Core System Components,131627.97277359635,KRI,User_92,2024-05-03 09:55:00,data_modification,DE,USA,666,78,32.88441347956894,3449.5964107628315,80.1421411423004,17457.289187211725,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0893,KEY-0893,Sudden Increase in Unfiltered Traffic,1,Network Security,High,In Progress,Reporter 10,Assignee 15,2025-02-23 22:19:00,2026-04-03 04:52:05.816519,235,10,Critical,IT,Steps to resolve Sudden Increase in Unfiltered Traffic,76316.09389326329,KPI,User_72,2025-02-24 20:20:00,login,DE,USA,567,32,41.17959708288755,139.25368501658036,58.03135216621091,13307.510467079004,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0894,KEY-0894,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,Medium,In Progress,Reporter 1,Assignee 8,2024-12-15 19:49:00,2026-01-31 04:52:05.816519,231,10,Critical,Sales,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,61015.14935441218,KRI,User_23,2024-12-16 05:13:00,file_access,CN,IN,3241,157,62.36876222801061,18171.63935744034,69.60785074748809,38651.85608000068,6.6,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0895,KEY-0895,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,Low,In Progress,Reporter 4,Assignee 4,2025-09-25 08:51:00,2026-04-17 04:52:05.816519,62,10,Critical,Operations,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,54191.61484057896,KRI,User_100,2025-09-25 19:59:00,data_modification,FR,AU,2059,71,49.29497541472894,618.517469653474,67.27770604078427,28923.714978585343,5.85,Medium,Log Activity for Reference | Limit Data Transfer,1
ISSUE-0896,KEY-0896,Unanticipated Increase in Risk Exposure,1,Risk Exposure,High,Open,Reporter 2,Assignee 7,2024-06-15 13:27:00,2026-04-22 04:52:05.816519,239,10,Critical,Operations,Steps to resolve Unanticipated Increase in Risk Exposure,97227.54165190124,KRI,User_6,2024-06-16 00:02:00,data_modification,Unknown,JP,9,142,81.2426170678099,21827.642137528477,67.89576284526217,5545.68232543881,7.05,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0897,KEY-0897,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 9,Assignee 18,2023-11-22 15:46:00,2023-12-25 15:46:00.000000,33,10,Critical,Sales,Steps to resolve Delayed Patching of Critical Vulnerabilities,92357.38377836264,KPI,User_15,2023-11-23 03:28:00,file_access,EU,CANADA,7129,133,49.3883388892589,853.3502847310323,100.0,76517.31458204254,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0898,KEY-0898,Targeted Phishing Campaign Against Executives,1,Phishing Attack,High,Resolved,Reporter 9,Assignee 20,2025-03-24 11:30:00,2025-03-30 11:30:00.000000,6,10,Critical,Legal,Steps to resolve Targeted Phishing Campaign Against Executives,34808.57853146471,KRI,User_67,2025-03-25 11:07:00,login,CANADA,AU,151,28,26.50181830429782,84.02566065240175,38.92518896606323,9271.142332604255,6.75,Medium,Schedule Investigation,1
ISSUE-0899,KEY-0899,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,Medium,Open,Reporter 5,Assignee 7,2025-05-04 00:12:00,2025-12-02 04:52:05.816519,147,10,Critical,Legal,Steps to resolve Delayed Patching of Critical Vulnerabilities,33034.399065274614,KPI,User_58,2025-05-04 14:06:00,login,USA,AU,2244,30,47.900540079698075,957.4198280180701,92.94706287528149,32886.708007075635,6.75,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0900,KEY-0900,Targeted Phishing Campaign Against Executives,1,Phishing Attack,Critical,In Progress,Reporter 2,Assignee 3,2023-07-09 19:13:00,2026-05-10 04:52:05.816519,183,10,Critical,Operations,Steps to resolve Targeted Phishing Campaign Against Executives,157700.68279020351,KRI,User_63,2023-07-10 07:38:00,file_access,Unknown,UK,6348,94,47.36904826669036,163.76126934156963,100.0,71499.82696584947,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0901,KEY-0901,Significant Number of Untracked Devices,1,Asset Inventory Accuracy,High,In Progress,Reporter 1,Assignee 20,2023-09-25 06:04:00,2026-02-25 04:52:05.816519,174,10,Critical,HR,Steps to resolve Significant Number of Untracked Devices,63898.22615609411,KPI,User_3,2023-09-25 13:32:00,file_access,IN,AU,1080,158,57.43240334351121,580.9966007214648,74.73576916208005,17622.35955496157,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0902,KEY-0902,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,Critical,In Progress,Reporter 6,Assignee 10,2024-03-22 06:34:00,2026-02-02 04:52:05.816519,130,10,Critical,C-Suite Executives,Steps to resolve Weak Access Controls on Critical Cloud Resources,146397.10409773543,KRI,User_50,2024-03-23 02:32:00,data_modification,JP,CANADA,9752,156,76.2984905031085,606.7740585218774,100.0,104718.48609552681,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0903,KEY-0903,Targeted Phishing Campaign Against Executives,1,Phishing Attack,High,Open,Reporter 6,Assignee 7,2025-01-17 22:03:00,2026-05-27 04:52:05.816519,164,10,Critical,Operations,Steps to resolve Targeted Phishing Campaign Against Executives,87993.78603868214,KRI,User_3,2025-01-18 21:17:00,data_modification,FR,JP,7837,125,60.95726792195404,212.4086896195318,100.0,89146.4381514511,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0904,KEY-0904,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,Critical,In Progress,Reporter 4,Assignee 1,2024-05-29 02:15:00,2025-12-17 04:52:05.816519,89,10,Critical,External Contractors,Steps to resolve Weak Access Controls on Critical Cloud Resources,85143.11411531156,KRI,User_94,2024-05-29 08:38:00,file_access,IN,Unknown,2384,166,47.40682013876189,99.33784735753285,84.85213988700092,29998.759219826537,7.75,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,1
ISSUE-0905,KEY-0905,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,DDOS,Critical,Resolved,Reporter 2,Assignee 4,2024-05-28 11:54:00,2024-11-07 11:54:00.000000,163,10,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,94656.26186498755,KRI,User_81,2024-05-28 21:24:00,file_access,DE,CANADA,2460,85,57.428094453367706,336.56563440513094,52.0677269829128,33764.45504745633,7.7,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0906,KEY-0906,Unassessed High-Risk Areas,1,Risk Assessment Coverage,High,Closed,Reporter 6,Assignee 12,2024-04-08 03:15:00,2024-10-15 03:15:00.000000,190,10,Critical,Legal,Steps to resolve Unassessed High-Risk Areas,35629.83636469343,KPI,User_93,2024-04-08 10:51:00,login,EU,IN,3382,45,34.750728359735135,413.05202247426473,76.4597952488173,43349.02484239351,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0907,KEY-0907,High Frequency of Policy Violations,1,Management Oversight,High,Open,Reporter 1,Assignee 17,2023-12-28 09:44:00,2026-03-25 04:52:05.816519,207,10,Critical,Finance,Steps to resolve High Frequency of Policy Violations,88058.26399972239,KPI,User_75,2023-12-28 22:08:00,file_access,UK,JP,2878,141,76.80992166702546,187.45307543792396,74.99351634214909,40722.81140223108,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0908,KEY-0908,Unassessed High-Risk Areas,1,Risk Assessment Coverage,High,Closed,Reporter 7,Assignee 18,2024-03-12 05:13:00,2024-06-02 05:13:00.000000,82,10,Critical,IT,Steps to resolve Unassessed High-Risk Areas,84090.31154432819,KPI,User_7,2024-03-12 07:06:00,data_modification,JP,UK,3297,83,31.156365782022995,106.19486150119528,84.04441350691151,42914.431218643906,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0909,KEY-0909,Ineffective Access Controls in High-Sensitivity Areas,1,Control Effectiveness,High,In Progress,Reporter 6,Assignee 20,2024-03-26 22:12:00,2026-04-07 04:52:05.816519,162,10,Critical,HR,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,64700.752333056465,KPI,User_53,2024-03-27 10:52:00,login,Unknown,IN,2258,39,59.68402428845995,97.45808407368422,55.161764664488985,32652.81787866448,7.1000000000000005,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1
