Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action
ISSUE-0401,KEY-0401,Insufficient Access Control Measures,1,Control Effectiveness,High,Closed,Reporter 9,Assignee 19,2023-02-08,2023-02-13 00:00:00.000000,5,110.23,Critical,HR,Steps to resolve Insufficient Access Control Measures,2360918.0,KPI,User_3,2023-02-08 07:30:00,data_modification,IN,Unknown,900,26,21,2837.0,27.746000000000002,Critical,Immediate Response
ISSUE-0402,KEY-0402,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 10,Assignee 11,2023-06-12,2024-11-20 10:01:53.785164,527,22.09,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,582452.5,KRI,User_13,2023-06-12 13:25:00,data_modification,Unknown,Unknown,1507,26,15,2355.0,8.518,High,Lock Account & Alert
ISSUE-0403,KEY-0403,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Open,Reporter 8,Assignee 10,2023-05-17,2024-11-20 10:01:53.785164,553,51.92,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1823602.5,KPI,User_54,2023-05-17 19:53:00,data_modification,IN,IN,900,26,12,950.0,14.484,Critical,Immediate Response
ISSUE-0404,KEY-0404,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Resolved,Reporter 8,Assignee 11,2023-05-24,2023-05-26 00:00:00.000000,2,71.33,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,690086.0,KPI,User_30,2023-05-24 09:42:00,file_access,EU,EU,1687,35,17,1979.0,19.766000000000002,Critical,Immediate Response
ISSUE-0405,KEY-0405,Insufficient Access Control Measures,1,Control Effectiveness,High,In Progress,Reporter 3,Assignee 19,2023-10-01,2024-11-20 10:01:53.785164,416,47.56,Critical,Legal,Steps to resolve Insufficient Access Control Measures,2569754.0,KPI,User_39,2023-10-01 23:07:00,data_modification,UK,CANADA,900,26,13,1238.0,15.412,Critical,Immediate Response
ISSUE-0406,KEY-0406,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 9,Assignee 9,2023-06-04,2024-11-20 10:01:53.785164,535,84.02,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,547670.0,KRI,User_35,2023-06-04 14:27:00,data_modification,IN,IN,900,26,9,4592.5,20.904,Critical,Immediate Response
ISSUE-0407,KEY-0407,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Resolved,Reporter 9,Assignee 6,2023-02-10,2023-02-18 00:00:00.000000,8,98.64,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,2805620.0,KRI,User_78,2023-02-10 06:31:00,file_access,EU,EU,900,31,17,11477.0,26.228,Critical,Immediate Response
ISSUE-0408,KEY-0408,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 9,Assignee 12,2024-03-13,2024-11-20 10:01:53.785164,252,69.45,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2494349.0,KPI,User_60,2024-03-13 05:24:00,data_modification,JP,JP,900,28,24,2840.0,19.79,Critical,Immediate Response
ISSUE-0409,KEY-0409,Inadequate Firewall Configurations,1,Network Security,Critical,Closed,Reporter 9,Assignee 12,2024-06-07,2024-06-14 00:00:00.000000,7,59.36,Critical,IT,Steps to resolve Inadequate Firewall Configurations,1113635.0,KPI,User_76,2024-06-07 03:09:00,data_modification,IN,IN,900,26,13,1541.0,18.172,Critical,Immediate Response
ISSUE-0410,KEY-0410,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Open,Reporter 2,Assignee 11,2023-03-15,2024-11-20 10:01:53.785164,616,25.76,Critical,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,988376.0,KPI,User_3,2023-03-15 23:55:00,data_modification,AU,AU,1143,26,6,3893.0,11.052000000000001,Critical,Immediate Response
ISSUE-0411,KEY-0411,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Closed,Reporter 10,Assignee 18,2023-01-25,2023-02-03 00:00:00.000000,9,24.54,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,2449184.0,KPI,User_9,2023-01-25 23:01:00,file_access,FR,FR,900,35,21,9743.0,10.808,Critical,Immediate Response
ISSUE-0412,KEY-0412,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Closed,Reporter 7,Assignee 1,2024-10-16,2024-10-26 00:00:00.000000,10,54.56,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,327642.5,KPI,User_70,2024-10-16 08:17:00,file_access,EU,CANADA,1713,26,21,810.0,15.012,Critical,Immediate Response
ISSUE-0413,KEY-0413,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Resolved,Reporter 7,Assignee 6,2024-04-09,2024-04-18 00:00:00.000000,9,69.56,Critical,IT,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1399136.0,KRI,User_57,2024-04-09 13:35:00,data_modification,USA,USA,989,26,6,971.0,20.412,Critical,Immediate Response
ISSUE-0414,KEY-0414,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Open,Reporter 9,Assignee 13,2023-12-22,2024-11-20 10:01:53.785164,334,55.51,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,283165.0,KRI,User_58,2023-12-22 15:26:00,login,Unknown,JP,900,26,12,932.5,15.202,Critical,Immediate Response
ISSUE-0415,KEY-0415,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,In Progress,Reporter 4,Assignee 3,2023-02-28,2024-11-20 10:01:53.785164,631,35.22,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,833861.0,KRI,User_92,2023-02-28 15:26:00,data_modification,CN,DE,1407,26,17,1271.0,12.944,Critical,Immediate Response
ISSUE-0416,KEY-0416,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Closed,Reporter 4,Assignee 9,2023-08-31,2023-09-03 00:00:00.000000,3,59.68,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,2616389.0,KRI,User_94,2023-08-31 08:00:00,login,CN,CN,900,26,17,872.0,18.036,Critical,Immediate Response
ISSUE-0417,KEY-0417,Supplier Security Compliance Gaps,1,Procurement Security,High,Resolved,Reporter 7,Assignee 9,2024-11-12,2024-11-13 00:00:00.000000,1,46.26,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,1049576.0,KPI,User_30,2024-11-12 05:02:00,file_access,JP,DE,1528,26,6,2402.0,14.752,Critical,Immediate Response
ISSUE-0418,KEY-0418,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Closed,Reporter 5,Assignee 13,2023-08-20,2023-08-24 00:00:00.000000,4,42.72,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,453912.5,KPI,User_66,2023-08-20 02:42:00,login,IN,Unknown,2262,36,6,607.5,13.344000000000001,Critical,Immediate Response
ISSUE-0419,KEY-0419,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Resolved,Reporter 1,Assignee 20,2024-04-23,2024-04-26 00:00:00.000000,3,18.74,Critical,IT,Steps to resolve Incomplete Risk Management Framework,181709.0,KPI,User_21,2024-04-23 18:29:00,data_modification,UK,UK,1819,26,17,14633.0,9.847999999999999,Critical,Immediate Response
ISSUE-0420,KEY-0420,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,In Progress,Reporter 1,Assignee 1,2023-04-14,2024-11-20 10:01:53.785164,586,62.63,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1057075.0,KRI,User_7,2023-04-14 07:17:00,login,USA,USA,1440,30,6,5215.0,17.526000000000003,Critical,Immediate Response
ISSUE-0421,KEY-0421,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Closed,Reporter 7,Assignee 1,2024-08-12,2024-08-18 00:00:00.000000,6,41.36,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,2094272.5,KRI,User_44,2024-08-12 04:47:00,data_modification,UK,UK,900,26,21,1022.5,13.072000000000001,Critical,Immediate Response
ISSUE-0422,KEY-0422,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Open,Reporter 9,Assignee 17,2024-06-27,2024-11-20 10:01:53.785164,146,65.79,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2018021.0,KRI,User_56,2024-06-27 14:42:00,file_access,JP,JP,1528,26,28,2534.0,19.658,Critical,Immediate Response
ISSUE-0423,KEY-0423,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Open,Reporter 1,Assignee 2,2023-10-30,2024-11-20 10:01:53.785164,387,34.55,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,604735.0,KPI,User_88,2023-10-30 11:02:00,login,CANADA,CANADA,900,26,6,4942.5,11.91,Critical,Immediate Response
ISSUE-0424,KEY-0424,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,In Progress,Reporter 8,Assignee 3,2024-01-02,2024-11-20 10:01:53.785164,323,39.9,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,2296340.0,KRI,User_29,2024-01-02 03:01:00,data_modification,EU,EU,1207,26,10,1142.0,13.88,Critical,Immediate Response
ISSUE-0425,KEY-0425,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Closed,Reporter 8,Assignee 12,2023-09-10,2023-09-12 00:00:00.000000,2,42.17,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1994363.0,KRI,User_41,2023-09-10 03:15:00,file_access,USA,USA,1439,26,10,1346.0,13.934000000000001,Critical,Immediate Response
ISSUE-0426,KEY-0426,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Open,Reporter 4,Assignee 18,2023-09-23,2024-11-20 10:01:53.785164,424,26.55,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,2570084.0,KRI,User_84,2023-09-23 21:07:00,login,AU,AU,900,26,13,6101.0,11.81,Critical,Immediate Response
ISSUE-0427,KEY-0427,Supplier Security Compliance Gaps,1,Procurement Security,High,Resolved,Reporter 4,Assignee 9,2023-06-22,2023-07-01 00:00:00.000000,9,87.05,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,1782734.0,KPI,User_73,2023-06-22 03:58:00,file_access,IN,IN,900,26,17,17234.0,23.31,Critical,Immediate Response
ISSUE-0428,KEY-0428,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Resolved,Reporter 6,Assignee 13,2023-10-28,2023-11-07 00:00:00.000000,10,73.16,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1303390.0,KRI,User_8,2023-10-28 02:50:00,data_modification,CN,CN,1268,26,3,767.5,18.332,Critical,Immediate Response
ISSUE-0429,KEY-0429,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,In Progress,Reporter 1,Assignee 2,2023-02-13,2024-11-20 10:01:53.785164,646,34.85,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,2869118.0,KRI,User_97,2023-02-13 13:10:00,login,IN,IN,900,26,21,1061.0,13.47,Critical,Immediate Response
ISSUE-0430,KEY-0430,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,In Progress,Reporter 5,Assignee 8,2024-02-26,2024-11-20 10:01:53.785164,268,86.34,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,1214725.0,KPI,User_47,2024-02-26 12:13:00,data_modification,UK,UK,1184,26,3,2322.5,21.868000000000002,Critical,Immediate Response
ISSUE-0431,KEY-0431,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 2,Assignee 7,2024-02-14,2024-11-20 10:01:53.785164,280,2.0,Low,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1918715.0,KRI,User_97,2024-02-14 05:02:00,file_access,AU,DE,1641,26,12,6780.0,2.9,Low,Limit Data Transfer
ISSUE-0432,KEY-0432,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Resolved,Reporter 3,Assignee 3,2024-05-10,2024-05-11 00:00:00.000000,1,25.21,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,1033322.5,KPI,User_10,2024-05-10 10:15:00,login,EU,EU,1335,26,9,830.0,8.742,High,Lock Account & Alert
ISSUE-0433,KEY-0433,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 5,Assignee 8,2024-10-01,2024-11-20 10:01:53.785164,50,98.65,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,1245505.0,KRI,User_60,2024-10-01 12:24:00,file_access,Unknown,USA,900,26,12,2420.0,23.830000000000005,Critical,Immediate Response
ISSUE-0434,KEY-0434,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Closed,Reporter 7,Assignee 20,2023-03-08,2023-03-09 00:00:00.000000,1,51.38,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,1085747.5,KPI,User_30,2023-03-08 04:14:00,login,DE,AU,1455,26,6,4020.0,14.876000000000001,Critical,Immediate Response
ISSUE-0435,KEY-0435,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Open,Reporter 1,Assignee 19,2023-04-03,2024-11-20 10:01:53.785164,597,35.65,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1760795.0,KRI,User_86,2023-04-03 18:00:00,login,FR,FR,1378,26,6,8775.0,12.129999999999999,Critical,Immediate Response
ISSUE-0436,KEY-0436,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Resolved,Reporter 7,Assignee 16,2023-01-26,2023-02-03 00:00:00.000000,8,24.55,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,2060810.0,KPI,User_24,2023-01-26 06:16:00,login,USA,USA,900,26,3,4265.0,11.01,Critical,Immediate Response
ISSUE-0437,KEY-0437,Supplier Security Compliance Gaps,1,Procurement Security,Low,Closed,Reporter 7,Assignee 12,2024-09-24,2024-09-27 00:00:00.000000,3,47.64,Critical,Sales,Steps to resolve Supplier Security Compliance Gaps,325967.5,KPI,User_94,2024-09-24 06:27:00,login,CN,CN,900,26,12,2232.5,13.228,Critical,Immediate Response
ISSUE-0438,KEY-0438,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 3,Assignee 20,2024-05-23,2024-05-31 00:00:00.000000,8,13.14,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1610455.0,KPI,User_63,2024-05-23 21:17:00,data_modification,CANADA,CANADA,900,27,18,4172.5,6.728,Medium,Increase Monitoring
ISSUE-0439,KEY-0439,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Closed,Reporter 9,Assignee 8,2023-04-07,2023-04-09 00:00:00.000000,2,80.46,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,625605.0,KRI,User_16,2023-04-07 13:21:00,login,USA,USA,1016,26,6,2922.5,19.792,Critical,Immediate Response
ISSUE-0440,KEY-0440,Supplier Security Compliance Gaps,1,Procurement Security,Low,In Progress,Reporter 2,Assignee 15,2024-02-28,2024-11-20 10:01:53.785164,266,19.23,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,135425.0,KPI,User_26,2024-02-28 07:25:00,login,EU,EU,900,26,18,1432.5,7.946,High,Lock Account & Alert
ISSUE-0441,KEY-0441,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Resolved,Reporter 9,Assignee 3,2024-10-16,2024-10-25 00:00:00.000000,9,31.07,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,1165370.0,KRI,User_5,2024-10-16 06:50:00,file_access,Unknown,Unknown,900,31,10,1427.0,12.714,Critical,Immediate Response
ISSUE-0442,KEY-0442,Supplier Security Compliance Gaps,1,Procurement Security,Low,Closed,Reporter 8,Assignee 15,2024-02-16,2024-02-25 00:00:00.000000,9,97.18,Critical,Sales,Steps to resolve Supplier Security Compliance Gaps,2234117.5,KPI,User_55,2024-02-16 05:28:00,login,UK,UK,1041,26,6,6552.5,23.536000000000005,Critical,Immediate Response
ISSUE-0443,KEY-0443,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Closed,Reporter 5,Assignee 16,2023-01-19,2023-01-25 00:00:00.000000,6,52.25,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,261645.0,KPI,User_63,2023-01-19 12:36:00,login,DE,DE,900,26,12,2180.0,14.350000000000001,Critical,Immediate Response
ISSUE-0444,KEY-0444,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Open,Reporter 5,Assignee 8,2024-08-14,2024-11-20 10:01:53.785164,98,77.89,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,1393499.0,KPI,User_47,2024-08-14 16:37:00,data_modification,Unknown,UK,900,26,10,2975.0,21.478,Critical,Immediate Response
ISSUE-0445,KEY-0445,Outdated Operating System Components,1,System Vulnerability,Low,Resolved,Reporter 8,Assignee 6,2024-09-18,2024-09-20 00:00:00.000000,2,74.83,Critical,Operations,Steps to resolve Outdated Operating System Components,774840.0,KPI,User_98,2024-09-18 05:38:00,login,USA,USA,900,26,15,1952.5,18.666000000000004,Critical,Immediate Response
ISSUE-0446,KEY-0446,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Open,Reporter 3,Assignee 19,2024-07-10,2024-11-20 10:01:53.785164,133,65.57,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1532510.0,KPI,User_88,2024-07-10 07:33:00,data_modification,FR,FR,900,33,18,1992.5,17.214,Critical,Immediate Response
ISSUE-0447,KEY-0447,Inconsistent Review of Security Policies,1,Management Oversight,Low,Open,Reporter 1,Assignee 14,2023-12-20,2024-11-20 10:01:53.785164,336,3.4,Low,Sales,Steps to resolve Inconsistent Review of Security Policies,1610582.5,KPI,User_75,2023-12-20 19:14:00,data_modification,FR,FR,900,26,12,3865.0,3.18,Low,Limit Data Transfer
ISSUE-0448,KEY-0448,Weak Authentication Protocols,1,Access Control,Medium,In Progress,Reporter 10,Assignee 18,2024-03-27,2024-11-20 10:01:53.785164,238,54.98,Critical,Legal,Steps to resolve Weak Authentication Protocols,480655.0,KPI,User_89,2024-03-27 20:35:00,data_modification,UK,UK,1539,26,21,1220.0,15.996,Critical,Immediate Response
ISSUE-0449,KEY-0449,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Open,Reporter 9,Assignee 1,2023-11-27,2024-11-20 10:01:53.785164,359,39.96,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,387052.5,KPI,User_89,2023-11-27 15:15:00,login,IN,IN,1333,27,9,572.5,12.992,Critical,Immediate Response
ISSUE-0450,KEY-0450,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Closed,Reporter 4,Assignee 20,2024-05-09,2024-05-17 00:00:00.000000,8,67.98,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,627146.0,KPI,User_6,2024-05-09 08:37:00,login,CN,CN,900,26,6,1529.0,20.096000000000004,Critical,Immediate Response
ISSUE-0451,KEY-0451,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Closed,Reporter 9,Assignee 5,2023-12-17,2023-12-23 00:00:00.000000,6,92.41,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,271462.5,KRI,User_21,2023-12-17 23:48:00,file_access,FR,FR,1022,26,12,1092.5,22.382,Critical,Immediate Response
ISSUE-0452,KEY-0452,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 10,Assignee 20,2023-08-20,2023-08-21 00:00:00.000000,1,3.85,Low,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,2798954.0,KRI,User_75,2023-08-20 12:36:00,login,CANADA,CANADA,1159,26,10,9731.0,5.27,Medium,Increase Monitoring
ISSUE-0453,KEY-0453,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Resolved,Reporter 8,Assignee 19,2024-11-17,2024-11-24 00:00:00.000000,7,97.34,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,1225275.0,KPI,User_13,2024-11-17 01:10:00,data_modification,CN,USA,900,26,12,8077.5,23.368000000000006,Critical,Immediate Response
ISSUE-0454,KEY-0454,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Closed,Reporter 4,Assignee 1,2024-03-14,2024-03-23 00:00:00.000000,9,51.33,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2567981.0,KPI,User_36,2024-03-14 18:54:00,data_modification,UK,UK,900,26,6,518.0,16.766,Critical,Immediate Response
ISSUE-0455,KEY-0455,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Closed,Reporter 1,Assignee 16,2024-05-10,2024-05-14 00:00:00.000000,4,65.29,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,401822.0,KPI,User_22,2024-05-10 05:03:00,login,USA,USA,1514,26,17,14225.0,18.758000000000003,Critical,Immediate Response
ISSUE-0456,KEY-0456,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 1,Assignee 17,2023-04-26,2023-04-27 00:00:00.000000,1,45.73,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1005402.5,KPI,User_62,2023-04-26 23:45:00,login,USA,USA,900,26,6,577.5,12.845999999999998,Critical,Immediate Response
ISSUE-0457,KEY-0457,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,In Progress,Reporter 9,Assignee 17,2024-09-17,2024-11-20 10:01:53.785164,64,82.16,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,700622.0,KPI,User_16,2024-09-17 06:20:00,file_access,JP,JP,1222,26,6,686.0,22.932,Critical,Immediate Response
ISSUE-0458,KEY-0458,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,In Progress,Reporter 6,Assignee 9,2023-11-30,2024-11-20 10:01:53.785164,356,89.16,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1201298.0,KPI,User_55,2023-11-30 01:44:00,data_modification,CN,CN,1233,26,21,2561.0,23.732,Critical,Immediate Response
ISSUE-0459,KEY-0459,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Resolved,Reporter 8,Assignee 4,2023-11-21,2023-11-24 00:00:00.000000,3,31.82,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,2299502.5,KPI,User_23,2023-11-21 22:28:00,file_access,Unknown,UK,900,26,12,4987.5,10.064,Critical,Immediate Response
ISSUE-0460,KEY-0460,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Resolved,Reporter 10,Assignee 8,2024-03-29,2024-03-30 00:00:00.000000,1,113.9,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2678690.0,KPI,User_2,2024-03-29 05:44:00,login,CN,UK,900,26,10,1628.0,28.28,Critical,Immediate Response
ISSUE-0461,KEY-0461,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Resolved,Reporter 8,Assignee 18,2023-12-04,2023-12-11 00:00:00.000000,7,48.0,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,905572.5,KRI,User_23,2023-12-04 00:56:00,login,CN,CN,1110,26,15,4087.5,13.500000000000002,Critical,Immediate Response
ISSUE-0462,KEY-0462,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Closed,Reporter 9,Assignee 5,2023-08-07,2023-08-09 00:00:00.000000,2,11.09,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,2427971.0,KPI,User_95,2023-08-07 16:46:00,file_access,JP,JP,3001,26,13,3056.0,8.318,High,Lock Account & Alert
ISSUE-0463,KEY-0463,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Closed,Reporter 5,Assignee 8,2023-06-23,2023-06-30 00:00:00.000000,7,55.16,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,2170517.5,KPI,User_65,2023-06-23 22:25:00,login,CANADA,CN,2519,26,9,527.5,14.932,Critical,Immediate Response
ISSUE-0464,KEY-0464,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 6,Assignee 12,2024-08-21,2024-11-20 10:01:53.785164,91,10.57,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,1678292.5,KRI,User_74,2024-08-21 10:03:00,file_access,DE,DE,900,26,12,1865.0,6.214,Medium,Increase Monitoring
ISSUE-0465,KEY-0465,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Closed,Reporter 5,Assignee 1,2024-04-01,2024-04-03 00:00:00.000000,2,58.54,Critical,Sales,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2402537.5,KPI,User_46,2024-04-01 03:57:00,data_modification,DE,DE,900,26,18,5085.0,15.408,Critical,Immediate Response
ISSUE-0466,KEY-0466,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Resolved,Reporter 8,Assignee 15,2023-05-17,2023-05-18 00:00:00.000000,1,91.13,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,2054835.0,KRI,User_47,2023-05-17 08:29:00,login,USA,USA,1293,26,12,2430.0,22.826,Critical,Immediate Response
ISSUE-0467,KEY-0467,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,In Progress,Reporter 10,Assignee 12,2023-08-06,2024-11-20 10:01:53.785164,472,52.65,Critical,HR,Steps to resolve Non-Compliance with Data Protection Regulations,1416965.0,KRI,User_97,2023-08-06 04:09:00,login,DE,USA,900,28,6,2450.0,17.03,Critical,Immediate Response
ISSUE-0468,KEY-0468,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Closed,Reporter 10,Assignee 8,2024-04-15,2024-04-19 00:00:00.000000,4,55.51,Critical,HR,Steps to resolve Incomplete Risk Management Framework,201494.0,KPI,User_71,2024-04-15 06:32:00,data_modification,DE,CN,900,26,10,926.0,17.402,Critical,Immediate Response
ISSUE-0469,KEY-0469,Weak Authentication Protocols,1,Access Control,Medium,Resolved,Reporter 10,Assignee 14,2024-10-22,2024-10-30 00:00:00.000000,8,26.76,Critical,Operations,Steps to resolve Weak Authentication Protocols,1630960.0,KPI,User_2,2024-10-22 16:20:00,file_access,IN,CN,1238,26,9,3602.5,10.352,Critical,Immediate Response
ISSUE-0470,KEY-0470,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Resolved,Reporter 3,Assignee 19,2023-11-05,2023-11-14 00:00:00.000000,9,24.75,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,1006496.0,KPI,User_46,2023-11-05 20:40:00,login,EU,EU,2011,28,13,3902.0,11.45,Critical,Immediate Response
ISSUE-0471,KEY-0471,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 1,Assignee 6,2023-04-09,2024-11-20 10:01:53.785164,591,60.49,Critical,IT,Steps to resolve Outdated Operating System Components,612100.0,KPI,User_64,2023-04-09 13:44:00,data_modification,Unknown,CN,900,26,12,4457.5,17.098,Critical,Immediate Response
