Issue Name,CPU Usage %,Defense Action,Threat Level,Issue Key,Threat Score,Remediation Steps,Issue Volume,Risk Level,Status,Session Duration in Second,Impact Score,Date Resolved,Memory Usage MB,Assignees,Data Transfer MB,User ID,Timestamps,Issue Response Time Days,KPI/KRI,Issue ID,Category,IP Location,Reporters,Num Files Accessed,Department Affected,Is Anomaly,Cost,Severity,User Location,Date Reported,Login Attempts,Activity Type,Color
High-Volume Distributed Denial-of-Service Attack,22.254227157008845,Routine Monitoring,Medium,KEY-0172,4.950000000000001,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,High,Open,10,7,2025-10-30 22:27:57.042371,4763.343313736758,Assignee 2,0.9939191843606553,User_65,2023-06-22 12:56:00,14,KRI,ISSUE-0172,DDOS,USA,Reporter 6,10,C-Suite Executives,0,10143.010568091056,Medium,EU,2023-06-21 21:50:00,7.400004492297561,file_access,Yellow
Increased Exposure due to Insufficient Data Encryption,21.540600125027638,No Action Needed,Low,KEY-0173,1.8,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,Low,Open,361,1,2026-02-03 22:27:57.042371,4170.792309396788,Assignee 8,0.761436452334739,User_67,2023-06-22 21:11:00,18,KRI,ISSUE-0173,Risk Exposure,UK,Reporter 8,4,Operations,0,2408.752887982955,Low,Unknown,2023-06-22 04:21:00,2.0542729350727913,data_modification,Green
Inadequate Firewall Configurations,24.87155401400053,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0174,7.1000000000000005,Steps to resolve Inadequate Firewall Configurations,1,Critical,Open,137,10,2025-12-19 22:27:57.042371,4297.046091012736,Assignee 8,15.24950185505752,User_72,2023-06-24 14:07:00,33,KPI,ISSUE-0174,Network Security,DE,Reporter 7,9,Legal,0,11820.937676393565,Critical,JP,2023-06-23 21:08:00,8.557336297833238,file_access,Red
Delayed Patching of Known Vulnerabilities,23.11641220044058,Log Activity for Reference,Medium,KEY-0175,4.6,Steps to resolve Delayed Patching of Known Vulnerabilities,1,Critical,Open,12,9,2025-12-17 22:27:57.042371,3118.2188543393845,Assignee 17,0.8866506185803849,User_30,2023-06-24 20:44:00,20,KPI,ISSUE-0175,Vulnerability Remediation,CANADA,Reporter 9,1,Legal,0,1592.5240694038062,Low,FR,2023-06-24 16:11:00,2.1581412626118404,login,Light Yellow
Detected Malware Infiltration in Internal Systems,26.1996110166965,Routine Monitoring,Medium,KEY-0176,5.8,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,Closed,585,10,2023-06-29 11:15:00.000000,7132.325652051244,Assignee 16,8.107509759145616,User_76,2023-06-26 10:08:00,4,KRI,ISSUE-0176,Malware,CANADA,Reporter 3,18,External Contractors,0,11378.201099193919,Medium,CANADA,2023-06-25 11:15:00,3.6537815598421357,file_access,Yellow
Access by Unauthorized Personnel Detected,26.004783146605824,Increase Monitoring & Investigate,Medium,KEY-0177,6.9,Steps to resolve Access by Unauthorized Personnel Detected,1,Critical,Resolved,227,10,2023-07-08 09:50:00.000000,4553.318198928091,Assignee 8,38.14956318604735,User_21,2023-06-26 23:16:00,12,KRI,ISSUE-0177,Unauthorized Access,Unknown,Reporter 8,8,Operations,0,28252.28790719325,Critical,JP,2023-06-26 09:50:00,2.3813893995305833,file_access,Orange
Missing or Inaccurate Asset Records,24.14445873575094,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0178,7.0,Steps to resolve Missing or Inaccurate Asset Records,1,Critical,Closed,43,10,2023-07-04 07:04:00.000000,3852.4569405261814,Assignee 6,4.7936473002729105,User_81,2023-06-28 06:39:00,7,KPI,ISSUE-0178,Asset Inventory Accuracy,AU,Reporter 8,11,IT,0,15736.015867197151,Critical,AU,2023-06-27 07:04:00,13.581236533771754,file_access,Red
Outdated Operating System Components,5.863590219330742,No Action Needed,Low,KEY-0179,2.25,Steps to resolve Outdated Operating System Components,1,Low,Resolved,684,1,2023-07-06 08:24:00.000000,6383.13442960346,Assignee 2,17.928987157702224,User_90,2023-06-28 13:31:00,8,KPI,ISSUE-0179,System Vulnerability,CANADA,Reporter 10,6,External Contractors,0,5476.598082595099,Low,CANADA,2023-06-28 08:24:00,6.7180136974501,data_modification,Green
Detected Malware Infiltration in Internal Systems,40.40073118989131,Routine Monitoring,Medium,KEY-0180,5.95,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,Closed,132,10,2023-07-07 18:20:00.000000,2757.0645490599636,Assignee 15,21.145356937671156,User_40,2023-06-30 08:15:00,8,KRI,ISSUE-0180,Malware,IN,Reporter 5,12,HR,0,19507.56558487758,Medium,Unknown,2023-06-29 18:20:00,6.844739318543663,file_access,Yellow
Outdated Operating System Components,33.581341891272864,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0181,7.2,Steps to resolve Outdated Operating System Components,1,Critical,Open,536,10,2026-01-26 22:27:57.042371,4679.48259754617,Assignee 17,19.086884857153727,User_65,2023-07-01 08:33:00,33,KPI,ISSUE-0181,System Vulnerability,FR,Reporter 6,11,Finance,0,25305.59659054774,Critical,Unknown,2023-07-01 01:42:00,7.049381856544954,file_access,Red
Weak Authentication Protocols,12.19930183802677,Schedule Investigation,Medium,KEY-0182,6.4,Steps to resolve Weak Authentication Protocols,1,Critical,Open,289,10,2025-11-03 22:27:57.042371,5640.730638507519,Assignee 17,0.1560068591523151,User_100,2023-07-02 08:12:00,9,KPI,ISSUE-0182,Access Control,CANADA,Reporter 1,1,HR,0,17895.387507342803,High,AU,2023-07-01 11:29:00,3.2935459981370863,login,Yellow-Orange
Unresolved Vulnerabilities from Latest Penetration Test,35.480186425016754,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0183,7.4,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1,Critical,Closed,2150,10,2023-07-18 16:19:00.000000,15030.05489654783,Assignee 10,11.244925488177751,User_35,2023-07-03 12:51:00,16,KPI,ISSUE-0183,Penetration Testing Effectiveness,DE,Reporter 9,8,External Contractors,0,18235.327234495853,Critical,FR,2023-07-02 16:19:00,8.550683529198428,file_access,Red
Sensitive Data Leak via Misconfigured Cloud Storage,34.122880258740416,Routine Monitoring | Limit Data Transfer,Medium,KEY-0184,5.550000000000001,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1,High,Closed,2237,7,2023-07-11 01:04:00.000000,13331.015854981211,Assignee 8,121.18278551273444,User_34,2023-07-03 04:25:00,8,KRI,ISSUE-0184,Data Leak,AU,Reporter 9,11,IT,0,4276.413392627691,Medium,Unknown,2023-07-03 01:04:00,5.160846019287073,file_access,Yellow
Insufficient Coverage in Annual Risk Assessment,31.90914628866117,Schedule Investigation,Medium,KEY-0185,6.75,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Critical,In Progress,519,10,2026-02-02 22:27:57.042371,6522.127425473706,Assignee 17,7.177583273302813,User_33,2023-07-05 08:25:00,25,KPI,ISSUE-0185,Risk Assessment Coverage,AU,Reporter 8,13,Legal,0,6332.297465279851,High,CN,2023-07-04 13:04:00,4.601255663424029,data_modification,Yellow-Orange
Increased Exposure due to Insufficient Data Encryption,46.487790721695106,Escalate to SOC & Restrict Critical System Access,High,KEY-0186,7.300000000000001,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,Critical,Open,1155,10,2026-02-05 22:27:57.042371,10656.469852314603,Assignee 2,5.566823019850375,User_79,2023-07-06 15:56:00,16,KRI,ISSUE-0186,Risk Exposure,USA,Reporter 1,10,Operations,0,12029.353963423066,Critical,CN,2023-07-05 22:46:00,3.0351981198070597,data_modification,Red
Weak Authentication Protocols,43.555797739264406,Routine Monitoring,Medium,KEY-0187,5.75,Steps to resolve Weak Authentication Protocols,1,Critical,Closed,3120,9,2023-07-12 11:04:00.000000,20019.119008362486,Assignee 5,0.30759111893089175,User_87,2023-07-06 20:31:00,6,KPI,ISSUE-0187,Access Control,FR,Reporter 4,8,C-Suite Executives,0,10893.55247212103,Medium,EU,2023-07-06 11:04:00,5.9548338437914,data_modification,Yellow
Insufficient Access Control Measures,41.010184790715364,Routine Monitoring,Medium,KEY-0188,5.45,Steps to resolve Insufficient Access Control Measures,1,Critical,Resolved,178,10,2023-07-12 02:43:00.000000,4190.589862548568,Assignee 20,27.754146958361122,User_95,2023-07-08 21:31:00,4,KPI,ISSUE-0188,Control Effectiveness,Unknown,Reporter 1,5,Sales,0,12112.758305063166,Medium,JP,2023-07-08 02:43:00,4.124360382234748,data_modification,Yellow
High-Volume Distributed Denial-of-Service Attack,32.57932397079963,Routine Monitoring,Medium,KEY-0189,5.25,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,High,In Progress,1612,8,2026-01-15 22:27:57.042371,11465.387427356543,Assignee 12,5.161144770683128,User_85,2023-07-08 16:04:00,21,KRI,ISSUE-0189,DDOS,EU,Reporter 9,6,Operations,0,1912.2224246607557,Medium,JP,2023-07-08 13:03:00,2.882001434179907,data_modification,Yellow
Supplier Security Compliance Gaps,36.26641365251404,Schedule Investigation,Medium,KEY-0190,6.9,Steps to resolve Supplier Security Compliance Gaps,1,Critical,Closed,2114,10,2023-07-20 05:04:00.000000,16043.420079326184,Assignee 4,26.061341986539947,User_80,2023-07-09 21:02:00,11,KPI,ISSUE-0190,Procurement Security,IN,Reporter 10,10,Sales,0,17592.809643954322,High,IN,2023-07-09 05:04:00,8.587393341092247,data_modification,Yellow-Orange
Delayed Patching of Known Vulnerabilities,26.72954899194284,Routine Monitoring,Medium,KEY-0191,4.550000000000001,Steps to resolve Delayed Patching of Known Vulnerabilities,1,High,Resolved,212,7,2023-07-15 00:36:00.000000,4676.823677139548,Assignee 20,2.4179431912340124,User_47,2023-07-10 17:58:00,5,KPI,ISSUE-0191,Vulnerability Remediation,CANADA,Reporter 4,2,Sales,0,11697.187338533196,Medium,CANADA,2023-07-10 00:36:00,4.767420053990059,login,Yellow
Supplier Security Compliance Gaps,20.883215026794968,Routine Monitoring,Medium,KEY-0192,5.1,Steps to resolve Supplier Security Compliance Gaps,1,High,In Progress,114,8,2026-01-12 22:27:57.042371,7404.9832905602125,Assignee 7,0.1,User_9,2023-07-12 06:22:00,12,KPI,ISSUE-0192,Procurement Security,FR,Reporter 6,1,Legal,0,6241.140502722587,Medium,EU,2023-07-11 09:47:00,3.0221622671650348,login,Yellow
Successful Phishing Attempt Targeting Executives,41.02371025815419,Schedule Investigation,Medium,KEY-0193,5.7,Steps to resolve Successful Phishing Attempt Targeting Executives,1,High,Resolved,1876,8,2023-07-15 00:35:00.000000,12576.00993602188,Assignee 15,0.14249511805793327,User_46,2023-07-12 09:52:00,3,KRI,ISSUE-0193,Phishing Attack,USA,Reporter 4,6,C-Suite Executives,0,14393.009376394362,High,IN,2023-07-12 00:35:00,3.7036721736502387,data_modification,Yellow-Orange
Sensitive Data Leak via Misconfigured Cloud Storage,38.401100969608805,Routine Monitoring,Medium,KEY-0194,4.3,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1,Medium,Closed,2315,5,2023-07-17 15:48:00.000000,15120.280515115795,Assignee 3,9.870115815465448,User_64,2023-07-13 22:01:00,4,KRI,ISSUE-0194,Data Leak,CANADA,Reporter 9,14,Finance,0,11871.836584136225,Medium,USA,2023-07-13 15:48:00,6.626075910434491,file_access,Yellow
Inadequate Firewall Configurations,40.966894793965096,Escalate to SOC & Restrict Critical System Access,High,KEY-0195,7.2,Steps to resolve Inadequate Firewall Configurations,1,Critical,Resolved,2325,10,2023-07-29 10:06:00.000000,15120.620862067057,Assignee 20,3.3652006419011817,User_53,2023-07-14 14:15:00,15,KPI,ISSUE-0195,Network Security,IN,Reporter 6,3,Finance,0,29449.97521064282,Critical,DE,2023-07-14 10:06:00,4.270045739245789,data_modification,Red
Detected Malware Infiltration in Internal Systems,36.64129962435242,No Action Needed,Low,KEY-0196,3.4,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Medium,In Progress,537,5,2026-01-02 22:27:57.042371,8066.884147576758,Assignee 5,0.973194454762117,User_86,2023-07-16 02:39:00,13,KRI,ISSUE-0196,Malware,JP,Reporter 5,1,IT,0,9523.689576117395,Low,DE,2023-07-15 12:19:00,5.884486318795252,login,Green
Unauthorized Access Leading to Data Exposure,26.61148856684475,Escalate to SOC & Restrict Critical System Access,High,KEY-0197,7.05,Steps to resolve Unauthorized Access Leading to Data Exposure,1,Critical,In Progress,339,10,2025-12-27 22:27:57.042371,6887.601981285638,Assignee 10,2.1911570193067087,User_39,2023-07-17 08:01:00,30,KRI,ISSUE-0197,Data Breach,UK,Reporter 8,1,C-Suite Executives,0,72465.47381207823,Critical,USA,2023-07-16 20:38:00,4.860071389256849,login,Red
Weak Cloud Storage Access Controls,29.68256596506875,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0198,7.0,Steps to resolve Weak Cloud Storage Access Controls,1,Critical,Resolved,17,10,2023-08-06 23:58:00.000000,3077.9715872987463,Assignee 16,0.6634718466813545,User_6,2023-07-18 21:54:00,20,KRI,ISSUE-0198,Cloud Security Posture,EU,Reporter 8,1,Legal,0,17042.130756584607,Critical,EU,2023-07-17 23:58:00,9.04189227472553,login,Red
Inadequate Firewall Configurations,29.732868685997094,Schedule Investigation,Medium,KEY-0199,4.1499999999999995,Steps to resolve Inadequate Firewall Configurations,1,Medium,Closed,81,4,2023-07-24 21:34:00.000000,4077.3209522578636,Assignee 9,0.47807721059527414,User_64,2023-07-19 19:22:00,6,KPI,ISSUE-0199,Network Security,CANADA,Reporter 9,1,Operations,0,9754.97197029311,High,JP,2023-07-18 21:34:00,2.739753332060589,login,Yellow-Orange
Unauthorized Access Leading to Data Exposure,18.056569287360272,Schedule Investigation,Medium,KEY-0200,6.8,Steps to resolve Unauthorized Access Leading to Data Exposure,1,Critical,In Progress,1317,10,2025-12-12 22:27:57.042371,10013.059957359103,Assignee 3,6.525390557250615,User_7,2023-07-19 10:44:00,10,KRI,ISSUE-0200,Data Breach,FR,Reporter 4,2,External Contractors,0,29413.234517911358,High,JP,2023-07-19 07:14:00,8.445656044340016,data_modification,Yellow-Orange
Successful Phishing Attempt Targeting Executives,18.097117270551685,Routine Monitoring,Medium,KEY-0201,4.3999999999999995,Steps to resolve Successful Phishing Attempt Targeting Executives,1,High,Closed,291,6,2023-07-26 20:40:00.000000,6590.603757196861,Assignee 8,0.20871878528113338,User_7,2023-07-21 07:59:00,6,KRI,ISSUE-0201,Phishing Attack,FR,Reporter 7,1,C-Suite Executives,0,8171.282834806984,Medium,Unknown,2023-07-20 20:40:00,2.108780556400711,login,Yellow
Inconsistent Review of Security Policies,37.97611469831425,Schedule Investigation,Medium,KEY-0202,6.449999999999999,Steps to resolve Inconsistent Review of Security Policies,1,Critical,Open,845,10,2026-01-07 22:27:57.042371,8121.989499327188,Assignee 6,2.1259917573130553,User_79,2023-07-21 23:20:00,7,KPI,ISSUE-0202,Management Oversight,AU,Reporter 10,1,Sales,0,17611.443790135156,High,IN,2023-07-21 20:01:00,7.457280395439902,login,Yellow-Orange
High-Volume Distributed Denial-of-Service Attack,14.975258578117103,No Action Needed,Low,KEY-0203,2.7499999999999996,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Medium,Resolved,49,4,2023-07-28 15:59:00.000000,5306.91135116218,Assignee 16,0.10308069188353111,User_7,2023-07-23 12:48:00,6,KRI,ISSUE-0203,DDOS,AU,Reporter 6,2,C-Suite Executives,0,4279.538937392734,Low,AU,2023-07-22 15:59:00,4.108780556400712,login,Green
Inconsistent Review of Security Policies,46.20632153279632,Log Activity for Reference,Medium,KEY-0204,4.249999999999999,Steps to resolve Inconsistent Review of Security Policies,1,High,Resolved,580,8,2023-07-27 23:13:00.000000,7317.2376235348165,Assignee 4,0.16098288839973682,User_88,2023-07-24 19:44:00,4,KPI,ISSUE-0204,Management Oversight,DE,Reporter 3,1,HR,0,8058.371663814913,Low,UK,2023-07-23 23:13:00,5.576024662221773,login,Light Yellow
Unresolved Vulnerabilities from Latest Penetration Test,26.41099393778128,Schedule Investigation,Medium,KEY-0205,6.5,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1,Critical,In Progress,319,10,2025-11-28 22:27:57.042371,4788.124925851413,Assignee 17,1.0799707967498051,User_66,2023-07-25 01:18:00,16,KPI,ISSUE-0205,Penetration Testing Effectiveness,CN,Reporter 4,1,Sales,0,19713.82018079151,High,IN,2023-07-24 07:58:00,8.016003660887733,login,Yellow-Orange
Incomplete Risk Management Framework,47.80113357452094,No Action Needed,Low,KEY-0206,3.4499999999999997,Steps to resolve Incomplete Risk Management Framework,1,Medium,In Progress,4149,4,2026-01-29 22:27:57.042371,24992.761243175195,Assignee 1,4.136712851536452,User_82,2023-07-25 18:02:00,17,KPI,ISSUE-0206,Risk Management Maturity,EU,Reporter 6,10,External Contractors,0,3815.330030364879,Low,EU,2023-07-25 16:21:00,5.966861957105587,data_modification,Green
Inadequate Firewall Configurations,30.94739243301952,No Action Needed,Low,KEY-0207,3.6,Steps to resolve Inadequate Firewall Configurations,1,High,In Progress,184,6,2026-01-30 22:27:57.042371,4302.659208168995,Assignee 9,34.436175750490875,User_22,2023-07-27 13:53:00,4,KPI,ISSUE-0207,Network Security,AU,Reporter 7,6,Legal,0,2054.1206657501584,Low,EU,2023-07-26 21:49:00,2.629462711581153,data_modification,Green
Unauthorized Access Leading to Data Exposure,61.70445208937214,Routine Monitoring,Medium,KEY-0208,5.699999999999999,Steps to resolve Unauthorized Access Leading to Data Exposure,1,Critical,Resolved,231,10,2023-07-28 17:10:00.000000,4783.075532389693,Assignee 7,7.6493669776338615,User_10,2023-07-28 07:01:00,1,KRI,ISSUE-0208,Data Breach,CN,Reporter 1,16,Finance,0,34506.32317121328,Medium,USA,2023-07-27 17:10:00,8.553717214932782,file_access,Yellow
Insufficient Coverage in Annual Risk Assessment,22.02161115447313,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0209,7.300000000000001,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Critical,In Progress,203,10,2026-01-30 22:27:57.042371,4259.834779945915,Assignee 14,95.1179189180709,User_82,2023-07-28 18:47:00,23,KPI,ISSUE-0209,Risk Assessment Coverage,CANADA,Reporter 1,12,HR,0,21965.266218153072,Critical,CANADA,2023-07-28 04:31:00,8.704255753270658,data_modification,Red
Inconsistent Review of Security Policies,21.691784669104372,No Action Needed,Low,KEY-0210,3.8,Steps to resolve Inconsistent Review of Security Policies,1,High,Resolved,178,8,2023-07-31 21:45:00.000000,5506.586475669909,Assignee 17,1.1965683755790473,User_82,2023-07-30 05:22:00,2,KPI,ISSUE-0210,Management Oversight,Unknown,Reporter 6,1,Operations,0,326.0502994546605,Low,FR,2023-07-29 21:45:00,3.938420150933318,login,Green
Insufficient Coverage in Annual Risk Assessment,8.98387091583772,Schedule Investigation,Medium,KEY-0211,6.6499999999999995,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Critical,Closed,794,10,2023-08-13 01:17:00.000000,7057.416124373178,Assignee 5,0.19401018867517147,User_17,2023-07-30 04:18:00,14,KPI,ISSUE-0211,Risk Assessment Coverage,DE,Reporter 10,1,Legal,0,10714.418474754544,High,DE,2023-07-30 01:17:00,8.407058906288269,login,Yellow-Orange
Insufficient Coverage in Annual Risk Assessment,1.0,Schedule Investigation,Medium,KEY-0212,5.8,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,High,Open,17,8,2025-12-28 22:27:57.042371,3393.724790129839,Assignee 20,0.1,User_51,2023-07-31 11:28:00,35,KPI,ISSUE-0212,Risk Assessment Coverage,JP,Reporter 10,1,Finance,0,20184.165372232583,High,CANADA,2023-07-31 05:56:00,6.3530898444555906,login,Yellow-Orange
Increased Exposure due to Insufficient Data Encryption,37.11055322344305,Routine Monitoring,Medium,KEY-0213,5.05,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,High,In Progress,29,8,2025-12-17 22:27:57.042371,3201.4098645996332,Assignee 5,0.1,User_23,2023-08-02 12:57:00,24,KRI,ISSUE-0213,Risk Exposure,AU,Reporter 8,1,HR,0,8317.253187955243,Medium,EU,2023-08-01 15:13:00,8.844862231984612,login,Yellow
Sensitive Data Leak via Misconfigured Cloud Storage,55.06206905963804,No Action Needed,Low,KEY-0214,3.3,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1,Medium,Open,379,5,2025-12-19 22:27:57.042371,6060.796256767542,Assignee 4,11.298303965848051,User_25,2023-08-02 19:31:00,10,KRI,ISSUE-0214,Data Leak,AU,Reporter 10,4,Finance,0,6942.366640905733,Low,EU,2023-08-02 00:53:00,4.477530021027576,data_modification,Green
Outdated Operating System Components,32.17813736458735,No Action Needed,Low,KEY-0215,2.25,Steps to resolve Outdated Operating System Components,1,Low,Open,913,1,2025-12-10 22:27:57.042371,8144.21409590508,Assignee 5,26.797100589746815,User_66,2023-08-04 07:10:00,10,KPI,ISSUE-0215,System Vulnerability,UK,Reporter 1,10,IT,0,5474.769461237467,Low,UK,2023-08-03 16:51:00,8.624854835020042,file_access,Green
Detected Malware Infiltration in Internal Systems,34.377789082234024,Log Activity for Reference,Medium,KEY-0216,5.000000000000001,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,In Progress,111,10,2026-01-16 22:27:57.042371,2992.7295499732027,Assignee 13,8.188301786741247,User_43,2023-08-05 01:42:00,12,KRI,ISSUE-0216,Malware,UK,Reporter 6,10,External Contractors,0,8096.705590581128,Low,JP,2023-08-04 06:30:00,4.8152963726516695,file_access,Light Yellow
Insufficient Access Control Measures,35.94063408852314,No Action Needed,Low,KEY-0217,2.1,Steps to resolve Insufficient Access Control Measures,1,Low,Resolved,974,1,2023-08-11 10:17:00.000000,10755.902436454635,Assignee 7,0.3429762657832248,User_78,2023-08-05 22:23:00,6,KPI,ISSUE-0217,Control Effectiveness,CANADA,Reporter 3,2,C-Suite Executives,0,2704.7517415162715,Low,EU,2023-08-05 10:17:00,9.296551506540055,login,Green
Incomplete Risk Management Framework,36.47452822741983,Schedule Investigation,Medium,KEY-0218,5.6000000000000005,Steps to resolve Incomplete Risk Management Framework,1,High,Resolved,84,7,2023-08-19 04:15:00.000000,3311.2982020962254,Assignee 15,1.2965621236086604,User_30,2023-08-07 03:15:00,13,KPI,ISSUE-0218,Risk Management Maturity,IN,Reporter 9,1,Sales,0,17939.95913477832,High,UK,2023-08-06 04:15:00,8.902266627657418,login,Yellow-Orange
Sensitive Data Leak via Misconfigured Cloud Storage,31.565586312697732,Log for Reference,Low,KEY-0219,3.5,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1,Medium,Resolved,191,4,2023-08-10 08:49:00.000000,4003.5507372617885,Assignee 7,28.024815524076374,User_23,2023-08-07 18:31:00,3,KRI,ISSUE-0219,Data Leak,CN,Reporter 4,6,External Contractors,0,3620.4453302187667,Medium,Unknown,2023-08-07 08:49:00,6.42486295062855,file_access,Green-Yellow
Inconsistent Review of Security Policies,26.380146552773006,No Action Needed,Low,KEY-0220,2.3000000000000003,Steps to resolve Inconsistent Review of Security Policies,1,Low,Closed,633,2,2023-08-16 16:59:00.000000,5428.7641888246035,Assignee 10,5.062409013180987,User_61,2023-08-09 14:53:00,8,KPI,ISSUE-0220,Management Oversight,JP,Reporter 5,7,C-Suite Executives,0,4603.281040495522,Low,USA,2023-08-08 16:59:00,5.075010990019285,file_access,Green
Supplier Security Compliance Gaps,14.34372915858523,Schedule Investigation,Medium,KEY-0221,6.249999999999999,Steps to resolve Supplier Security Compliance Gaps,1,Critical,Open,696,10,2026-01-02 22:27:57.042371,7341.036388165769,Assignee 8,2.7826839343832193,User_70,2023-08-10 01:18:00,1,KPI,ISSUE-0221,Procurement Security,Unknown,Reporter 4,1,External Contractors,0,12507.301732541484,High,Unknown,2023-08-09 11:22:00,5.427703995106963,login,Yellow-Orange
Increased Exposure due to Insufficient Data Encryption,23.247360922925743,No Action Needed,Low,KEY-0222,3.4499999999999997,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,Medium,Resolved,2293,5,2023-08-17 12:02:00.000000,15075.502930974402,Assignee 11,5.25328634793024,User_74,2023-08-10 16:45:00,7,KRI,ISSUE-0222,Risk Exposure,USA,Reporter 5,6,Operations,0,4618.051787160703,Low,FR,2023-08-10 12:02:00,6.577111774673376,file_access,Green
Detected Malware Infiltration in Internal Systems,24.704272268799052,Routine Monitoring,Medium,KEY-0223,5.65,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,Open,285,10,2025-12-11 22:27:57.042371,5444.6170189373715,Assignee 18,0.1,User_6,2023-08-12 16:30:00,15,KRI,ISSUE-0223,Malware,USA,Reporter 10,1,C-Suite Executives,0,19628.262484802566,Medium,USA,2023-08-11 23:44:00,3.8618566278140616,login,Yellow
Unresolved Vulnerabilities from Latest Penetration Test,32.40627424299145,Log Activity for Reference,Medium,KEY-0224,4.0,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1,High,In Progress,46,6,2026-02-20 22:27:57.042371,4205.530578368685,Assignee 16,7.5661668457221625,User_63,2023-08-13 07:48:00,8,KPI,ISSUE-0224,Penetration Testing Effectiveness,IN,Reporter 6,10,IT,0,1746.2223103645324,Low,Unknown,2023-08-12 13:46:00,6.808016448869161,file_access,Light Yellow
Inadequate Firewall Configurations,14.590208009765796,Log for Reference,Low,KEY-0225,3.1999999999999997,Steps to resolve Inadequate Firewall Configurations,1,Low,Closed,125,3,2023-08-26 02:21:00.000000,6380.636786911995,Assignee 7,2.3034447391087087,User_92,2023-08-14 01:27:00,13,KPI,ISSUE-0225,Network Security,CANADA,Reporter 10,5,Operations,0,3904.0860368597628,Medium,CANADA,2023-08-13 02:21:00,4.164176452545429,data_modification,Green-Yellow
Inconsistent Review of Security Policies,23.568660450539348,No Action Needed,Low,KEY-0226,2.9999999999999996,Steps to resolve Inconsistent Review of Security Policies,1,Medium,Closed,575,4,2023-08-18 15:17:00.000000,6695.548044905494,Assignee 7,58.79339727972341,User_9,2023-08-14 15:54:00,4,KPI,ISSUE-0226,Management Oversight,USA,Reporter 5,9,Sales,0,9176.612949508666,Low,CANADA,2023-08-14 15:17:00,2.321864679195956,file_access,Green
Non-Compliance with Data Protection Regulations,28.015977971939883,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0227,7.0,Steps to resolve Non-Compliance with Data Protection Regulations,1,Critical,Closed,88,10,2023-09-04 08:55:00.000000,1785.9236458666037,Assignee 9,2.2221654793788645,User_61,2023-08-15 13:24:00,20,KRI,ISSUE-0227,Legal Compliance,DE,Reporter 3,1,External Contractors,0,18825.847740936963,Critical,CANADA,2023-08-15 08:55:00,5.422505613819461,login,Red
Unauthorized Access Leading to Data Exposure,35.16732852058488,Schedule Investigation,Medium,KEY-0228,6.4,Steps to resolve Unauthorized Access Leading to Data Exposure,1,Critical,In Progress,10,10,2026-02-24 22:27:57.042371,4695.791143792002,Assignee 16,0.29975897534966756,User_9,2023-08-16 17:17:00,30,KRI,ISSUE-0228,Data Breach,CN,Reporter 4,1,External Contractors,0,30069.281650915935,High,UK,2023-08-16 14:05:00,4.32530779773794,login,Yellow-Orange
Incomplete Risk Management Framework,22.50244986518698,Escalate to SOC & Restrict Critical System Access,High,KEY-0229,7.000000000000001,Steps to resolve Incomplete Risk Management Framework,1,Critical,Closed,604,10,2023-08-27 02:44:00.000000,5972.1029571656745,Assignee 20,15.768931861344885,User_6,2023-08-17 06:13:00,10,KPI,ISSUE-0229,Risk Management Maturity,JP,Reporter 3,6,Legal,0,11785.914429834,Critical,UK,2023-08-17 02:44:00,3.0418922747255297,data_modification,Red
