Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action
ISSUE-0125,KEY-0125,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Resolved,Reporter 2,Assignee 7,2023-06-17,2023-06-23 00:00:00.000000,6,46.0,Critical,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2089812.5,KRI,User_39,2023-06-17 10:47:00,login,DE,CN,900,26,3,15232.5,37.19954447725164,6648,12.350000000000001,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer
ISSUE-0126,KEY-0126,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,In Progress,Reporter 7,Assignee 17,2023-05-13,2025-09-19 22:15:24.985808,860,45.84,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,1292635.0,KPI,User_79,2023-05-13 06:44:00,data_modification,CANADA,CANADA,900,26,6,3570.0,53.66355835752119,7609,13.468,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0127,KEY-0127,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 6,Assignee 7,2024-06-04,2025-09-19 22:15:24.985808,472,46.9,Critical,Finance,Steps to resolve Outdated Operating System Components,2539544.0,KPI,User_48,2024-06-04 06:07:00,file_access,EU,EU,1340,26,17,1547.0,43.06471864983213,5040,14.28,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0128,KEY-0128,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Resolved,Reporter 3,Assignee 14,2023-12-11,2023-12-15 00:00:00.000000,4,46.61,Critical,IT,Steps to resolve Incomplete Risk Management Framework,1840615.0,KPI,User_80,2023-12-11 05:08:00,file_access,AU,UK,1370,26,18,780.0,38.02994886435816,3256,12.522,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0129,KEY-0129,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 9,Assignee 20,2023-10-07,2023-10-09 00:00:00.000000,2,39.91,Critical,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,567668.0,KPI,User_34,2023-10-07 13:04:00,data_modification,USA,USA,900,28,10,1568.0,66.05471950818122,7716,13.281999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0130,KEY-0130,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Open,Reporter 9,Assignee 15,2025-01-24,2025-09-19 22:15:24.985808,238,61.32,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,217522.5,KRI,User_19,2025-01-24 03:12:00,file_access,USA,USA,2908,27,15,2527.5,79.95296408598767,3248,16.564000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0131,KEY-0131,Detected Malware Infiltration in Internal Systems,1,Malware,High,Open,Reporter 6,Assignee 18,2023-07-13,2025-09-19 22:15:24.985808,799,2.0,Low,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,1664003.0,KRI,User_70,2023-07-13 18:38:00,login,JP,JP,900,26,10,1466.0,60.07407000930945,7267,4.3999999999999995,Medium,Schedule Investigation | Limit Data Transfer
ISSUE-0132,KEY-0132,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Open,Reporter 5,Assignee 14,2025-05-09,2025-09-19 22:15:24.985808,133,42.16,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,1741330.0,KRI,User_76,2025-05-09 17:18:00,data_modification,UK,UK,1881,26,15,572.5,49.6801342230691,3315,12.581999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0133,KEY-0133,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Open,Reporter 6,Assignee 10,2023-02-07,2025-09-19 22:15:24.985808,955,73.85,Critical,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,1180292.5,KRI,User_86,2023-02-07 11:17:00,login,CN,CN,1086,26,15,5610.0,73.67952394098225,3538,19.07,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0134,KEY-0134,Detected Malware Infiltration in Internal Systems,1,Malware,High,Open,Reporter 2,Assignee 12,2023-04-25,2025-09-19 22:15:24.985808,878,34.04,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,1541891.0,KRI,User_43,2023-04-25 03:56:00,data_modification,USA,USA,953,26,13,6809.0,46.57290110198471,7633,11.857999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0135,KEY-0135,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,In Progress,Reporter 2,Assignee 12,2024-02-11,2025-09-19 22:15:24.985808,586,14.94,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,1741721.0,KRI,User_59,2024-02-11 00:54:00,file_access,FR,FR,2866,26,35,1727.0,24.03567307684242,4525,8.387999999999998,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0136,KEY-0136,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Resolved,Reporter 6,Assignee 1,2024-06-18,2024-06-25 00:00:00.000000,7,47.51,Critical,External Contractors,Steps to resolve Supplier Security Compliance Gaps,2411273.0,KPI,User_49,2024-06-18 00:47:00,data_modification,EU,EU,1477,26,13,1325.0,32.327369677188564,7636,14.852,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0137,KEY-0137,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 10,Assignee 7,2025-05-15,2025-09-19 22:15:24.985808,127,11.27,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,1298045.0,KPI,User_93,2025-05-15 10:12:00,file_access,CN,CN,1254,28,6,4502.0,65.09355105485272,6749,7.953999999999999,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0138,KEY-0138,Inadequate Firewall Configurations,1,Network Security,High,Resolved,Reporter 9,Assignee 8,2024-03-25,2024-04-04 00:00:00.000000,10,39.04,Critical,Finance,Steps to resolve Inadequate Firewall Configurations,1802918.0,KPI,User_97,2024-03-25 11:28:00,file_access,CN,CN,1715,26,24,1718.0,54.03529923244296,6519,12.857999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0139,KEY-0139,Inconsistent Review of Security Policies,1,Management Oversight,Low,Resolved,Reporter 7,Assignee 11,2023-07-30,2023-08-07 00:00:00.000000,8,62.59,Critical,HR,Steps to resolve Inconsistent Review of Security Policies,959545.0,KPI,User_70,2023-07-30 07:52:00,data_modification,CANADA,CANADA,900,26,9,5370.0,70.1445436786066,3276,16.068,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0140,KEY-0140,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 3,Assignee 13,2023-05-10,2023-05-20 00:00:00.000000,10,57.95,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,2052818.0,KRI,User_98,2023-05-10 03:08:00,login,Unknown,Unknown,900,35,3,5594.0,55.29994280259872,5162,16.790000000000003,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer
ISSUE-0141,KEY-0141,Insufficient Access Control Measures,1,Control Effectiveness,Low,Resolved,Reporter 9,Assignee 1,2024-04-04,2024-04-05 00:00:00.000000,1,2.0,Low,Operations,Steps to resolve Insufficient Access Control Measures,1188487.5,KPI,User_48,2024-04-04 18:10:00,data_modification,UK,UK,1397,27,6,2135.0,67.40741812589646,7443,2.5,Low,No Action Needed | Limit Data Transfer
ISSUE-0142,KEY-0142,Weak Authentication Protocols,1,Access Control,High,Open,Reporter 5,Assignee 9,2023-07-16,2025-09-19 22:15:24.985808,796,8.27,High,Operations,Steps to resolve Weak Authentication Protocols,2316647.0,KPI,User_8,2023-07-16 13:11:00,data_modification,Unknown,Unknown,1238,28,24,3110.0,39.69977634991896,4215,6.2540000000000004,Medium,Schedule Investigation | Limit Data Transfer
ISSUE-0143,KEY-0143,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 2,Assignee 2,2023-10-30,2025-09-19 22:15:24.985808,690,91.77,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,1381427.0,KPI,User_60,2023-10-30 16:37:00,data_modification,CANADA,CANADA,1757,26,21,4109.0,75.36122474332836,5620,23.904,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0144,KEY-0144,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,In Progress,Reporter 5,Assignee 14,2023-10-21,2025-09-19 22:15:24.985808,699,51.09,Critical,IT,Steps to resolve Incomplete Risk Management Framework,1451648.0,KPI,User_41,2023-10-21 23:41:00,login,IN,IN,2473,26,17,6215.0,74.46979648862091,5675,15.768,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0145,KEY-0145,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,In Progress,Reporter 9,Assignee 19,2024-02-13,2025-09-19 22:15:24.985808,584,22.71,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1555345.0,KPI,User_24,2024-02-13 08:01:00,data_modification,IN,IN,900,26,9,4082.5,24.13628917460411,6761,8.842,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer
ISSUE-0146,KEY-0146,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 5,Assignee 17,2025-07-03,2025-07-09 00:00:00.000000,6,59.59,Critical,Legal,Steps to resolve Access by Unauthorized Personnel Detected,1381904.0,KRI,User_22,2025-07-03 06:59:00,file_access,USA,USA,1776,31,10,8024.0,64.52561330687479,7864,16.918000000000006,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0147,KEY-0147,Weak Authentication Protocols,1,Access Control,High,Resolved,Reporter 6,Assignee 16,2023-12-02,2023-12-11 00:00:00.000000,9,23.59,Critical,IT,Steps to resolve Weak Authentication Protocols,2003792.0,KPI,User_50,2023-12-02 06:01:00,data_modification,IN,IN,900,26,17,1322.0,44.1674921952734,3146,9.617999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0148,KEY-0148,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Closed,Reporter 2,Assignee 13,2024-01-09,2024-01-19 00:00:00.000000,10,40.79,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,695264.0,KRI,User_45,2024-01-09 06:55:00,file_access,EU,EU,900,28,24,1202.0,77.74674308631181,7186,13.357999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0149,KEY-0149,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,In Progress,Reporter 2,Assignee 13,2024-09-03,2025-09-19 22:15:24.985808,381,82.59,Critical,Legal,Steps to resolve Unauthorized Access Leading to Data Exposure,1714787.0,KRI,User_98,2024-09-03 21:00:00,data_modification,JP,JP,1526,28,10,3197.0,37.495352548083105,7147,22.068,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0150,KEY-0150,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Closed,Reporter 7,Assignee 14,2024-06-25,2024-07-05 00:00:00.000000,10,72.16,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,1276832.0,KRI,User_64,2024-06-25 15:27:00,login,EU,EU,900,26,21,1100.0,44.40386200112985,4888,19.832,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0151,KEY-0151,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Open,Reporter 1,Assignee 10,2023-05-23,2025-09-19 22:15:24.985808,850,100.82,Critical,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,979994.0,KRI,User_87,2023-05-23 07:16:00,file_access,EU,EU,900,26,21,659.0,50.1744892754423,3642,25.564,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0152,KEY-0152,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Resolved,Reporter 3,Assignee 12,2024-02-19,2024-02-20 00:00:00.000000,1,42.12,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1866266.0,KRI,User_94,2024-02-19 19:14:00,login,IN,IN,2277,26,21,878.0,35.289281687760976,3360,13.423999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0153,KEY-0153,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Closed,Reporter 3,Assignee 10,2025-03-24,2025-03-29 00:00:00.000000,5,71.88,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,2048895.0,KRI,User_58,2025-03-24 00:44:00,data_modification,Unknown,Unknown,1309,26,12,2837.5,67.57409415423881,4841,18.476,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0154,KEY-0154,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 7,Assignee 17,2023-08-04,2023-08-05 00:00:00.000000,1,31.78,Critical,External Contractors,Steps to resolve Insufficient Coverage in Annual Risk Assessment,543197.5,KPI,User_69,2023-08-04 21:51:00,file_access,USA,USA,900,26,9,10812.5,72.78655514321092,7399,10.406,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0155,KEY-0155,Inadequate Firewall Configurations,1,Network Security,Medium,In Progress,Reporter 9,Assignee 7,2024-05-28,2025-09-19 22:15:24.985808,479,45.03,Critical,HR,Steps to resolve Inadequate Firewall Configurations,1175687.5,KPI,User_37,2024-05-28 22:32:00,file_access,FR,FR,900,26,6,3907.5,30.577119922171388,6796,13.306,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0156,KEY-0156,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 2,Assignee 11,2024-03-02,2025-09-19 22:15:24.985808,566,56.92,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,2317325.0,KRI,User_60,2024-03-02 01:19:00,data_modification,IN,IN,1259,36,18,1050.0,22.84835912396562,3165,14.783999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0157,KEY-0157,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Closed,Reporter 7,Assignee 11,2023-08-27,2023-09-05 00:00:00.000000,9,36.01,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,1387295.0,KRI,User_11,2023-08-27 01:20:00,data_modification,Unknown,Unknown,1355,26,18,585.0,46.0012826800174,5880,10.601999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0158,KEY-0158,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Closed,Reporter 5,Assignee 7,2024-08-23,2024-08-24 00:00:00.000000,1,39.88,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1624977.5,KRI,User_45,2024-08-23 12:50:00,data_modification,JP,JP,1755,26,12,2052.5,71.51702854138867,4560,11.876,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0159,KEY-0159,Outdated Operating System Components,1,System Vulnerability,Critical,Resolved,Reporter 5,Assignee 6,2025-03-23,2025-03-29 00:00:00.000000,6,17.29,Critical,IT,Steps to resolve Outdated Operating System Components,1426823.0,KPI,User_67,2025-03-23 13:20:00,login,UK,UK,900,26,17,7526.0,57.102823006188615,6636,8.807999999999998,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0160,KEY-0160,Supplier Security Compliance Gaps,1,Procurement Security,High,Resolved,Reporter 7,Assignee 5,2025-01-08,2025-01-17 00:00:00.000000,9,75.97,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,217283.0,KPI,User_11,2025-01-08 07:22:00,file_access,Unknown,Unknown,900,28,17,3125.0,30.90398866998871,6603,20.244000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0161,KEY-0161,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Resolved,Reporter 2,Assignee 1,2024-05-02,2024-05-08 00:00:00.000000,6,15.16,Critical,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1965533.0,KPI,User_74,2024-05-02 18:42:00,data_modification,Unknown,Unknown,900,26,13,800.0,27.95069974165231,5286,7.732,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer
ISSUE-0162,KEY-0162,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 9,Assignee 5,2024-05-14,2024-05-24 00:00:00.000000,10,64.68,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1011680.0,KRI,User_18,2024-05-14 11:55:00,file_access,CANADA,CANADA,1083,26,13,1439.0,75.18258914668647,5180,17.986,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0163,KEY-0163,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Resolved,Reporter 5,Assignee 3,2024-08-01,2024-08-07 00:00:00.000000,6,33.97,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,1253745.0,KRI,User_3,2024-08-01 01:33:00,login,JP,JP,1102,26,21,4465.0,67.07608748459097,5197,10.144,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0164,KEY-0164,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,In Progress,Reporter 8,Assignee 14,2023-06-07,2025-09-19 22:15:24.985808,835,26.34,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,1728347.5,KPI,User_58,2023-06-07 19:34:00,login,DE,DE,1928,26,6,2095.0,48.58605324822534,4957,9.418,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0165,KEY-0165,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Closed,Reporter 3,Assignee 20,2024-03-27,2024-04-04 00:00:00.000000,8,75.02,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,2365517.0,KRI,User_56,2024-03-27 11:32:00,data_modification,DE,DE,1971,26,21,7619.0,34.297155537680254,5547,20.403999999999996,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0166,KEY-0166,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Resolved,Reporter 9,Assignee 2,2024-02-08,2024-02-13 00:00:00.000000,5,25.58,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,1900013.0,KRI,User_58,2024-02-08 06:33:00,file_access,AU,AU,1491,26,17,4073.0,71.35371794348563,5190,10.466,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0167,KEY-0167,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Open,Reporter 3,Assignee 17,2023-03-06,2025-09-19 22:15:24.985808,928,39.38,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,1984832.5,KPI,User_75,2023-03-06 11:07:00,login,FR,FR,900,26,9,882.5,74.99888912846059,3128,12.176,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0168,KEY-0168,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Closed,Reporter 2,Assignee 17,2025-05-21,2025-05-29 00:00:00.000000,8,77.53,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,2007374.0,KPI,User_53,2025-05-21 06:52:00,file_access,USA,EU,2047,26,24,1406.0,47.38810765921609,7047,20.556,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0169,KEY-0169,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Open,Reporter 4,Assignee 1,2024-02-25,2025-09-19 22:15:24.985808,572,42.2,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,2979902.0,KPI,User_23,2024-02-25 19:07:00,data_modification,DE,DE,2892,26,10,2765.0,25.997789677165525,4336,13.84,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0170,KEY-0170,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 1,Assignee 10,2024-10-17,2024-10-25 00:00:00.000000,8,53.95,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,248202.5,KRI,User_42,2024-10-17 16:53:00,file_access,FR,FR,900,26,12,3505.0,21.286023595362703,3346,14.19,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0171,KEY-0171,Inadequate Firewall Configurations,1,Network Security,Medium,Closed,Reporter 6,Assignee 15,2023-05-21,2023-05-29 00:00:00.000000,8,35.81,Critical,C-Suite Executives,Steps to resolve Inadequate Firewall Configurations,181022.5,KPI,User_61,2023-05-21 13:45:00,file_access,UK,UK,900,26,9,10147.5,29.92069125675846,3355,11.312,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0172,KEY-0172,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Resolved,Reporter 7,Assignee 19,2023-11-06,2023-11-07 00:00:00.000000,1,2.0,Low,C-Suite Executives,Steps to resolve Access by Unauthorized Personnel Detected,1695097.5,KRI,User_42,2023-11-06 08:02:00,login,IN,IN,900,26,9,2497.5,59.63236572051316,7182,3.1,Low,Log for Reference | Limit Data Transfer
ISSUE-0173,KEY-0173,Inadequate Firewall Configurations,1,Network Security,Critical,Closed,Reporter 8,Assignee 4,2023-07-09,2023-07-10 00:00:00.000000,1,75.59,Critical,HR,Steps to resolve Inadequate Firewall Configurations,2372606.0,KPI,User_93,2023-07-09 00:43:00,data_modification,EU,EU,1264,28,6,2063.0,67.53286951657785,4455,20.268000000000004,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0174,KEY-0174,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Closed,Reporter 3,Assignee 8,2024-06-26,2024-07-02 00:00:00.000000,6,52.18,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,2054057.5,KRI,User_32,2024-06-26 03:01:00,login,CN,CN,900,26,6,1242.5,60.35162165061335,7225,14.686,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0175,KEY-0175,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Resolved,Reporter 3,Assignee 17,2025-03-12,2025-03-20 00:00:00.000000,8,115.18,Critical,External Contractors,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1967759.0,KRI,User_61,2025-03-12 21:01:00,login,EU,EU,1782,26,13,2435.0,32.224685090304654,7552,28.586000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0176,KEY-0176,Outdated Operating System Components,1,System Vulnerability,Low,Resolved,Reporter 3,Assignee 18,2025-07-03,2025-07-06 00:00:00.000000,3,34.7,Critical,External Contractors,Steps to resolve Outdated Operating System Components,2087570.0,KPI,User_63,2025-07-03 01:02:00,data_modification,DE,DE,1188,26,18,1172.5,42.26102128720898,5835,9.94,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0177,KEY-0177,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Closed,Reporter 4,Assignee 20,2025-04-10,2025-04-17 00:00:00.000000,7,74.61,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,1247055.0,KPI,User_54,2025-04-10 09:55:00,login,EU,EU,1511,26,12,5067.5,23.288633555250314,7102,19.022000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0178,KEY-0178,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Resolved,Reporter 9,Assignee 7,2023-03-03,2023-03-13 00:00:00.000000,10,37.49,Critical,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,2336315.0,KRI,User_55,2023-03-03 14:47:00,file_access,EU,EU,1184,26,35,2792.0,35.375195371220926,3984,12.398,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0179,KEY-0179,Insufficient Access Control Measures,1,Control Effectiveness,High,Resolved,Reporter 10,Assignee 14,2024-02-05,2024-02-13 00:00:00.000000,8,13.21,Critical,Finance,Steps to resolve Insufficient Access Control Measures,2615798.0,KPI,User_12,2024-02-05 18:05:00,data_modification,UK,UK,1590,26,28,2465.0,53.59520116871055,5989,7.542000000000001,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer
ISSUE-0180,KEY-0180,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Open,Reporter 8,Assignee 10,2024-05-20,2025-09-19 22:15:24.985808,487,87.24,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,2026447.5,KRI,User_66,2024-05-20 22:27:00,login,Unknown,Unknown,1707,33,24,717.5,20.68184199605621,4441,20.848,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0181,KEY-0181,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Closed,Reporter 9,Assignee 12,2024-11-10,2024-11-14 00:00:00.000000,4,58.19,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2255234.0,KRI,User_33,2024-11-10 13:31:00,login,FR,FR,967,26,10,18443.0,38.04459577054433,6743,16.988000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0182,KEY-0182,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Resolved,Reporter 6,Assignee 3,2023-02-12,2023-02-22 00:00:00.000000,10,29.98,Critical,Operations,Steps to resolve Insufficient Access Control Measures,672330.0,KPI,User_38,2023-02-12 00:12:00,file_access,FR,FR,900,26,24,990.0,67.02888571185494,6919,10.446,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0183,KEY-0183,Inconsistent Review of Security Policies,1,Management Oversight,Critical,In Progress,Reporter 9,Assignee 10,2025-06-15,2025-09-19 22:15:24.985808,96,38.38,Critical,External Contractors,Steps to resolve Inconsistent Review of Security Policies,646967.0,KPI,User_18,2025-06-15 16:33:00,data_modification,IN,IN,1292,26,13,1439.0,73.89473757874421,3819,13.226,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
