Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action
ISSUE-0400,KEY-0400,Weak Authentication Protocols,1,Access Control,Medium,Closed,Reporter 2,Assignee 19,2023-07-08,2023-07-16 00:00:00.000000,8,32.17,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,2380750.0,KPI,User_92,2023-07-08 03:33:00,login,JP,USA,1151,26,9,700.0,32.887550388088,4661,10.584,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0401,KEY-0401,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Resolved,Reporter 8,Assignee 7,2023-12-24,2023-12-31 00:00:00.000000,7,31.38,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2205470.0,KRI,User_72,2023-12-24 04:14:00,data_modification,Unknown,UK,900,26,15,12697.5,21.50037994917765,7421,9.626,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0402,KEY-0402,Weak Authentication Protocols,1,Access Control,Low,Closed,Reporter 8,Assignee 13,2024-02-01,2024-02-08 00:00:00.000000,7,86.95,Critical,HR,Steps to resolve Weak Authentication Protocols,664927.5,KPI,User_2,2024-02-01 06:09:00,data_modification,FR,JP,900,26,27,1340.0,70.19683974185486,3659,20.740000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0403,KEY-0403,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Resolved,Reporter 6,Assignee 3,2025-01-28,2025-01-29 00:00:00.000000,1,69.02,Critical,Legal,Steps to resolve Access by Unauthorized Personnel Detected,1796142.5,KRI,User_65,2025-01-28 17:43:00,file_access,UK,UK,1271,26,27,3865.0,64.58458009229979,3119,17.704000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0404,KEY-0404,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 4,Assignee 19,2023-03-07,2025-09-19 22:15:24.985808,927,38.02,Critical,IT,Steps to resolve Outdated Operating System Components,541526.0,KPI,User_10,2023-03-07 17:31:00,login,DE,DE,900,26,17,2120.0,22.315633740572373,7065,12.654,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0405,KEY-0405,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 9,Assignee 9,2025-01-16,2025-01-22 00:00:00.000000,6,45.46,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,1814340.0,KRI,User_37,2025-01-16 10:46:00,login,USA,USA,900,26,6,967.5,52.59318551325015,4283,13.042,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0406,KEY-0406,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 7,Assignee 16,2024-02-05,2024-02-12 00:00:00.000000,7,85.18,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,220820.0,KRI,User_43,2024-02-05 07:37:00,login,DE,EU,900,26,13,4388.0,26.20042358087761,4611,21.736,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0407,KEY-0407,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Closed,Reporter 4,Assignee 1,2023-08-22,2023-08-27 00:00:00.000000,5,40.1,Critical,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,485108.0,KPI,User_32,2023-08-22 05:45:00,file_access,CANADA,CANADA,1274,26,6,752.0,28.426820024490986,7530,12.870000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0408,KEY-0408,Inconsistent Review of Security Policies,1,Management Oversight,High,Closed,Reporter 2,Assignee 16,2023-05-19,2023-05-26 00:00:00.000000,7,54.32,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,1769333.0,KPI,User_56,2023-05-19 06:50:00,file_access,USA,USA,1012,26,21,7871.0,65.44160747224807,5994,15.714,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0409,KEY-0409,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,In Progress,Reporter 7,Assignee 3,2023-06-12,2025-09-19 22:15:24.985808,830,66.3,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2247101.0,KRI,User_75,2023-06-12 03:28:00,login,CANADA,CANADA,900,26,17,1166.0,36.14008949286033,5921,18.659999999999997,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0410,KEY-0410,Outdated Operating System Components,1,System Vulnerability,Medium,Resolved,Reporter 8,Assignee 7,2024-08-23,2024-08-24 00:00:00.000000,1,52.74,Critical,C-Suite Executives,Steps to resolve Outdated Operating System Components,190875.0,KPI,User_21,2024-08-23 18:38:00,file_access,IN,IN,1120,26,9,787.5,38.07213264560551,4061,14.298,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0411,KEY-0411,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 3,Assignee 4,2024-12-17,2025-09-19 22:15:24.985808,276,8.54,High,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1637135.0,KPI,User_24,2024-12-17 17:46:00,data_modification,JP,JP,900,26,17,14690.0,62.76203148934029,4546,6.458,Medium,Schedule Investigation | Limit Data Transfer
ISSUE-0412,KEY-0412,Outdated Operating System Components,1,System Vulnerability,Critical,In Progress,Reporter 3,Assignee 10,2024-02-25,2025-09-19 22:15:24.985808,572,72.63,Critical,External Contractors,Steps to resolve Outdated Operating System Components,2152478.0,KPI,User_30,2024-02-25 00:03:00,data_modification,EU,EU,1432,26,21,551.0,33.26381208406463,7174,20.076,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0413,KEY-0413,Outdated Operating System Components,1,System Vulnerability,Critical,Closed,Reporter 3,Assignee 4,2025-06-03,2025-06-08 00:00:00.000000,5,90.07,Critical,HR,Steps to resolve Outdated Operating System Components,373196.0,KPI,User_48,2025-06-03 10:37:00,login,IN,IN,1090,26,21,9347.0,79.10028097113971,6707,23.514000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0414,KEY-0414,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Closed,Reporter 4,Assignee 11,2023-03-29,2023-04-06 00:00:00.000000,8,52.18,Critical,HR,Steps to resolve Insufficient Access Control Measures,2910191.0,KPI,User_90,2023-03-29 05:31:00,file_access,EU,EU,1972,26,17,983.0,34.771674986418965,3792,15.835999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0415,KEY-0415,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Open,Reporter 7,Assignee 9,2024-01-10,2025-09-19 22:15:24.985808,618,55.16,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1133102.5,KPI,User_72,2024-01-10 19:31:00,data_modification,CN,CN,900,26,15,745.0,23.722143962766346,3671,15.181999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0416,KEY-0416,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 2,Assignee 7,2024-04-13,2024-04-20 00:00:00.000000,7,2.0,Low,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2733863.0,KRI,User_22,2024-04-13 20:54:00,file_access,USA,CN,1336,26,21,1073.0,53.769757028614414,5614,3.9000000000000004,Low,Routine Monitoring | Limit Data Transfer
ISSUE-0417,KEY-0417,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Closed,Reporter 10,Assignee 11,2023-07-26,2023-08-03 00:00:00.000000,8,60.65,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,2477962.5,KPI,User_14,2023-07-26 21:35:00,data_modification,JP,USA,1371,26,21,517.5,38.41886220735509,6545,15.68,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0418,KEY-0418,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,In Progress,Reporter 7,Assignee 2,2024-02-03,2025-09-19 22:15:24.985808,594,45.07,Critical,External Contractors,Steps to resolve Unauthorized Access Leading to Data Exposure,724907.5,KRI,User_15,2024-02-03 09:13:00,file_access,FR,FR,900,26,6,6680.0,32.269537841695055,5579,13.164,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0419,KEY-0419,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Closed,Reporter 10,Assignee 3,2024-09-14,2024-09-16 00:00:00.000000,2,17.53,Critical,IT,Steps to resolve Insufficient Access Control Measures,2086432.5,KPI,User_10,2024-09-14 07:06:00,data_modification,UK,UK,1695,26,15,2665.0,35.047598014747756,5140,7.256,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer
ISSUE-0420,KEY-0420,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Closed,Reporter 4,Assignee 2,2024-06-15,2024-06-20 00:00:00.000000,5,29.41,Critical,External Contractors,Steps to resolve Unauthorized Access Leading to Data Exposure,981637.5,KRI,User_68,2024-06-15 05:04:00,data_modification,USA,JP,939,26,15,1985.0,24.757609569365865,6069,9.232,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0421,KEY-0421,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Resolved,Reporter 5,Assignee 15,2024-10-20,2024-10-26 00:00:00.000000,6,50.04,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,737279.0,KPI,User_12,2024-10-20 09:15:00,data_modification,CANADA,CANADA,1250,31,17,2291.0,35.39906585057909,3630,14.708,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0422,KEY-0422,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Open,Reporter 8,Assignee 2,2025-03-31,2025-09-19 22:15:24.985808,172,43.99,Critical,External Contractors,Steps to resolve Unauthorized Access Leading to Data Exposure,1501595.0,KRI,User_89,2025-03-31 15:28:00,file_access,AU,AU,1002,35,13,515.0,42.06564123439883,4432,14.197999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0423,KEY-0423,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Closed,Reporter 10,Assignee 9,2023-07-09,2023-07-13 00:00:00.000000,4,66.68,Critical,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,560432.0,KPI,User_30,2023-07-09 23:25:00,login,IN,IN,900,26,10,2957.0,30.292212874117467,3712,18.036,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0424,KEY-0424,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 9,Assignee 15,2024-07-19,2025-09-19 22:15:24.985808,427,51.2,Critical,Legal,Steps to resolve Outdated Operating System Components,2473823.0,KPI,User_20,2024-07-19 07:26:00,data_modification,EU,AU,900,26,10,1943.0,79.49654531150334,7334,15.440000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0425,KEY-0425,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Open,Reporter 4,Assignee 5,2024-01-08,2025-09-19 22:15:24.985808,620,33.26,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,1403459.0,KRI,User_85,2024-01-08 22:14:00,login,JP,JP,1199,28,17,5063.0,28.95199655875235,6524,12.202,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0426,KEY-0426,Inconsistent Review of Security Policies,1,Management Oversight,High,Resolved,Reporter 4,Assignee 4,2023-04-04,2023-04-07 00:00:00.000000,3,28.16,Critical,Finance,Steps to resolve Inconsistent Review of Security Policies,1025921.0,KPI,User_39,2023-04-04 05:13:00,data_modification,IN,IN,900,26,6,1514.0,29.586581908900058,6078,10.282,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0427,KEY-0427,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Resolved,Reporter 2,Assignee 13,2024-02-26,2024-03-01 00:00:00.000000,4,40.91,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,1132247.5,KRI,User_74,2024-02-26 17:54:00,login,JP,EU,1157,26,6,1910.0,21.483534495823545,4204,11.382,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0428,KEY-0428,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Closed,Reporter 3,Assignee 16,2023-02-20,2023-02-26 00:00:00.000000,6,2.8,Low,Finance,Steps to resolve Access by Unauthorized Personnel Detected,453252.5,KRI,User_16,2023-02-20 14:43:00,login,CANADA,CANADA,900,26,15,640.0,60.70172859113189,5901,2.7100000000000004,Low,No Action Needed | Limit Data Transfer
ISSUE-0429,KEY-0429,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Closed,Reporter 7,Assignee 3,2024-11-14,2024-11-16 00:00:00.000000,2,27.9,Critical,Sales,Steps to resolve Inconsistent Review of Security Policies,1766692.5,KPI,User_15,2024-11-14 12:48:00,login,DE,IN,1167,26,6,2880.0,79.1373185936215,5070,9.479999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0430,KEY-0430,Inconsistent Review of Security Policies,1,Management Oversight,High,Resolved,Reporter 8,Assignee 11,2025-07-26,2025-08-04 00:00:00.000000,9,74.15,Critical,Finance,Steps to resolve Inconsistent Review of Security Policies,780653.0,KPI,User_11,2025-07-26 16:10:00,login,USA,USA,900,26,10,8084.0,20.873699300224576,3570,19.73,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0431,KEY-0431,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 3,Assignee 18,2024-03-26,2025-09-19 22:15:24.985808,542,39.78,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,2578196.0,KRI,User_52,2024-03-26 00:27:00,data_modification,UK,UK,2289,26,6,8993.0,45.75371069094313,3426,13.355999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0432,KEY-0432,Inadequate Firewall Configurations,1,Network Security,Low,Closed,Reporter 1,Assignee 19,2024-06-25,2024-06-28 00:00:00.000000,3,66.2,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,1549790.0,KPI,User_94,2024-06-25 00:21:00,data_modification,FR,FR,900,26,15,1507.5,45.305132257453536,5842,16.240000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0433,KEY-0433,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 10,Assignee 3,2024-11-24,2024-12-03 00:00:00.000000,9,33.99,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2016041.0,KRI,User_20,2024-11-24 06:34:00,data_modification,FR,FR,900,46,3,1568.0,26.06665918469993,3990,11.498000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer
ISSUE-0434,KEY-0434,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,In Progress,Reporter 3,Assignee 1,2025-05-22,2025-09-19 22:15:24.985808,120,49.87,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1143887.5,KPI,User_15,2025-05-22 02:56:00,login,JP,EU,915,26,9,2405.0,30.92751074342142,5295,14.123999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0435,KEY-0435,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Open,Reporter 3,Assignee 15,2023-08-08,2025-09-19 22:15:24.985808,773,75.81,Critical,Finance,Steps to resolve Non-Compliance with Data Protection Regulations,2240291.0,KRI,User_27,2023-08-08 22:35:00,data_modification,CN,CN,1596,26,13,986.0,33.739886105864336,3690,20.561999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0436,KEY-0436,Outdated Operating System Components,1,System Vulnerability,Medium,Resolved,Reporter 10,Assignee 16,2025-07-15,2025-07-23 00:00:00.000000,8,44.56,Critical,HR,Steps to resolve Outdated Operating System Components,666025.0,KPI,User_5,2025-07-15 12:05:00,file_access,DE,DE,1300,26,21,1470.0,41.84448901519095,3411,13.062,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0437,KEY-0437,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Closed,Reporter 4,Assignee 8,2023-09-02,2023-09-10 00:00:00.000000,8,77.54,Critical,HR,Steps to resolve Insufficient Access Control Measures,1408170.0,KPI,User_49,2023-09-02 21:09:00,login,CANADA,FR,1210,26,18,4665.0,58.67653621029503,7027,19.808000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0438,KEY-0438,Outdated Operating System Components,1,System Vulnerability,Medium,Closed,Reporter 3,Assignee 16,2024-06-24,2024-06-29 00:00:00.000000,5,70.58,Critical,External Contractors,Steps to resolve Outdated Operating System Components,2163255.0,KPI,User_96,2024-06-24 06:41:00,data_modification,CANADA,CANADA,900,27,15,1597.5,33.21091486594919,5372,18.066,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0439,KEY-0439,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 7,Assignee 13,2025-06-17,2025-09-19 22:15:24.985808,94,82.97,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,1507827.5,KRI,User_17,2025-06-17 03:17:00,login,EU,IN,900,26,18,880.0,24.058675078393165,3103,19.994,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0440,KEY-0440,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Resolved,Reporter 10,Assignee 5,2025-08-13,2025-08-14 00:00:00.000000,1,2.0,Low,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1067720.0,KPI,User_8,2025-08-13 17:38:00,data_modification,EU,EU,900,26,15,965.0,59.746707976589235,4764,2.95,Low,Log for Reference | Limit Data Transfer
ISSUE-0441,KEY-0441,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Closed,Reporter 2,Assignee 10,2024-09-18,2024-09-23 00:00:00.000000,5,49.97,Critical,Sales,Steps to resolve Insufficient Coverage in Annual Risk Assessment,468092.0,KPI,User_32,2024-09-18 19:42:00,file_access,AU,AU,900,28,3,2231.0,46.40744792176909,5518,14.494,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer
ISSUE-0442,KEY-0442,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Resolved,Reporter 4,Assignee 20,2023-04-16,2023-04-17 00:00:00.000000,1,28.97,Critical,IT,Steps to resolve Weak Cloud Storage Access Controls,2908607.0,KRI,User_34,2023-04-16 12:14:00,login,IN,CN,1096,28,10,2372.0,58.15238690106218,7069,10.943999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0443,KEY-0443,Supplier Security Compliance Gaps,1,Procurement Security,High,Open,Reporter 5,Assignee 3,2025-07-25,2025-09-19 22:15:24.985808,56,54.61,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,1755920.0,KPI,User_90,2025-07-25 20:22:00,login,Unknown,Unknown,900,26,10,2312.0,69.27774885061717,4997,15.972,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0444,KEY-0444,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Open,Reporter 4,Assignee 13,2024-01-28,2025-09-19 22:15:24.985808,600,60.72,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,2655806.0,KRI,User_51,2024-01-28 05:56:00,data_modification,FR,FR,900,26,10,2228.0,70.59967122656329,6220,17.844,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0445,KEY-0445,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,In Progress,Reporter 4,Assignee 8,2025-05-08,2025-09-19 22:15:24.985808,134,58.82,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,2373657.5,KRI,User_21,2025-05-08 17:07:00,login,USA,USA,900,26,15,562.5,45.79520225521007,5847,15.914,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0446,KEY-0446,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 5,Assignee 5,2024-09-11,2024-09-20 00:00:00.000000,9,51.52,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,2098745.0,KRI,User_26,2024-09-11 14:20:00,file_access,JP,JP,1895,35,13,2570.0,51.72832018754379,7359,15.354000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0447,KEY-0447,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Closed,Reporter 1,Assignee 8,2023-05-10,2023-05-13 00:00:00.000000,3,33.04,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,737492.0,KPI,User_20,2023-05-10 20:24:00,file_access,FR,FR,2334,26,6,3035.0,79.00737099382701,4132,11.258,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0448,KEY-0448,Supplier Security Compliance Gaps,1,Procurement Security,High,Open,Reporter 10,Assignee 15,2024-12-28,2025-09-19 22:15:24.985808,265,2.0,Low,Legal,Steps to resolve Supplier Security Compliance Gaps,746879.0,KPI,User_14,2024-12-28 00:29:00,file_access,DE,DE,2501,26,17,4472.0,45.75465386463287,6815,4.249999999999999,Medium,Schedule Investigation | Limit Data Transfer
ISSUE-0449,KEY-0449,Supplier Security Compliance Gaps,1,Procurement Security,Medium,Open,Reporter 6,Assignee 8,2023-07-26,2025-09-19 22:15:24.985808,786,21.79,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,784487.5,KPI,User_76,2023-07-26 09:56:00,file_access,AU,AU,1630,26,9,2287.5,22.984524455984506,4046,8.508,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer
ISSUE-0450,KEY-0450,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 3,Assignee 19,2025-02-05,2025-09-19 22:15:24.985808,226,69.91,Critical,Legal,Steps to resolve Outdated Operating System Components,1248680.0,KPI,User_77,2025-02-05 19:11:00,login,EU,EU,1400,26,15,952.5,27.027852198358794,7071,18.282,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0451,KEY-0451,Weak Authentication Protocols,1,Access Control,Medium,Closed,Reporter 8,Assignee 8,2023-12-07,2023-12-10 00:00:00.000000,3,56.63,Critical,Finance,Steps to resolve Weak Authentication Protocols,1387850.0,KPI,User_38,2023-12-07 06:47:00,login,USA,USA,2055,26,12,5127.5,35.839076277659686,7564,15.225999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0452,KEY-0452,Supplier Security Compliance Gaps,1,Procurement Security,High,Open,Reporter 7,Assignee 9,2024-12-10,2025-09-19 22:15:24.985808,283,72.11,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,1967093.0,KPI,User_77,2024-12-10 15:44:00,login,EU,EU,900,26,17,2444.0,79.44637111309274,7663,19.622000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0453,KEY-0453,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Closed,Reporter 1,Assignee 4,2024-04-30,2024-05-06 00:00:00.000000,6,107.01,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1410446.0,KPI,User_54,2024-04-30 07:05:00,login,JP,JP,1641,26,13,1745.0,61.03380945723169,5711,26.752000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0454,KEY-0454,Inadequate Firewall Configurations,1,Network Security,Low,In Progress,Reporter 7,Assignee 13,2025-01-25,2025-09-19 22:15:24.985808,237,16.29,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,1173867.5,KPI,User_3,2025-01-25 00:44:00,data_modification,Unknown,Unknown,900,26,12,3140.0,30.868148830308897,3318,6.658,Medium,Log Activity for Reference | Limit Data Transfer
ISSUE-0455,KEY-0455,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 2,Assignee 9,2024-01-16,2025-09-19 22:15:24.985808,612,41.69,Critical,C-Suite Executives,Steps to resolve Inadequate Firewall Configurations,211619.0,KPI,User_29,2024-01-16 07:27:00,login,FR,FR,1580,26,13,6674.0,61.03871511461444,7526,13.537999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0456,KEY-0456,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Open,Reporter 6,Assignee 6,2024-10-21,2025-09-19 22:15:24.985808,333,35.43,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,1517532.5,KPI,User_43,2024-10-21 06:25:00,login,DE,CANADA,1438,26,9,1505.0,79.3518863167964,4415,11.386,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0457,KEY-0457,Supplier Security Compliance Gaps,1,Procurement Security,High,Closed,Reporter 3,Assignee 6,2025-02-09,2025-02-15 00:00:00.000000,6,48.89,Critical,External Contractors,Steps to resolve Supplier Security Compliance Gaps,1440410.0,KPI,User_18,2025-02-09 01:15:00,data_modification,CANADA,EU,900,28,17,4544.0,26.545384245451043,3779,14.478,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0458,KEY-0458,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,In Progress,Reporter 3,Assignee 14,2025-07-18,2025-09-19 22:15:24.985808,63,67.43,Critical,External Contractors,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1189645.0,KRI,User_63,2025-07-18 22:37:00,login,USA,USA,900,26,18,1327.5,50.7853426450208,3593,17.636000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
