Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0131,KEY-0131,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 3,Assignee 8,2023-02-17,2023-02-22 00:00:00.000000,5,97.16,Critical,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,691047.5,KPI,User_55,2023-02-17 16:23:00,file_access,CN,CN,1292,26,12,6290.0,23.332000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0132,KEY-0132,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Open,Reporter 6,Assignee 17,2024-04-20,2024-12-31 22:33:01.735013,255,43.37,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,319505.0,KRI,User_81,2024-04-20 21:10:00,login,CN,CN,1463,30,18,4955.0,13.674,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0133,KEY-0133,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Resolved,Reporter 6,Assignee 4,2024-06-17,2024-06-23 00:00:00.000000,6,34.9,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,1374431.0,KRI,User_10,2024-06-17 03:08:00,file_access,FR,FR,2023,26,10,710.0,13.280000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0134,KEY-0134,Outdated Operating System Components,1,System Vulnerability,Medium,Closed,Reporter 10,Assignee 2,2023-09-01,2023-09-02 00:00:00.000000,1,32.08,Critical,HR,Steps to resolve Outdated Operating System Components,550495.0,KPI,User_61,2023-09-01 15:29:00,file_access,DE,DE,900,26,15,727.5,11.016,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0135,KEY-0135,Inadequate Firewall Configurations,1,Network Security,Critical,In Progress,Reporter 1,Assignee 9,2024-07-26,2024-12-31 22:33:01.735013,158,11.63,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,2711075.0,KPI,User_80,2024-07-26 17:30:00,data_modification,CANADA,CANADA,900,26,6,4070.0,8.826,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0136,KEY-0136,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 1,Assignee 20,2024-08-07,2024-12-31 22:33:01.735013,146,96.7,Critical,Finance,Steps to resolve Insufficient Access Control Measures,2909864.0,KPI,User_54,2024-08-07 08:11:00,login,UK,UK,1624,26,10,3689.0,25.840000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0137,KEY-0137,Incomplete Risk Management Framework,1,Risk Management Maturity,High,In Progress,Reporter 10,Assignee 13,2023-01-19,2024-12-31 22:33:01.735013,712,60.76,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,2688617.0,KPI,User_84,2023-01-19 14:04:00,data_modification,CANADA,CANADA,900,26,13,1463.0,18.052,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0138,KEY-0138,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,In Progress,Reporter 9,Assignee 6,2024-02-29,2024-12-31 22:33:01.735013,306,63.46,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2144245.0,KPI,User_37,2024-02-29 08:52:00,file_access,FR,FR,900,26,6,4147.5,17.692,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0139,KEY-0139,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Closed,Reporter 8,Assignee 1,2024-08-10,2024-08-15 00:00:00.000000,5,74.3,Critical,C-Suite Executives,Steps to resolve Incomplete Risk Management Framework,1354782.5,KPI,User_55,2024-08-10 21:47:00,data_modification,JP,JP,900,26,9,2530.0,18.76,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0140,KEY-0140,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Open,Reporter 7,Assignee 2,2023-09-26,2024-12-31 22:33:01.735013,462,43.01,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,1375547.5,KPI,User_56,2023-09-26 06:35:00,file_access,IN,IN,900,26,9,2030.0,13.602,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0141,KEY-0141,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Resolved,Reporter 10,Assignee 18,2024-02-04,2024-02-12 00:00:00.000000,8,79.28,Critical,External Contractors,Steps to resolve Delayed Patching of Known Vulnerabilities,2917319.0,KPI,User_76,2024-02-04 16:08:00,data_modification,CN,CN,900,26,24,5249.0,22.356,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0142,KEY-0142,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Resolved,Reporter 8,Assignee 19,2024-08-22,2024-08-28 00:00:00.000000,6,54.16,Critical,Finance,Steps to resolve Non-Compliance with Data Protection Regulations,1796456.0,KRI,User_45,2024-08-22 18:08:00,file_access,CANADA,CANADA,1140,26,10,1328.0,17.132,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0143,KEY-0143,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,In Progress,Reporter 2,Assignee 19,2023-12-24,2024-12-31 22:33:01.735013,373,41.8,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,1300802.5,KPI,User_28,2023-12-24 04:47:00,file_access,IN,DE,2170,26,15,795.0,12.459999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0144,KEY-0144,Inadequate Firewall Configurations,1,Network Security,Critical,Closed,Reporter 10,Assignee 12,2024-02-02,2024-02-12 00:00:00.000000,10,47.08,Critical,HR,Steps to resolve Inadequate Firewall Configurations,2736260.0,KPI,User_63,2024-02-02 00:24:00,login,IN,EU,1121,28,10,2804.0,15.916,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0145,KEY-0145,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Resolved,Reporter 8,Assignee 17,2023-08-25,2023-09-04 00:00:00.000000,10,61.71,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,909590.0,KRI,User_75,2023-08-25 05:21:00,file_access,AU,FR,900,26,24,2594.0,18.842,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0146,KEY-0146,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,In Progress,Reporter 1,Assignee 4,2024-07-04,2024-12-31 22:33:01.735013,180,26.96,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,1865696.0,KRI,User_4,2024-07-04 19:46:00,data_modification,JP,Unknown,1800,26,10,563.0,11.292,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0147,KEY-0147,Weak Authentication Protocols,1,Access Control,High,Open,Reporter 8,Assignee 4,2023-03-10,2024-12-31 22:33:01.735013,662,122.65,Critical,Operations,Steps to resolve Weak Authentication Protocols,2147597.0,KPI,User_43,2023-03-10 03:11:00,data_modification,CN,CN,900,28,31,4190.0,30.43,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0148,KEY-0148,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 2,Assignee 19,2023-03-16,2024-12-31 22:33:01.735013,656,13.95,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,740542.5,KRI,User_11,2023-03-16 01:14:00,login,Unknown,Unknown,1585,26,6,2220.0,6.890000000000001,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow
ISSUE-0149,KEY-0149,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Closed,Reporter 5,Assignee 12,2024-03-12,2024-03-19 00:00:00.000000,7,21.72,Critical,C-Suite Executives,Steps to resolve Detected Malware Infiltration in Internal Systems,2402610.0,KRI,User_3,2024-03-12 06:36:00,data_modification,CANADA,CANADA,1028,26,15,815.0,8.244,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
ISSUE-0150,KEY-0150,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Resolved,Reporter 10,Assignee 20,2023-11-09,2023-11-15 00:00:00.000000,6,51.23,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,2185745.0,KRI,User_28,2023-11-09 03:16:00,login,USA,USA,900,26,21,7133.0,15.946000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0151,KEY-0151,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,In Progress,Reporter 3,Assignee 7,2023-08-24,2024-12-31 22:33:01.735013,495,28.37,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,525194.0,KPI,User_49,2023-08-24 11:40:00,file_access,UK,UK,1431,26,17,1250.0,11.574,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0152,KEY-0152,Inadequate Firewall Configurations,1,Network Security,Critical,Closed,Reporter 7,Assignee 20,2023-12-03,2023-12-04 00:00:00.000000,1,68.19,Critical,Finance,Steps to resolve Inadequate Firewall Configurations,922490.0,KPI,User_42,2023-12-03 05:37:00,data_modification,EU,EU,2044,26,24,2138.0,19.738,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0153,KEY-0153,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 3,Assignee 6,2023-10-18,2023-10-28 00:00:00.000000,10,74.83,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,2108422.5,KRI,User_48,2023-10-18 17:53:00,file_access,CANADA,UK,900,26,15,705.0,19.966,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0154,KEY-0154,Inadequate Firewall Configurations,1,Network Security,High,Open,Reporter 2,Assignee 12,2023-04-05,2024-12-31 22:33:01.735013,636,53.85,Critical,IT,Steps to resolve Inadequate Firewall Configurations,302945.0,KPI,User_47,2023-04-05 15:39:00,data_modification,CANADA,CANADA,1308,57,13,6725.0,16.67,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0155,KEY-0155,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Open,Reporter 3,Assignee 10,2024-02-29,2024-12-31 22:33:01.735013,306,2.0,Low,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,1713041.0,KRI,User_55,2024-02-29 01:20:00,file_access,FR,FR,904,31,10,1322.0,4.699999999999999,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0156,KEY-0156,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Open,Reporter 1,Assignee 5,2024-09-03,2024-12-31 22:33:01.735013,119,40.05,Critical,C-Suite Executives,Steps to resolve Successful Phishing Attempt Targeting Executives,2327592.5,KRI,User_58,2024-09-03 17:26:00,data_modification,JP,JP,900,26,30,3072.5,12.11,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0157,KEY-0157,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Resolved,Reporter 3,Assignee 3,2024-05-30,2024-06-04 00:00:00.000000,5,59.91,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,1915367.5,KRI,User_43,2024-05-30 14:48:00,file_access,CN,CN,2096,26,18,2632.5,15.882,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0158,KEY-0158,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 10,Assignee 4,2023-08-19,2023-08-23 00:00:00.000000,4,39.13,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,1778123.0,KRI,User_37,2023-08-19 07:57:00,login,USA,USA,900,26,13,764.0,14.126000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0159,KEY-0159,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Open,Reporter 6,Assignee 4,2024-09-25,2024-12-31 22:33:01.735013,97,78.24,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2060215.0,KRI,User_90,2024-09-25 10:53:00,file_access,UK,UK,1130,26,18,17682.5,19.748,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0160,KEY-0160,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Resolved,Reporter 10,Assignee 2,2024-04-14,2024-04-24 00:00:00.000000,10,52.4,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1034167.5,KPI,User_44,2024-04-14 20:13:00,data_modification,AU,AU,1086,26,9,6305.0,15.48,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0161,KEY-0161,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Open,Reporter 3,Assignee 19,2023-08-19,2024-12-31 22:33:01.735013,500,28.28,Critical,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,336137.0,KPI,User_59,2023-08-19 03:07:00,file_access,JP,CANADA,1192,26,21,686.0,12.156,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0162,KEY-0162,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Open,Reporter 6,Assignee 15,2023-02-20,2024-12-31 22:33:01.735013,680,93.85,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1153457.0,KRI,User_51,2023-02-20 10:05:00,file_access,EU,EU,900,35,24,1289.0,25.27,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0163,KEY-0163,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 5,Assignee 14,2024-01-09,2024-01-17 00:00:00.000000,8,59.06,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,185621.0,KRI,User_14,2024-01-09 09:38:00,login,IN,IN,1103,31,6,4199.0,17.712000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0164,KEY-0164,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Open,Reporter 8,Assignee 17,2023-11-05,2024-12-31 22:33:01.735013,422,74.53,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1763456.0,KPI,User_22,2023-11-05 07:32:00,data_modification,Unknown,JP,1843,26,21,3710.0,21.406,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0165,KEY-0165,Weak Authentication Protocols,1,Access Control,High,Closed,Reporter 2,Assignee 19,2023-02-01,2023-02-02 00:00:00.000000,1,30.69,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,2073887.0,KPI,User_9,2023-02-01 05:22:00,login,Unknown,Unknown,1068,26,10,9719.0,11.638,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0166,KEY-0166,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Closed,Reporter 8,Assignee 1,2023-03-28,2023-04-01 00:00:00.000000,4,90.24,Critical,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2354006.0,KPI,User_60,2023-03-28 07:30:00,login,CN,CN,900,26,13,722.0,23.747999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0167,KEY-0167,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Resolved,Reporter 7,Assignee 1,2023-03-05,2023-03-10 00:00:00.000000,5,24.7,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,2190992.0,KRI,User_78,2023-03-05 15:32:00,login,EU,EU,1280,28,17,2273.0,10.64,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0168,KEY-0168,Supplier Security Compliance Gaps,1,Procurement Security,Medium,In Progress,Reporter 3,Assignee 8,2024-11-28,2024-12-31 22:33:01.735013,33,73.62,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,2305087.5,KPI,User_39,2024-11-28 00:37:00,data_modification,UK,UK,900,30,15,4432.5,19.724000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0169,KEY-0169,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,In Progress,Reporter 1,Assignee 9,2023-06-14,2024-12-31 22:33:01.735013,566,99.96,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2126510.0,KPI,User_39,2023-06-14 13:57:00,login,EU,EU,900,26,18,2915.0,24.092000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0170,KEY-0170,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,In Progress,Reporter 4,Assignee 11,2024-05-17,2024-12-31 22:33:01.735013,228,8.12,High,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,377042.5,KRI,User_83,2024-05-17 17:04:00,data_modification,Unknown,Unknown,2957,26,9,2472.5,5.324,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow
ISSUE-0171,KEY-0171,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Resolved,Reporter 10,Assignee 15,2024-01-29,2024-02-02 00:00:00.000000,4,38.49,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,541676.0,KPI,User_30,2024-01-29 16:11:00,file_access,USA,USA,1896,26,10,695.0,13.998000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0172,KEY-0172,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Resolved,Reporter 1,Assignee 6,2023-06-20,2023-06-28 00:00:00.000000,8,41.3,Critical,C-Suite Executives,Steps to resolve Inconsistent Review of Security Policies,1131825.0,KPI,User_36,2023-06-20 22:24:00,data_modification,JP,JP,1140,26,9,7095.0,13.26,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0173,KEY-0173,Outdated Operating System Components,1,System Vulnerability,Low,Closed,Reporter 5,Assignee 8,2024-02-14,2024-02-19 00:00:00.000000,5,50.18,Critical,Operations,Steps to resolve Outdated Operating System Components,1311795.0,KPI,User_28,2024-02-14 06:19:00,login,JP,JP,900,26,6,1815.0,13.936000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0174,KEY-0174,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,In Progress,Reporter 3,Assignee 19,2024-01-21,2024-12-31 22:33:01.735013,345,30.5,Critical,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,1417172.0,KRI,User_57,2024-01-21 08:36:00,file_access,IN,IN,900,26,10,605.0,12.600000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0175,KEY-0175,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Closed,Reporter 7,Assignee 4,2024-08-12,2024-08-20 00:00:00.000000,8,41.02,Critical,C-Suite Executives,Steps to resolve Incomplete Risk Management Framework,2856431.0,KPI,User_15,2024-08-12 02:33:00,file_access,UK,UK,900,31,6,1322.0,14.104000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0176,KEY-0176,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Open,Reporter 4,Assignee 9,2024-12-17,2024-12-31 22:33:01.735013,14,33.89,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,330017.0,KRI,User_64,2024-12-17 05:39:00,file_access,FR,FR,2209,26,13,2054.0,13.278,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0177,KEY-0177,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,In Progress,Reporter 4,Assignee 5,2024-08-25,2024-12-31 22:33:01.735013,128,69.53,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1907395.0,KRI,User_65,2024-08-25 15:15:00,data_modification,IN,IN,1398,26,15,2310.0,18.006,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0178,KEY-0178,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,In Progress,Reporter 2,Assignee 4,2023-10-31,2024-12-31 22:33:01.735013,427,11.53,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,2899469.0,KRI,User_79,2023-10-31 11:44:00,data_modification,UK,UK,1681,26,17,8321.0,8.206,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0179,KEY-0179,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 6,Assignee 10,2024-07-05,2024-07-15 00:00:00.000000,10,2.0,Low,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1732427.5,KRI,User_92,2024-07-05 15:08:00,data_modification,Unknown,Unknown,900,26,6,862.5,2.9,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0180,KEY-0180,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 6,Assignee 14,2024-12-27,2024-12-31 22:33:01.735013,4,63.49,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1242502.5,KRI,User_55,2024-12-27 18:22:00,data_modification,UK,DE,1118,26,6,1100.0,16.598,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0181,KEY-0181,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 6,Assignee 20,2024-10-16,2024-10-23 00:00:00.000000,7,43.99,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,1618262.0,KRI,User_74,2024-10-16 14:39:00,login,DE,DE,2123,28,21,1028.0,15.098,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0182,KEY-0182,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Closed,Reporter 8,Assignee 3,2023-03-29,2023-04-06 00:00:00.000000,8,2.0,Low,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,159295.0,KPI,User_60,2023-03-29 22:07:00,file_access,UK,UK,900,26,18,2882.5,2.9,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0183,KEY-0183,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 7,Assignee 9,2023-10-21,2023-10-31 00:00:00.000000,10,70.07,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1964597.0,KRI,User_74,2023-10-21 03:35:00,file_access,Unknown,Unknown,900,26,17,8195.0,19.913999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0184,KEY-0184,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Open,Reporter 5,Assignee 4,2023-02-21,2024-12-31 22:33:01.735013,679,61.26,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,2594015.0,KPI,User_84,2023-02-21 22:02:00,login,IN,IN,900,26,13,2321.0,18.752000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0185,KEY-0185,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Closed,Reporter 3,Assignee 20,2023-06-23,2023-06-27 00:00:00.000000,4,63.89,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,2396035.0,KRI,User_81,2023-06-23 15:10:00,data_modification,DE,FR,1210,30,15,1240.0,17.578,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0186,KEY-0186,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 6,Assignee 9,2023-05-05,2024-12-31 22:33:01.735013,606,24.84,Critical,IT,Steps to resolve Insufficient Access Control Measures,430628.0,KPI,User_38,2023-05-05 01:53:00,file_access,CN,CN,900,26,21,5921.0,10.868,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0187,KEY-0187,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 1,Assignee 6,2024-06-01,2024-06-06 00:00:00.000000,5,20.88,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1306217.5,KPI,User_11,2024-06-01 12:05:00,file_access,Unknown,Unknown,900,26,9,4445.0,8.975999999999999,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0188,KEY-0188,Inadequate Firewall Configurations,1,Network Security,Critical,Resolved,Reporter 3,Assignee 10,2023-03-21,2023-03-30 00:00:00.000000,9,60.77,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,2973023.0,KPI,User_75,2023-03-21 22:08:00,file_access,USA,USA,1693,26,13,1607.0,18.654000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0189,KEY-0189,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 2,Assignee 18,2024-06-08,2024-06-16 00:00:00.000000,8,2.0,Low,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,1282841.0,KPI,User_12,2024-06-08 17:43:00,login,USA,USA,2608,26,21,6056.0,4.699999999999999,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0190,KEY-0190,Insufficient Access Control Measures,1,Control Effectiveness,High,Closed,Reporter 4,Assignee 13,2023-06-07,2023-06-09 00:00:00.000000,2,2.0,Low,HR,Steps to resolve Insufficient Access Control Measures,941063.0,KPI,User_80,2023-06-07 14:42:00,file_access,EU,EU,900,26,13,6896.0,4.3,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
