Issue ID,Issue Key,Issue Name,Category,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Age Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Severity,Num Files Accessed,Login Attempts,Session Duration in Second,Data Transfer MB
ISSUE-0187,KEY-0187,Targeted Phishing Campaign Against Executives,Phishing Attack,Open,Reporter 10,Assignee 6,2023-11-10,2024-11-07 19:53:43.863851,363,204.17,Critical,Finance,Steps to resolve Targeted Phishing Campaign Against Executives,4695125.0,KRI,User_36,2023-11-10 19:03:00,data_modification,['CN'],['CN'],Critical,42,6,900,7625.0
ISSUE-0188,KEY-0188,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Resolved,Reporter 1,Assignee 17,2023-12-08,2023-12-11 00:00:00.000000,3,0.0,Low,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,346430.0,KRI,User_58,2023-12-08 02:47:00,file_access,['Unknown'],DE,High,26,3,1154,2396.0
ISSUE-0189,KEY-0189,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,In Progress,Reporter 2,Assignee 15,2023-12-24,2024-11-07 19:53:43.863851,319,148.54,Critical,HR,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,5815462.0,KPI,User_5,2023-12-24 03:05:00,login,['JP'],FR,Medium,26,15,900,1995.0
ISSUE-0190,KEY-0190,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,In Progress,Reporter 7,Assignee 4,2023-11-02,2024-11-07 19:53:43.863851,371,113.55,Critical,Finance,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1103542.0,KRI,User_46,2023-11-02 17:09:00,data_modification,['CN'],['CN'],Low,26,9,2102,4877.5
ISSUE-0191,KEY-0191,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 7,Assignee 19,2023-07-25,2023-07-30 00:00:00.000000,5,178.84,Critical,Finance,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,708685.0,KRI,User_62,2023-07-25 05:04:00,login,['USA'],AU,Critical,26,24,900,5843.0
ISSUE-0192,KEY-0192,High Frequency of Policy Violations,Management Oversight,Closed,Reporter 7,Assignee 5,2023-09-16,2023-09-21 00:00:00.000000,5,114.88,Critical,Operations,Steps to resolve High Frequency of Policy Violations,1646080.0,KPI,User_24,2023-09-16 01:08:00,data_modification,['FR'],EU,High,26,17,900,4157.0
ISSUE-0193,KEY-0193,Unanticipated Increase in Risk Exposure,Risk Exposure,Closed,Reporter 2,Assignee 3,2023-11-09,2023-11-11 00:00:00.000000,2,65.0,Critical,HR,Steps to resolve Unanticipated Increase in Risk Exposure,3138004.0,KRI,User_29,2023-11-09 16:46:00,login,['IN'],IN,Low,26,12,1334,1712.5
ISSUE-0194,KEY-0194,Unassessed High-Risk Areas,Risk Assessment Coverage,In Progress,Reporter 5,Assignee 5,2023-05-14,2024-11-07 19:53:43.863851,543,104.53,Critical,Sales,Steps to resolve Unassessed High-Risk Areas,4757515.0,KPI,User_13,2023-05-14 10:45:00,data_modification,['UK'],IN,Critical,28,21,1291,9143.0
ISSUE-0195,KEY-0195,Malware Detected in Core System Components,Malware,Resolved,Reporter 9,Assignee 13,2023-05-13,2023-05-16 00:00:00.000000,3,102.57,Critical,Sales,Steps to resolve Malware Detected in Core System Components,3413250.0,KRI,User_87,2023-05-13 11:34:00,login,['FR'],UK,High,28,10,900,9863.0
ISSUE-0196,KEY-0196,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Resolved,Reporter 3,Assignee 18,2023-09-23,2023-09-26 00:00:00.000000,3,30.78,Critical,Operations,Steps to resolve Critical Issues Not Detected in Last Penetration Test,5654080.0,KPI,User_30,2023-09-23 10:31:00,file_access,['DE'],AU,Low,26,15,900,650.0
ISSUE-0197,KEY-0197,Significant Number of Untracked Devices,Asset Inventory Accuracy,In Progress,Reporter 10,Assignee 4,2023-01-30,2024-11-07 19:53:43.863851,647,82.61,Critical,Finance,Steps to resolve Significant Number of Untracked Devices,5887132.0,KPI,User_62,2023-01-30 07:12:00,login,['UK'],IN,Low,26,21,900,4155.0
ISSUE-0198,KEY-0198,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,In Progress,Reporter 7,Assignee 19,2023-08-28,2024-11-07 19:53:43.863851,437,46.31,Critical,Legal,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1145645.0,KPI,User_40,2023-08-28 19:07:00,login,['DE'],JP,Low,26,9,900,3735.0
ISSUE-0199,KEY-0199,Unassessed High-Risk Areas,Risk Assessment Coverage,In Progress,Reporter 9,Assignee 13,2024-05-29,2024-11-07 19:53:43.863851,162,154.86,Critical,HR,Steps to resolve Unassessed High-Risk Areas,2864340.0,KPI,User_5,2024-05-29 21:13:00,data_modification,['CN'],['CN'],Medium,26,12,900,515.0
ISSUE-0200,KEY-0200,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Open,Reporter 5,Assignee 2,2024-01-13,2024-11-07 19:53:43.863851,299,95.99,Critical,Legal,Steps to resolve Weak Access Controls on Critical Cloud Resources,2639675.0,KRI,User_97,2024-01-13 15:46:00,data_modification,['CN'],JP,High,26,3,1277,7661.0
ISSUE-0201,KEY-0201,Unusual Data Access from External Locations,Data Leak,Closed,Reporter 10,Assignee 8,2024-10-10,2024-10-14 00:00:00.000000,4,55.46,Critical,Sales,Steps to resolve Unusual Data Access from External Locations,254975.0,KRI,User_100,2024-10-10 14:22:00,file_access,['EU'],DE,Critical,26,13,900,824.0
ISSUE-0202,KEY-0202,Multiple Unauthorized Access Attempts Detected,Access Control,In Progress,Reporter 3,Assignee 18,2023-04-08,2024-11-07 19:53:43.863851,579,136.14,Critical,Finance,Steps to resolve Multiple Unauthorized Access Attempts Detected,3889055.0,KPI,User_8,2023-04-08 03:34:00,data_modification,['USA'],Unknown,Low,26,3,1958,1332.5
ISSUE-0203,KEY-0203,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Resolved,Reporter 6,Assignee 11,2023-05-02,2023-05-08 00:00:00.000000,6,89.06,Critical,Finance,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1594545.0,KRI,User_94,2023-05-02 20:52:00,data_modification,['FR'],UK,High,26,17,1594,1151.0
ISSUE-0204,KEY-0204,Unanticipated Increase in Risk Exposure,Risk Exposure,Closed,Reporter 1,Assignee 20,2023-12-27,2023-12-30 00:00:00.000000,3,164.51,Critical,IT,Steps to resolve Unanticipated Increase in Risk Exposure,3461914.0,KRI,User_19,2023-12-27 14:00:00,login,['UK'],CN,Medium,26,21,900,2067.5
ISSUE-0205,KEY-0205,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Open,Reporter 7,Assignee 1,2024-07-19,2024-11-07 19:53:43.863851,111,96.14,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,4192030.0,KRI,User_30,2024-07-19 12:25:00,data_modification,['CN'],CN,Low,26,6,1115,1710.0
ISSUE-0206,KEY-0206,Unusual Data Access from External Locations,Data Leak,In Progress,Reporter 6,Assignee 17,2024-05-24,2024-11-07 19:53:43.863851,167,0.0,Low,Legal,Steps to resolve Unusual Data Access from External Locations,3243935.0,KRI,User_71,2024-05-24 23:11:00,login,['AU'],Unknown,Medium,26,15,900,3502.5
ISSUE-0207,KEY-0207,Supplier Network Breach Exposure,Procurement Security,Resolved,Reporter 3,Assignee 4,2024-03-15,2024-03-18 00:00:00.000000,3,59.0,Critical,Legal,Steps to resolve Supplier Network Breach Exposure,4247002.0,KPI,User_2,2024-03-15 12:18:00,file_access,['DE'],Unknown,Medium,26,6,900,4645.0
ISSUE-0208,KEY-0208,Unusual Data Access from External Locations,Data Leak,Closed,Reporter 4,Assignee 9,2024-09-29,2024-10-08 00:00:00.000000,9,43.01,Critical,Operations,Steps to resolve Unusual Data Access from External Locations,595005.0,KRI,User_69,2024-09-29 15:17:00,login,['IN'],CANADA,High,26,17,900,635.0
ISSUE-0209,KEY-0209,Unusual Data Access from External Locations,Data Leak,Resolved,Reporter 8,Assignee 13,2023-11-16,2023-11-24 00:00:00.000000,8,119.23,Critical,Sales,Steps to resolve Unusual Data Access from External Locations,4635375.0,KRI,User_94,2023-11-16 01:35:00,data_modification,['IN'],AU,Critical,26,6,1433,1769.0
ISSUE-0210,KEY-0210,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 10,Assignee 19,2024-01-07,2024-01-16 00:00:00.000000,9,146.68,Critical,HR,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,2993195.0,KRI,User_96,2024-01-07 00:54:00,login,['DE'],['DE'],High,26,10,1996,653.0
ISSUE-0211,KEY-0211,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 1,Assignee 17,2024-01-28,2024-01-29 00:00:00.000000,1,103.94,Critical,Operations,Steps to resolve Supplier Network Breach Exposure,3234106.0,KPI,User_73,2024-01-28 13:11:00,file_access,['UK'],['UK'],Medium,26,21,900,2122.5
ISSUE-0212,KEY-0212,Multiple Unauthorized Access Attempts Detected,Access Control,In Progress,Reporter 6,Assignee 10,2023-03-24,2024-11-07 19:53:43.863851,594,153.35,Critical,Sales,Steps to resolve Multiple Unauthorized Access Attempts Detected,1031260.0,KPI,User_43,2023-03-24 15:46:00,data_modification,['FR'],JP,Critical,26,13,1300,3914.0
ISSUE-0213,KEY-0213,Unassessed High-Risk Areas,Risk Assessment Coverage,Open,Reporter 2,Assignee 13,2024-09-29,2024-11-07 19:53:43.863851,39,83.77,Critical,Finance,Steps to resolve Unassessed High-Risk Areas,2573840.0,KPI,User_33,2024-09-29 22:56:00,login,['DE'],UK,Medium,26,12,1413,2235.0
ISSUE-0214,KEY-0214,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Closed,Reporter 10,Assignee 4,2023-05-06,2023-05-11 00:00:00.000000,5,53.21,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,2004200.0,KRI,User_68,2023-05-06 04:49:00,file_access,['EU'],['EU'],Medium,26,18,900,1217.5
ISSUE-0215,KEY-0215,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,In Progress,Reporter 10,Assignee 16,2023-12-02,2024-11-07 19:53:43.863851,341,134.84,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,3984590.0,KRI,User_44,2023-12-02 10:51:00,login,['JP'],['JP'],Medium,26,9,2065,932.5
ISSUE-0216,KEY-0216,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,In Progress,Reporter 5,Assignee 10,2024-07-30,2024-11-07 19:53:43.863851,100,171.9,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,3183020.0,KRI,User_16,2024-07-30 13:07:00,login,['AU'],EU,Medium,26,12,900,2657.5
ISSUE-0217,KEY-0217,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Open,Reporter 1,Assignee 8,2024-09-09,2024-11-07 19:53:43.863851,59,55.91,Critical,Finance,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,2662520.0,KRI,User_40,2024-09-09 20:16:00,login,['EU'],JP,High,28,17,900,3686.0
ISSUE-0218,KEY-0218,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,In Progress,Reporter 2,Assignee 19,2023-12-02,2024-11-07 19:53:43.863851,341,56.22,Critical,HR,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,301970.0,KPI,User_26,2023-12-02 14:24:00,file_access,['Unknown'],['Unknown'],Critical,26,13,1341,7985.0
ISSUE-0219,KEY-0219,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Closed,Reporter 5,Assignee 3,2023-11-22,2023-11-25 00:00:00.000000,3,157.51,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1677260.0,KRI,User_62,2023-11-22 03:59:00,data_modification,['EU'],DE,High,31,13,1880,1133.0
ISSUE-0220,KEY-0220,Unusual Data Access from External Locations,Data Leak,In Progress,Reporter 9,Assignee 14,2024-03-02,2024-11-07 19:53:43.863851,250,16.35,Critical,Sales,Steps to resolve Unusual Data Access from External Locations,2102140.0,KRI,User_19,2024-03-02 02:43:00,login,['JP'],JP,High,26,10,900,1313.0
ISSUE-0221,KEY-0221,Targeted Phishing Campaign Against Executives,Phishing Attack,Resolved,Reporter 2,Assignee 14,2024-04-06,2024-04-09 00:00:00.000000,3,109.0,Critical,Finance,Steps to resolve Targeted Phishing Campaign Against Executives,3614860.0,KRI,User_39,2024-04-06 08:56:00,file_access,['EU'],EU,Critical,26,10,900,1235.0
ISSUE-0222,KEY-0222,Multiple Unauthorized Access Attempts Detected,Access Control,Open,Reporter 9,Assignee 3,2023-04-21,2024-11-07 19:53:43.863851,566,21.84,Critical,Legal,Steps to resolve Multiple Unauthorized Access Attempts Detected,1260035.0,KPI,User_100,2023-04-21 01:36:00,login,['DE'],['DE'],Low,26,6,900,1662.5
ISSUE-0223,KEY-0223,Lack of Updated Risk Management Procedures,Risk Management Maturity,Closed,Reporter 5,Assignee 17,2024-06-25,2024-06-30 00:00:00.000000,5,125.22,Critical,Sales,Steps to resolve Lack of Updated Risk Management Procedures,4810180.0,KPI,User_16,2024-06-25 14:01:00,login,['IN'],['IN'],Low,26,24,1496,2692.5
ISSUE-0224,KEY-0224,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,In Progress,Reporter 7,Assignee 6,2023-09-18,2024-11-07 19:53:43.863851,416,149.71,Critical,HR,Steps to resolve Weak Access Controls on Critical Cloud Resources,1058215.0,KRI,User_84,2023-09-18 19:51:00,file_access,['CN'],['CN'],High,26,21,1532,11879.0
ISSUE-0225,KEY-0225,Unassessed High-Risk Areas,Risk Assessment Coverage,In Progress,Reporter 7,Assignee 18,2024-01-27,2024-11-07 19:53:43.863851,285,154.51,Critical,IT,Steps to resolve Unassessed High-Risk Areas,1444275.0,KPI,User_36,2024-01-27 22:30:00,data_modification,['DE'],AU,Critical,35,21,900,2324.0
ISSUE-0226,KEY-0226,Lack of Updated Risk Management Procedures,Risk Management Maturity,Open,Reporter 7,Assignee 14,2023-11-18,2024-11-07 19:53:43.863851,355,163.77,Critical,Legal,Steps to resolve Lack of Updated Risk Management Procedures,750340.0,KPI,User_17,2023-11-18 11:18:00,data_modification,['Unknown'],CANADA,Medium,26,9,1419,1067.5
ISSUE-0227,KEY-0227,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Closed,Reporter 3,Assignee 16,2024-11-05,2024-11-08 00:00:00.000000,3,252.37,Critical,Operations,Steps to resolve Delayed Patching of Critical Vulnerabilities,3222175.0,KPI,User_75,2024-11-05 13:40:00,file_access,['CN'],FR,Low,26,15,1844,1957.5
ISSUE-0228,KEY-0228,Multiple Unauthorized Access Attempts Detected,Access Control,Resolved,Reporter 5,Assignee 6,2024-07-05,2024-07-07 00:00:00.000000,2,48.51,Critical,HR,Steps to resolve Multiple Unauthorized Access Attempts Detected,2740550.0,KPI,User_98,2024-07-05 07:24:00,login,['CN'],['CN'],Medium,33,12,1612,1835.0
ISSUE-0229,KEY-0229,Unusual Data Access from External Locations,Data Leak,Resolved,Reporter 1,Assignee 15,2024-08-01,2024-08-03 00:00:00.000000,2,115.9,Critical,IT,Steps to resolve Unusual Data Access from External Locations,1231240.0,KRI,User_44,2024-08-01 14:39:00,data_modification,['CANADA'],UK,High,26,17,900,1316.0
ISSUE-0230,KEY-0230,High Frequency of Policy Violations,Management Oversight,Resolved,Reporter 5,Assignee 15,2024-04-26,2024-05-02 00:00:00.000000,6,95.27,Critical,IT,Steps to resolve High Frequency of Policy Violations,4591210.0,KPI,User_35,2024-04-26 19:30:00,file_access,['JP'],['JP'],Low,26,9,1029,962.5
ISSUE-0231,KEY-0231,Targeted Phishing Campaign Against Executives,Phishing Attack,Closed,Reporter 8,Assignee 7,2023-03-14,2023-03-15 00:00:00.000000,1,102.48,Critical,Sales,Steps to resolve Targeted Phishing Campaign Against Executives,3177160.0,KRI,User_1,2023-03-14 23:48:00,login,['JP'],CN,Critical,26,13,1604,3923.0
ISSUE-0232,KEY-0232,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 7,Assignee 6,2023-06-08,2023-06-10 00:00:00.000000,2,173.65,Critical,IT,Steps to resolve Supplier Network Breach Exposure,2787520.0,KPI,User_41,2023-06-08 11:56:00,login,['USA'],JP,High,26,13,1625,2420.0
ISSUE-0233,KEY-0233,Supplier Network Breach Exposure,Procurement Security,Resolved,Reporter 4,Assignee 13,2023-03-01,2023-03-06 00:00:00.000000,5,75.36,Critical,IT,Steps to resolve Supplier Network Breach Exposure,4488720.0,KPI,User_42,2023-03-01 19:22:00,file_access,['DE'],EU,Low,26,15,900,1260.0
ISSUE-0234,KEY-0234,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,In Progress,Reporter 6,Assignee 18,2023-11-02,2024-11-07 19:53:43.863851,371,34.53,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,2626160.0,KRI,User_81,2023-11-02 02:58:00,data_modification,['EU'],['EU'],High,46,10,1209,1022.0
ISSUE-0235,KEY-0235,Malware Detected in Core System Components,Malware,Closed,Reporter 5,Assignee 8,2023-12-12,2023-12-13 00:00:00.000000,1,0.0,Low,Legal,Steps to resolve Malware Detected in Core System Components,2330845.0,KRI,User_24,2023-12-12 00:56:00,data_modification,['JP'],AU,High,31,13,1886,923.0
ISSUE-0236,KEY-0236,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Resolved,Reporter 3,Assignee 20,2024-06-13,2024-06-17 00:00:00.000000,4,147.41,Critical,Legal,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1351774.0,KPI,User_78,2024-06-13 08:53:00,data_modification,['DE'],UK,Low,26,6,900,1600.0
ISSUE-0237,KEY-0237,Unassessed High-Risk Areas,Risk Assessment Coverage,Open,Reporter 5,Assignee 19,2024-07-27,2024-11-07 19:53:43.863851,103,15.64,Critical,HR,Steps to resolve Unassessed High-Risk Areas,4287705.0,KPI,User_5,2024-07-27 07:53:00,file_access,['EU'],['EU'],Low,26,9,1264,4585.0
ISSUE-0238,KEY-0238,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Resolved,Reporter 9,Assignee 3,2023-06-18,2023-06-20 00:00:00.000000,2,144.82,Critical,HR,Steps to resolve Critical Issues Not Detected in Last Penetration Test,3015515.0,KPI,User_27,2023-06-18 12:22:00,file_access,['AU'],IN,High,26,17,2819,3143.0
ISSUE-0239,KEY-0239,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Open,Reporter 8,Assignee 20,2023-01-04,2024-11-07 19:53:43.863851,673,152.4,Critical,Legal,Steps to resolve Delayed Patching of Critical Vulnerabilities,2892945.0,KPI,User_87,2023-01-04 17:30:00,file_access,['IN'],IN,Critical,35,17,900,4655.0
ISSUE-0240,KEY-0240,Sudden Increase in Unfiltered Traffic,Network Security,Resolved,Reporter 7,Assignee 15,2024-04-13,2024-04-14 00:00:00.000000,1,128.85,Critical,IT,Steps to resolve Sudden Increase in Unfiltered Traffic,1546955.0,KPI,User_57,2024-04-13 07:17:00,login,['CANADA'],EU,Low,26,27,1139,1142.5
ISSUE-0241,KEY-0241,Significant Number of Untracked Devices,Asset Inventory Accuracy,Resolved,Reporter 1,Assignee 10,2023-11-25,2023-11-28 00:00:00.000000,3,191.81,Critical,HR,Steps to resolve Significant Number of Untracked Devices,1802355.0,KPI,User_78,2023-11-25 18:48:00,login,['DE'],DE,High,26,10,900,2126.0
ISSUE-0242,KEY-0242,Unusual Data Transfer Volumes Detected,Data Breach,Open,Reporter 3,Assignee 14,2024-04-23,2024-11-07 19:53:43.863851,198,197.02,Critical,IT,Steps to resolve Unusual Data Transfer Volumes Detected,818790.0,KRI,User_71,2024-04-23 09:37:00,file_access,['JP'],AU,Critical,26,13,900,989.0
ISSUE-0243,KEY-0243,Multiple Unauthorized Access Attempts Detected,Access Control,Open,Reporter 10,Assignee 13,2024-10-28,2024-11-07 19:53:43.863851,10,151.34,Critical,Operations,Steps to resolve Multiple Unauthorized Access Attempts Detected,5920942.0,KPI,User_92,2024-10-28 09:03:00,file_access,['EU'],CN,Medium,26,18,936,10077.5
ISSUE-0244,KEY-0244,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 10,Assignee 5,2024-03-19,2024-03-22 00:00:00.000000,3,0.0,Low,Finance,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,375898.0,KRI,User_53,2024-03-19 16:09:00,file_access,['JP'],JP,Medium,26,9,2015,8885.0
ISSUE-0245,KEY-0245,Sudden Increase in Unfiltered Traffic,Network Security,Closed,Reporter 10,Assignee 11,2023-06-01,2023-06-08 00:00:00.000000,7,162.81,Critical,Legal,Steps to resolve Sudden Increase in Unfiltered Traffic,5317198.0,KPI,User_46,2023-06-01 06:04:00,data_modification,['DE'],['DE'],Critical,28,17,986,4103.0
ISSUE-0246,KEY-0246,Unassessed High-Risk Areas,Risk Assessment Coverage,Open,Reporter 9,Assignee 19,2024-09-09,2024-11-07 19:53:43.863851,59,166.51,Critical,Legal,Steps to resolve Unassessed High-Risk Areas,2528278.0,KPI,User_76,2024-09-09 15:57:00,data_modification,['DE'],AU,Medium,26,15,1397,5527.5
ISSUE-0247,KEY-0247,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Resolved,Reporter 2,Assignee 5,2023-09-17,2023-09-26 00:00:00.000000,9,128.89,Critical,Legal,Steps to resolve Critical Issues Not Detected in Last Penetration Test,5151130.0,KPI,User_10,2023-09-17 20:39:00,login,['JP'],USA,High,31,10,900,2942.0
ISSUE-0248,KEY-0248,Multiple Unauthorized Access Attempts Detected,Access Control,Closed,Reporter 8,Assignee 11,2023-06-21,2023-06-27 00:00:00.000000,6,188.29,Critical,Legal,Steps to resolve Multiple Unauthorized Access Attempts Detected,1675245.0,KPI,User_8,2023-06-21 03:08:00,file_access,['EU'],CANADA,Critical,31,10,1115,1847.0
ISSUE-0249,KEY-0249,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,In Progress,Reporter 8,Assignee 3,2023-03-17,2024-11-07 19:53:43.863851,601,41.26,Critical,Finance,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,3657196.0,KPI,User_55,2023-03-17 11:48:00,data_modification,['Unknown'],EU,Critical,26,6,1492,2153.0
ISSUE-0250,KEY-0250,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,In Progress,Reporter 2,Assignee 16,2023-03-29,2024-11-07 19:53:43.863851,589,14.72,Critical,HR,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,2505525.0,KPI,User_80,2023-03-29 09:43:00,login,['DE'],FR,Critical,31,6,2360,5210.0
ISSUE-0251,KEY-0251,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Resolved,Reporter 3,Assignee 16,2024-06-27,2024-07-01 00:00:00.000000,4,32.3,Critical,Operations,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,1200280.0,KPI,User_14,2024-06-27 20:06:00,file_access,['CN'],IN,Critical,26,13,1239,8360.0
ISSUE-0252,KEY-0252,Unusual Data Access from External Locations,Data Leak,Open,Reporter 10,Assignee 9,2023-05-31,2024-11-07 19:53:43.863851,526,61.6,Critical,Finance,Steps to resolve Unusual Data Access from External Locations,4548870.0,KRI,User_92,2023-05-31 10:51:00,data_modification,['UK'],EU,Critical,26,10,974,1520.0
ISSUE-0253,KEY-0253,Unassessed High-Risk Areas,Risk Assessment Coverage,In Progress,Reporter 7,Assignee 8,2023-10-08,2024-11-07 19:53:43.863851,396,105.01,Critical,Operations,Steps to resolve Unassessed High-Risk Areas,4216696.0,KPI,User_7,2023-10-08 06:47:00,file_access,['EU'],['EU'],Critical,26,24,1262,608.0
ISSUE-0254,KEY-0254,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Open,Reporter 9,Assignee 19,2024-02-15,2024-11-07 19:53:43.863851,266,56.66,Critical,HR,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,1817385.0,KPI,User_96,2024-02-15 17:11:00,login,['CANADA'],['CANADA'],Low,26,21,1143,1010.0
ISSUE-0255,KEY-0255,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Closed,Reporter 6,Assignee 17,2023-05-31,2023-06-08 00:00:00.000000,8,94.44,Critical,Operations,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,2514240.0,KPI,User_37,2023-05-31 16:24:00,file_access,['CANADA'],JP,High,26,13,900,4481.0
ISSUE-0256,KEY-0256,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 7,Assignee 11,2023-12-16,2023-12-26 00:00:00.000000,10,168.04,Critical,IT,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1720115.0,KRI,User_61,2023-12-16 15:45:00,login,['JP'],['JP'],Medium,26,3,900,902.5
ISSUE-0257,KEY-0257,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Open,Reporter 1,Assignee 11,2023-11-30,2024-11-07 19:53:43.863851,343,51.33,Critical,HR,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,653940.0,KRI,User_14,2023-11-30 05:53:00,login,['EU'],['EU'],Medium,26,12,900,3205.0
ISSUE-0258,KEY-0258,Malware Detected in Core System Components,Malware,Closed,Reporter 9,Assignee 4,2024-10-27,2024-10-28 00:00:00.000000,1,108.25,Critical,Sales,Steps to resolve Malware Detected in Core System Components,1601390.0,KRI,User_24,2024-10-27 15:57:00,login,['CN'],['CN'],High,26,28,1586,668.0
ISSUE-0259,KEY-0259,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 3,Assignee 1,2024-08-31,2024-09-09 00:00:00.000000,9,172.82,Critical,IT,Steps to resolve Supplier Network Breach Exposure,626580.0,KPI,User_81,2024-08-31 08:48:00,data_modification,['FR'],UK,Critical,26,21,900,602.0
ISSUE-0260,KEY-0260,Unusual Data Transfer Volumes Detected,Data Breach,Resolved,Reporter 7,Assignee 12,2024-09-19,2024-09-26 00:00:00.000000,7,102.61,Critical,Sales,Steps to resolve Unusual Data Transfer Volumes Detected,3525070.0,KRI,User_95,2024-09-19 05:32:00,file_access,['EU'],['EU'],High,26,21,900,1616.0
ISSUE-0261,KEY-0261,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Closed,Reporter 8,Assignee 7,2024-09-10,2024-09-11 00:00:00.000000,1,131.57,Critical,HR,Steps to resolve Weak Access Controls on Critical Cloud Resources,2621962.0,KRI,User_37,2024-09-10 07:05:00,file_access,['EU'],DE,Low,26,12,900,1105.0
ISSUE-0262,KEY-0262,Sudden Increase in Unfiltered Traffic,Network Security,Resolved,Reporter 7,Assignee 13,2024-07-23,2024-07-28 00:00:00.000000,5,105.66,Critical,Sales,Steps to resolve Sudden Increase in Unfiltered Traffic,4078435.0,KPI,User_28,2024-07-23 18:18:00,login,['CANADA'],AU,Low,26,18,1566,545.0
ISSUE-0263,KEY-0263,Lack of Updated Risk Management Procedures,Risk Management Maturity,Closed,Reporter 10,Assignee 4,2024-05-09,2024-05-11 00:00:00.000000,2,213.41,Critical,Operations,Steps to resolve Lack of Updated Risk Management Procedures,830765.0,KPI,User_39,2024-05-09 21:20:00,data_modification,['USA'],['USA'],Medium,26,9,2272,730.0
