Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action
ISSUE-0178,KEY-0178,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Open,Reporter 7,Assignee 19,2024-01-19,2024-11-20 10:01:53.785164,306,72.73,Critical,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1523927.0,KRI,User_62,2024-01-19 07:44:00,file_access,AU,AU,900,46,6,4937.0,21.046,Critical,Immediate Response
ISSUE-0179,KEY-0179,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,In Progress,Reporter 6,Assignee 20,2023-12-27,2024-11-20 10:01:53.785164,329,108.28,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,2323781.0,KPI,User_83,2023-12-27 14:23:00,file_access,CANADA,CANADA,2510,26,3,4364.0,27.756000000000004,Critical,Immediate Response
ISSUE-0180,KEY-0180,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Open,Reporter 6,Assignee 5,2024-03-03,2024-11-20 10:01:53.785164,262,6.15,Medium,HR,Steps to resolve Non-Compliance with Data Protection Regulations,1849976.0,KRI,User_60,2024-03-03 06:45:00,data_modification,DE,DE,2179,26,21,2219.0,6.13,Medium,Increase Monitoring
ISSUE-0181,KEY-0181,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Open,Reporter 8,Assignee 19,2024-05-29,2024-11-20 10:01:53.785164,175,77.32,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,1206455.0,KRI,User_66,2024-05-29 00:56:00,file_access,AU,AU,900,26,17,4922.0,21.964,Critical,Immediate Response
ISSUE-0182,KEY-0182,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Open,Reporter 1,Assignee 12,2024-02-19,2024-11-20 10:01:53.785164,275,52.86,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,1507439.0,KPI,User_26,2024-02-19 03:39:00,login,CANADA,CANADA,900,26,13,1139.0,16.472,Critical,Immediate Response
ISSUE-0183,KEY-0183,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Closed,Reporter 7,Assignee 2,2024-03-26,2024-03-28 00:00:00.000000,2,50.38,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,987882.5,KRI,User_38,2024-03-26 19:41:00,login,Unknown,Unknown,1182,26,9,3222.5,14.676,Critical,Immediate Response
ISSUE-0184,KEY-0184,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Open,Reporter 6,Assignee 20,2024-03-24,2024-11-20 10:01:53.785164,241,49.42,Critical,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,859477.5,KRI,User_58,2024-03-24 21:16:00,file_access,CANADA,CANADA,1957,26,9,3085.0,14.884,Critical,Immediate Response
ISSUE-0185,KEY-0185,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Resolved,Reporter 7,Assignee 16,2023-04-02,2023-04-07 00:00:00.000000,5,27.92,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1991525.0,KRI,User_84,2023-04-02 12:23:00,data_modification,USA,DE,1377,28,17,2336.0,11.884,Critical,Immediate Response
ISSUE-0186,KEY-0186,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Resolved,Reporter 5,Assignee 3,2023-05-11,2023-05-21 00:00:00.000000,10,69.45,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,2288645.0,KRI,User_13,2023-05-11 07:07:00,file_access,UK,AU,900,28,28,1031.0,20.39,Critical,Immediate Response
ISSUE-0187,KEY-0187,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,In Progress,Reporter 6,Assignee 3,2024-01-23,2024-11-20 10:01:53.785164,302,38.78,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,2155655.0,KPI,User_77,2024-01-23 20:09:00,data_modification,FR,FR,900,26,9,5130.0,12.756,Critical,Immediate Response
ISSUE-0188,KEY-0188,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Closed,Reporter 4,Assignee 20,2023-12-26,2024-01-02 00:00:00.000000,7,35.94,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,1482460.0,KPI,User_89,2023-12-26 12:47:00,data_modification,CN,CN,900,26,15,1612.5,11.088000000000001,Critical,Immediate Response
ISSUE-0189,KEY-0189,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Resolved,Reporter 5,Assignee 18,2024-06-13,2024-06-19 00:00:00.000000,6,44.0,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,760952.5,KPI,User_1,2024-06-13 01:05:00,login,DE,DE,1648,26,12,1150.0,13.600000000000001,Critical,Immediate Response
ISSUE-0190,KEY-0190,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Resolved,Reporter 10,Assignee 3,2023-03-13,2023-03-16 00:00:00.000000,3,33.04,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2123560.0,KRI,User_21,2023-03-13 18:23:00,file_access,JP,JP,1218,26,18,3105.0,10.308,Critical,Immediate Response
ISSUE-0191,KEY-0191,Incomplete Risk Management Framework,1,Risk Management Maturity,High,In Progress,Reporter 6,Assignee 8,2024-11-12,2024-11-20 10:01:53.785164,8,19.71,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,417353.0,KPI,User_20,2024-11-12 05:32:00,login,IN,IN,1607,26,6,2813.0,9.842,Critical,Immediate Response
ISSUE-0192,KEY-0192,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Open,Reporter 10,Assignee 15,2023-07-17,2024-11-20 10:01:53.785164,492,71.19,Critical,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1481894.0,KRI,User_89,2023-07-17 09:01:00,data_modification,USA,USA,1992,26,10,5204.0,20.137999999999998,Critical,Immediate Response
ISSUE-0193,KEY-0193,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,In Progress,Reporter 3,Assignee 16,2023-12-10,2024-11-20 10:01:53.785164,346,67.16,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,899442.5,KRI,User_44,2023-12-10 17:32:00,file_access,EU,EU,1406,26,12,507.5,18.432000000000002,Critical,Immediate Response
ISSUE-0194,KEY-0194,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Resolved,Reporter 2,Assignee 10,2024-09-27,2024-09-30 00:00:00.000000,3,41.34,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,137465.0,KRI,User_36,2024-09-27 19:19:00,data_modification,USA,USA,1273,26,12,1727.5,12.868,Critical,Immediate Response
ISSUE-0195,KEY-0195,Supplier Security Compliance Gaps,1,Procurement Security,Low,Open,Reporter 9,Assignee 4,2023-05-08,2024-11-20 10:01:53.785164,562,31.29,Critical,Operations,Steps to resolve Supplier Security Compliance Gaps,2424737.5,KPI,User_97,2023-05-08 21:46:00,file_access,UK,Unknown,900,26,6,11990.0,10.358,Critical,Immediate Response
ISSUE-0196,KEY-0196,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,In Progress,Reporter 10,Assignee 18,2023-06-08,2024-11-20 10:01:53.785164,531,34.36,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,1595290.0,KRI,User_17,2023-06-08 22:28:00,data_modification,IN,IN,1296,26,18,2855.0,11.872,Critical,Immediate Response
ISSUE-0197,KEY-0197,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Resolved,Reporter 10,Assignee 19,2024-05-15,2024-05-19 00:00:00.000000,4,24.91,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,1771655.0,KRI,User_44,2024-05-15 14:25:00,data_modification,CANADA,CN,900,26,12,1025.0,9.782,Critical,Immediate Response
ISSUE-0198,KEY-0198,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Resolved,Reporter 8,Assignee 13,2024-04-30,2024-05-04 00:00:00.000000,4,77.38,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,1918110.0,KPI,User_40,2024-04-30 04:06:00,login,AU,AU,900,33,12,702.5,19.376,Critical,Immediate Response
ISSUE-0199,KEY-0199,Outdated Operating System Components,1,System Vulnerability,Critical,Closed,Reporter 6,Assignee 4,2024-09-15,2024-09-17 00:00:00.000000,2,71.9,Critical,Operations,Steps to resolve Outdated Operating System Components,1164014.0,KPI,User_6,2024-09-15 14:20:00,data_modification,EU,EU,1279,26,10,1049.0,20.480000000000004,Critical,Immediate Response
ISSUE-0200,KEY-0200,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Resolved,Reporter 2,Assignee 10,2023-01-15,2023-01-19 00:00:00.000000,4,46.08,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1490147.5,KRI,User_33,2023-01-15 18:15:00,data_modification,USA,EU,1473,26,9,630.0,13.116,Critical,Immediate Response
ISSUE-0201,KEY-0201,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 8,Assignee 16,2024-04-04,2024-04-08 00:00:00.000000,4,94.97,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,359400.0,KRI,User_100,2024-04-04 16:08:00,file_access,USA,USA,900,26,21,745.0,22.894000000000002,Critical,Immediate Response
ISSUE-0202,KEY-0202,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Resolved,Reporter 4,Assignee 19,2024-07-13,2024-07-21 00:00:00.000000,8,68.7,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1996145.0,KRI,User_14,2024-07-13 22:32:00,file_access,UK,UK,900,26,21,875.0,20.240000000000002,Critical,Immediate Response
ISSUE-0203,KEY-0203,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Closed,Reporter 8,Assignee 17,2024-03-13,2024-03-18 00:00:00.000000,5,80.4,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,874916.0,KRI,User_88,2024-03-13 19:00:00,login,AU,AU,900,31,10,806.0,22.380000000000003,Critical,Immediate Response
ISSUE-0204,KEY-0204,Weak Authentication Protocols,1,Access Control,Critical,Resolved,Reporter 7,Assignee 9,2024-04-15,2024-04-21 00:00:00.000000,6,60.43,Critical,IT,Steps to resolve Weak Authentication Protocols,1651376.0,KPI,User_80,2024-04-15 02:23:00,data_modification,USA,USA,900,26,3,1085.0,17.986,Critical,Immediate Response
ISSUE-0205,KEY-0205,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,In Progress,Reporter 8,Assignee 2,2023-08-18,2024-11-20 10:01:53.785164,460,10.89,Critical,IT,Steps to resolve Weak Cloud Storage Access Controls,1914890.0,KRI,User_76,2023-08-18 18:54:00,login,CN,CN,900,26,15,4137.5,6.2780000000000005,Medium,Increase Monitoring
ISSUE-0206,KEY-0206,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,In Progress,Reporter 6,Assignee 16,2023-05-31,2024-11-20 10:01:53.785164,539,63.24,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2627015.0,KRI,User_48,2023-05-31 21:54:00,file_access,UK,UK,900,26,6,1325.0,18.548000000000002,Critical,Immediate Response
ISSUE-0207,KEY-0207,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,In Progress,Reporter 3,Assignee 15,2023-01-19,2024-11-20 10:01:53.785164,671,40.74,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2461187.0,KPI,User_13,2023-01-19 17:29:00,login,IN,IN,900,26,6,3560.0,14.048000000000002,Critical,Immediate Response
ISSUE-0208,KEY-0208,Inadequate Firewall Configurations,1,Network Security,High,Resolved,Reporter 6,Assignee 14,2024-07-15,2024-07-19 00:00:00.000000,4,58.95,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,2732006.0,KPI,User_40,2024-07-15 22:35:00,login,AU,AU,1861,26,10,8321.0,17.490000000000002,Critical,Immediate Response
ISSUE-0209,KEY-0209,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,In Progress,Reporter 8,Assignee 18,2023-10-19,2024-11-20 10:01:53.785164,398,46.02,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,2163278.0,KRI,User_2,2023-10-19 05:46:00,data_modification,EU,EU,933,26,6,2315.0,15.104000000000001,Critical,Immediate Response
ISSUE-0210,KEY-0210,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 9,Assignee 16,2023-10-16,2024-11-20 10:01:53.785164,401,84.7,Critical,HR,Steps to resolve Inadequate Firewall Configurations,2427185.0,KPI,User_48,2023-10-16 11:12:00,login,UK,UK,1868,26,17,2531.0,22.84,Critical,Immediate Response
ISSUE-0211,KEY-0211,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 1,Assignee 7,2024-03-09,2024-11-20 10:01:53.785164,256,38.17,Critical,Sales,Steps to resolve Outdated Operating System Components,949679.0,KPI,User_61,2024-03-09 07:41:00,login,AU,AU,1137,26,6,3365.0,13.534,Critical,Immediate Response
ISSUE-0212,KEY-0212,Insufficient Access Control Measures,1,Control Effectiveness,Medium,In Progress,Reporter 5,Assignee 11,2023-06-23,2024-11-20 10:01:53.785164,516,52.94,Critical,Operations,Steps to resolve Insufficient Access Control Measures,1067450.0,KPI,User_55,2023-06-23 17:40:00,file_access,USA,USA,900,27,12,2150.0,15.588000000000001,Critical,Immediate Response
ISSUE-0213,KEY-0213,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 1,Assignee 18,2024-03-06,2024-11-20 10:01:53.785164,259,93.85,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,1776725.0,KRI,User_31,2024-03-06 08:45:00,file_access,AU,AU,1356,26,21,1087.5,22.87,Critical,Immediate Response
ISSUE-0214,KEY-0214,Inadequate Firewall Configurations,1,Network Security,Low,Resolved,Reporter 2,Assignee 20,2023-07-04,2023-07-09 00:00:00.000000,5,29.95,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,1401855.0,KPI,User_1,2023-07-04 05:53:00,file_access,USA,USA,1325,26,6,1002.5,9.89,Critical,Immediate Response
ISSUE-0215,KEY-0215,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Open,Reporter 8,Assignee 12,2023-11-29,2024-11-20 10:01:53.785164,357,21.83,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,493151.0,KRI,User_14,2023-11-29 17:46:00,data_modification,JP,JP,2724,26,10,2072.0,10.266,Critical,Immediate Response
ISSUE-0216,KEY-0216,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,In Progress,Reporter 1,Assignee 8,2023-03-17,2024-11-20 10:01:53.785164,614,34.2,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2410307.0,KRI,User_9,2023-03-17 09:03:00,file_access,USA,USA,900,26,3,584.0,12.34,Critical,Immediate Response
ISSUE-0217,KEY-0217,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Resolved,Reporter 2,Assignee 4,2023-10-23,2023-10-29 00:00:00.000000,6,65.85,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,2464842.5,KRI,User_59,2023-10-23 18:56:00,data_modification,AU,AU,900,26,15,897.5,17.07,Critical,Immediate Response
ISSUE-0218,KEY-0218,Outdated Operating System Components,1,System Vulnerability,Medium,In Progress,Reporter 8,Assignee 18,2024-01-08,2024-11-20 10:01:53.785164,317,85.08,Critical,HR,Steps to resolve Outdated Operating System Components,758337.5,KPI,User_23,2024-01-08 12:40:00,data_modification,CANADA,CANADA,900,26,15,1735.0,22.016000000000002,Critical,Immediate Response
ISSUE-0219,KEY-0219,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Closed,Reporter 8,Assignee 1,2024-03-01,2024-03-10 00:00:00.000000,9,122.03,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,1774973.0,KRI,User_40,2024-03-01 08:23:00,file_access,CN,CN,900,31,13,1643.0,30.906000000000002,Critical,Immediate Response
ISSUE-0220,KEY-0220,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Closed,Reporter 7,Assignee 12,2024-02-17,2024-02-25 00:00:00.000000,8,38.45,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,2352080.0,KPI,User_65,2024-02-17 08:22:00,login,USA,USA,900,26,10,5702.0,13.590000000000002,Critical,Immediate Response
ISSUE-0221,KEY-0221,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,In Progress,Reporter 4,Assignee 20,2023-04-24,2024-11-20 10:01:53.785164,576,66.9,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1098599.0,KRI,User_84,2023-04-24 16:30:00,file_access,EU,EU,900,26,13,2657.0,19.880000000000003,Critical,Immediate Response
ISSUE-0222,KEY-0222,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 7,Assignee 6,2024-04-18,2024-11-20 10:01:53.785164,216,16.12,Critical,Sales,Steps to resolve Insufficient Access Control Measures,576698.0,KPI,User_5,2024-04-18 12:56:00,data_modification,USA,AU,900,26,24,5603.0,9.124,Critical,Immediate Response
ISSUE-0223,KEY-0223,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Closed,Reporter 7,Assignee 16,2024-09-18,2024-09-27 00:00:00.000000,9,55.63,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,2367930.0,KPI,User_66,2024-09-18 05:53:00,data_modification,CN,CN,973,26,12,3097.5,15.226,Critical,Immediate Response
ISSUE-0224,KEY-0224,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Closed,Reporter 7,Assignee 13,2023-09-06,2023-09-07 00:00:00.000000,1,92.02,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1725830.0,KPI,User_2,2023-09-06 21:27:00,data_modification,AU,AU,900,26,13,1487.0,24.504,Critical,Immediate Response
ISSUE-0225,KEY-0225,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Closed,Reporter 8,Assignee 15,2024-08-26,2024-08-29 00:00:00.000000,3,40.75,Critical,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,426779.0,KPI,User_19,2024-08-26 05:22:00,login,EU,EU,1608,26,6,1229.0,14.25,Critical,Immediate Response
ISSUE-0226,KEY-0226,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Resolved,Reporter 4,Assignee 11,2023-08-29,2023-09-02 00:00:00.000000,4,47.37,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,598997.0,KRI,User_54,2023-08-29 21:57:00,data_modification,CN,CN,1725,26,13,2648.0,15.174000000000001,Critical,Immediate Response
ISSUE-0227,KEY-0227,Supplier Security Compliance Gaps,1,Procurement Security,Low,Closed,Reporter 8,Assignee 18,2024-11-11,2024-11-15 00:00:00.000000,4,23.68,Critical,Operations,Steps to resolve Supplier Security Compliance Gaps,1822932.5,KPI,User_100,2024-11-11 23:04:00,data_modification,Unknown,Unknown,1717,26,6,4602.5,8.636,High,Lock Account & Alert
ISSUE-0228,KEY-0228,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 9,Assignee 3,2024-09-02,2024-09-06 00:00:00.000000,4,61.57,Critical,Finance,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,533453.0,KRI,User_86,2024-09-02 09:48:00,login,JP,JP,3139,26,10,1334.0,18.014,Critical,Immediate Response
ISSUE-0229,KEY-0229,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Closed,Reporter 1,Assignee 12,2023-08-21,2023-08-25 00:00:00.000000,4,41.2,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,2283655.0,KPI,User_75,2023-08-21 02:45:00,data_modification,Unknown,DE,900,26,15,3205.0,13.040000000000001,Critical,Immediate Response
ISSUE-0230,KEY-0230,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Resolved,Reporter 9,Assignee 15,2023-03-03,2023-03-04 00:00:00.000000,1,24.69,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,2217777.5,KRI,User_25,2023-03-03 06:39:00,login,FR,FR,900,26,12,10337.5,9.538,Critical,Immediate Response
ISSUE-0231,KEY-0231,Inconsistent Review of Security Policies,1,Management Oversight,Critical,Closed,Reporter 3,Assignee 19,2023-07-09,2023-07-18 00:00:00.000000,9,56.33,Critical,IT,Steps to resolve Inconsistent Review of Security Policies,2627834.0,KPI,User_51,2023-07-09 14:56:00,login,Unknown,Unknown,900,26,10,641.0,17.766,Critical,Immediate Response
ISSUE-0232,KEY-0232,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Open,Reporter 5,Assignee 20,2024-03-18,2024-11-20 10:01:53.785164,247,25.67,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,631447.5,KPI,User_2,2024-03-18 10:09:00,file_access,CN,CN,900,26,12,2175.0,9.234,Critical,Immediate Response
ISSUE-0233,KEY-0233,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 8,Assignee 15,2023-04-19,2023-04-27 00:00:00.000000,8,72.99,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,1124603.0,KRI,User_52,2023-04-19 06:39:00,login,FR,FR,1976,26,17,2984.0,20.497999999999998,Critical,Immediate Response
ISSUE-0234,KEY-0234,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,In Progress,Reporter 8,Assignee 18,2024-01-28,2024-11-20 10:01:53.785164,297,60.3,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1419800.0,KPI,User_53,2024-01-28 13:47:00,file_access,AU,DE,1397,26,6,2047.5,17.060000000000002,Critical,Immediate Response
ISSUE-0235,KEY-0235,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Closed,Reporter 2,Assignee 6,2024-03-31,2024-04-09 00:00:00.000000,9,79.73,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,1932314.0,KRI,User_83,2024-03-31 22:47:00,file_access,Unknown,Unknown,900,26,10,4142.0,21.846,Critical,Immediate Response
ISSUE-0236,KEY-0236,Insufficient Access Control Measures,1,Control Effectiveness,Low,Closed,Reporter 5,Assignee 7,2024-06-13,2024-06-21 00:00:00.000000,8,38.75,Critical,Finance,Steps to resolve Insufficient Access Control Measures,2337472.5,KPI,User_12,2024-06-13 13:23:00,login,Unknown,DE,1394,36,9,3612.5,11.85,Critical,Immediate Response
ISSUE-0237,KEY-0237,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 1,Assignee 10,2023-03-22,2023-03-30 00:00:00.000000,8,10.86,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,1184273.0,KRI,User_92,2023-03-22 08:56:00,data_modification,UK,IN,1236,26,6,13394.0,8.672,High,Lock Account & Alert
ISSUE-0238,KEY-0238,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,In Progress,Reporter 9,Assignee 17,2023-08-07,2024-11-20 10:01:53.785164,471,35.69,Critical,Finance,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2477665.0,KRI,User_29,2023-08-07 00:18:00,file_access,CANADA,CANADA,1585,27,15,1040.0,12.138,Critical,Immediate Response
ISSUE-0239,KEY-0239,Inadequate Firewall Configurations,1,Network Security,High,Open,Reporter 2,Assignee 4,2024-03-26,2024-11-20 10:01:53.785164,239,2.0,Low,IT,Steps to resolve Inadequate Firewall Configurations,2240087.0,KPI,User_72,2024-03-26 09:17:00,data_modification,CANADA,CANADA,900,35,10,1613.0,4.699999999999999,Medium,Increase Monitoring
ISSUE-0240,KEY-0240,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Open,Reporter 5,Assignee 12,2024-01-30,2024-11-20 10:01:53.785164,295,99.41,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,252695.0,KRI,User_43,2024-01-30 16:36:00,file_access,Unknown,Unknown,2320,35,3,4178.0,25.382,Critical,Immediate Response
ISSUE-0241,KEY-0241,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Resolved,Reporter 7,Assignee 2,2024-05-30,2024-06-09 00:00:00.000000,10,19.25,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,2309805.0,KRI,User_82,2024-05-30 22:46:00,login,JP,FR,900,26,15,5675.0,7.95,High,Lock Account & Alert
ISSUE-0242,KEY-0242,Weak Authentication Protocols,1,Access Control,Low,In Progress,Reporter 3,Assignee 13,2024-02-03,2024-11-20 10:01:53.785164,291,45.75,Critical,IT,Steps to resolve Weak Authentication Protocols,1812225.0,KPI,User_44,2024-02-03 22:31:00,data_modification,JP,JP,1928,26,21,1020.0,13.25,Critical,Immediate Response
ISSUE-0243,KEY-0243,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,In Progress,Reporter 3,Assignee 18,2024-01-16,2024-11-20 10:01:53.785164,309,49.09,Critical,Legal,Steps to resolve Unauthorized Access Leading to Data Exposure,1801682.5,KRI,User_76,2024-01-16 05:51:00,data_modification,EU,EU,900,26,3,952.5,14.418000000000001,Critical,Immediate Response
ISSUE-0244,KEY-0244,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 9,Assignee 13,2024-07-19,2024-07-25 00:00:00.000000,6,76.72,Critical,IT,Steps to resolve Inconsistent Review of Security Policies,1608942.5,KPI,User_26,2024-07-19 19:53:00,login,IN,IN,900,26,3,907.5,18.844000000000005,Critical,Immediate Response
ISSUE-0245,KEY-0245,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Open,Reporter 10,Assignee 8,2023-08-07,2024-11-20 10:01:53.785164,471,34.95,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,283064.0,KRI,User_40,2023-08-07 06:32:00,login,AU,JP,900,26,6,602.0,13.490000000000002,Critical,Immediate Response
ISSUE-0246,KEY-0246,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,In Progress,Reporter 8,Assignee 16,2024-07-08,2024-11-20 10:01:53.785164,135,44.84,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,2216700.0,KPI,User_52,2024-07-08 16:34:00,file_access,AU,CANADA,1573,26,6,8432.5,13.068000000000001,Critical,Immediate Response
ISSUE-0247,KEY-0247,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,In Progress,Reporter 1,Assignee 14,2023-04-14,2024-11-20 10:01:53.785164,586,31.31,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,1895879.0,KPI,User_90,2023-04-14 14:02:00,data_modification,DE,DE,900,31,21,1727.0,12.162,Critical,Immediate Response
ISSUE-0248,KEY-0248,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 6,Assignee 15,2023-07-11,2023-07-12 00:00:00.000000,1,37.55,Critical,IT,Steps to resolve Inconsistent Review of Security Policies,2184467.5,KPI,User_76,2023-07-11 19:06:00,data_modification,DE,DE,1778,26,9,2477.5,11.209999999999999,Critical,Immediate Response
