Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0234,KEY-0234,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Open,Reporter 10,Assignee 5,2025-01-03,2025-01-29 01:48:48.548031,26,96.54,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,965360.0,KPI,User_98,2025-01-03 20:04:00,login,AU,JP,900,26,6,815.0,25.808000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0235,KEY-0235,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Closed,Reporter 5,Assignee 3,2023-05-24,2023-05-28 00:00:00.000000,4,59.93,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,172890.0,KRI,User_12,2023-05-24 15:03:00,login,IN,IN,1485,26,15,1895.0,15.886000000000001,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0236,KEY-0236,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Closed,Reporter 10,Assignee 5,2023-07-12,2023-07-16 00:00:00.000000,4,53.97,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,1517602.5,KPI,User_43,2023-07-12 05:09:00,login,Unknown,Unknown,900,26,6,7345.0,15.594000000000001,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0237,KEY-0237,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Closed,Reporter 6,Assignee 10,2023-04-12,2023-04-17 00:00:00.000000,5,31.66,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,246749.0,KPI,User_77,2023-04-12 20:06:00,data_modification,FR,FR,2066,28,10,1340.0,12.632000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0238,KEY-0238,Weak Authentication Protocols,1,Access Control,Low,Resolved,Reporter 10,Assignee 6,2023-10-30,2023-11-08 00:00:00.000000,9,29.68,Critical,HR,Steps to resolve Weak Authentication Protocols,732552.5,KPI,User_84,2023-10-30 17:09:00,data_modification,EU,EU,1234,26,9,895.0,10.036,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0239,KEY-0239,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Closed,Reporter 2,Assignee 19,2023-06-06,2023-06-10 00:00:00.000000,4,29.99,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1842437.5,KRI,User_17,2023-06-06 00:46:00,login,CN,UK,900,26,15,7225.0,10.798000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0240,KEY-0240,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Open,Reporter 4,Assignee 17,2024-12-10,2025-01-29 01:48:48.548031,50,77.11,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,232942.5,KRI,User_71,2024-12-10 01:51:00,data_modification,EU,EU,938,26,12,647.5,19.522000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0241,KEY-0241,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Open,Reporter 6,Assignee 6,2025-01-07,2025-01-29 01:48:48.548031,22,6.45,Medium,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,2570201.0,KRI,User_80,2025-01-07 01:57:00,file_access,DE,DE,2222,26,6,4991.0,6.1899999999999995,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0242,KEY-0242,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 8,Assignee 7,2023-05-23,2023-05-29 00:00:00.000000,6,81.83,Critical,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,944933.0,KRI,User_47,2023-05-23 15:47:00,file_access,EU,EU,1493,26,13,2867.0,22.066,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0243,KEY-0243,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,In Progress,Reporter 3,Assignee 20,2024-10-23,2025-01-29 01:48:48.548031,98,114.96,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,2895023.0,KRI,User_22,2024-10-23 14:50:00,data_modification,EU,EU,1077,39,17,1055.0,29.492,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0244,KEY-0244,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Resolved,Reporter 7,Assignee 2,2024-05-09,2024-05-18 00:00:00.000000,9,58.95,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,1768868.0,KRI,User_54,2024-05-09 19:34:00,login,CN,CN,1978,26,17,1469.0,17.69,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0245,KEY-0245,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,In Progress,Reporter 9,Assignee 8,2023-11-10,2025-01-29 01:48:48.548031,446,59.16,Critical,IT,Steps to resolve Incomplete Risk Management Framework,896201.0,KPI,User_86,2023-11-10 17:44:00,file_access,DE,DE,963,26,13,776.0,18.332,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0246,KEY-0246,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 6,Assignee 10,2024-01-04,2024-01-07 00:00:00.000000,3,49.19,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,900848.0,KRI,User_33,2024-01-04 22:27:00,file_access,CANADA,CANADA,2062,26,6,1382.0,15.338000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0247,KEY-0247,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Closed,Reporter 9,Assignee 14,2024-12-27,2025-01-02 00:00:00.000000,6,37.24,Critical,IT,Steps to resolve Weak Cloud Storage Access Controls,2876105.0,KRI,User_74,2024-12-27 08:03:00,file_access,CN,CN,900,26,13,3689.0,13.748000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0248,KEY-0248,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 8,Assignee 14,2023-05-14,2025-01-29 01:48:48.548031,626,37.88,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,242297.5,KRI,User_83,2023-05-14 04:27:00,file_access,JP,EU,900,30,12,3457.5,11.676,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0249,KEY-0249,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 1,Assignee 5,2024-09-11,2025-01-29 01:48:48.548031,140,34.32,Critical,IT,Steps to resolve Inadequate Firewall Configurations,1590353.0,KPI,User_42,2024-09-11 18:38:00,file_access,USA,USA,1205,35,17,1226.0,12.764000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0250,KEY-0250,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,In Progress,Reporter 5,Assignee 15,2024-04-30,2025-01-29 01:48:48.548031,274,67.98,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,2734262.0,KRI,User_16,2024-04-30 12:34:00,file_access,FR,UK,2055,26,13,845.0,20.096000000000004,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0251,KEY-0251,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Open,Reporter 9,Assignee 11,2024-06-19,2025-01-29 01:48:48.548031,224,70.48,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1560905.0,KRI,User_59,2024-06-19 04:19:00,data_modification,CN,USA,900,26,3,1630.0,17.796000000000003,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange
ISSUE-0252,KEY-0252,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Closed,Reporter 3,Assignee 6,2025-01-28,2025-02-02 00:00:00.000000,5,59.87,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,816705.0,KPI,User_64,2025-01-28 01:06:00,data_modification,CN,CN,900,26,18,2465.0,16.774,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0253,KEY-0253,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 8,Assignee 19,2024-05-17,2024-05-19 00:00:00.000000,2,60.5,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,1769850.0,KRI,User_34,2024-05-17 14:21:00,login,FR,FR,900,26,15,1545.0,16.700000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0254,KEY-0254,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Resolved,Reporter 3,Assignee 13,2024-10-16,2024-10-18 00:00:00.000000,2,32.38,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,964162.5,KRI,User_44,2024-10-16 08:07:00,login,JP,JP,1162,26,9,617.5,10.176,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0255,KEY-0255,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 10,Assignee 13,2023-11-20,2025-01-29 01:48:48.548031,436,51.9,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1578322.5,KRI,User_7,2023-11-20 08:44:00,data_modification,USA,USA,1190,26,9,1880.0,15.38,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0256,KEY-0256,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 1,Assignee 6,2024-11-14,2025-01-29 01:48:48.548031,76,2.0,Low,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,2132195.0,KRI,User_8,2024-11-14 02:15:00,file_access,USA,USA,900,26,15,1370.0,2.9,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0257,KEY-0257,Supplier Security Compliance Gaps,1,Procurement Security,Critical,In Progress,Reporter 10,Assignee 18,2024-05-26,2025-01-29 01:48:48.548031,248,70.65,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,2041256.0,KPI,User_60,2024-05-26 22:58:00,data_modification,Unknown,DE,900,26,21,596.0,20.630000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0258,KEY-0258,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Open,Reporter 3,Assignee 16,2024-02-04,2025-01-29 01:48:48.548031,360,81.24,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2092830.0,KRI,User_20,2024-02-04 19:31:00,login,IN,IN,900,27,6,1755.0,20.348000000000003,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0259,KEY-0259,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Open,Reporter 8,Assignee 1,2024-12-01,2025-01-29 01:48:48.548031,59,39.02,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1525865.0,KRI,User_10,2024-12-01 14:01:00,data_modification,FR,FR,900,26,9,2585.0,11.904000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0260,KEY-0260,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Open,Reporter 2,Assignee 3,2023-10-21,2025-01-29 01:48:48.548031,466,62.79,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,2224604.0,KPI,User_59,2023-10-21 03:02:00,file_access,FR,FR,2082,28,13,8291.0,18.458,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0261,KEY-0261,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Open,Reporter 9,Assignee 13,2023-07-01,2025-01-29 01:48:48.548031,578,29.67,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,2844320.0,KRI,User_65,2023-07-01 08:57:00,login,EU,EU,900,26,6,668.0,11.834000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0262,KEY-0262,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 2,Assignee 9,2023-12-19,2025-01-29 01:48:48.548031,407,61.32,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,584580.0,KRI,User_52,2023-12-19 11:55:00,file_access,AU,AU,1949,26,6,5882.5,16.364,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0263,KEY-0263,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Resolved,Reporter 1,Assignee 1,2025-01-02,2025-01-11 00:00:00.000000,9,2.0,Low,Sales,Steps to resolve Missing or Inaccurate Asset Records,153401.0,KPI,User_92,2025-01-02 00:52:00,file_access,JP,JP,1541,26,13,4652.0,5.3,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange
ISSUE-0264,KEY-0264,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Resolved,Reporter 1,Assignee 7,2024-03-23,2024-03-28 00:00:00.000000,5,69.36,Critical,Operations,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,184757.0,KPI,User_28,2024-03-23 08:04:00,file_access,UK,UK,2083,26,6,3296.0,19.572,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0265,KEY-0265,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Closed,Reporter 4,Assignee 19,2023-01-29,2023-02-03 00:00:00.000000,5,18.05,Critical,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,234803.0,KRI,User_16,2023-01-29 16:40:00,file_access,USA,USA,1341,31,24,1274.0,9.31,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0266,KEY-0266,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Closed,Reporter 9,Assignee 14,2023-07-29,2023-08-03 00:00:00.000000,5,113.54,Critical,C-Suite Executives,Steps to resolve Incomplete Risk Management Framework,2039843.0,KPI,User_18,2023-07-29 05:17:00,file_access,UK,UK,900,26,21,2282.0,29.008000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0267,KEY-0267,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Closed,Reporter 10,Assignee 10,2023-12-26,2024-01-05 00:00:00.000000,10,67.37,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,861967.5,KPI,User_31,2023-12-26 10:10:00,file_access,IN,IN,900,26,12,997.5,18.474000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0268,KEY-0268,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Resolved,Reporter 7,Assignee 4,2024-06-30,2024-07-09 00:00:00.000000,9,84.36,Critical,IT,Steps to resolve Increased Exposure due to Insufficient Data Encryption,972175.0,KRI,User_10,2024-06-30 10:47:00,data_modification,JP,JP,900,26,18,505.0,20.972,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0269,KEY-0269,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Resolved,Reporter 3,Assignee 9,2023-07-10,2023-07-14 00:00:00.000000,4,2.0,Low,HR,Steps to resolve Incomplete Risk Management Framework,486582.5,KPI,User_84,2023-07-10 14:25:00,login,Unknown,IN,982,26,21,6817.5,2.7,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0270,KEY-0270,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,In Progress,Reporter 4,Assignee 14,2023-04-30,2025-01-29 01:48:48.548031,640,98.27,Critical,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,1075297.5,KRI,User_79,2023-04-30 23:38:00,file_access,CANADA,IN,1944,26,15,1972.5,24.654,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0271,KEY-0271,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,In Progress,Reporter 1,Assignee 2,2023-05-30,2025-01-29 01:48:48.548031,610,74.94,Critical,Sales,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,509167.5,KPI,User_100,2023-05-30 16:30:00,data_modification,AU,AU,2265,26,21,1192.5,19.088,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0272,KEY-0272,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Resolved,Reporter 10,Assignee 20,2023-12-27,2024-01-04 00:00:00.000000,8,21.5,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,471683.0,KPI,User_49,2023-12-27 18:41:00,file_access,JP,DE,900,26,3,890.0,10.4,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red
ISSUE-0273,KEY-0273,Outdated Operating System Components,1,System Vulnerability,Low,Open,Reporter 3,Assignee 18,2023-06-13,2025-01-29 01:48:48.548031,596,24.82,Critical,Operations,Steps to resolve Outdated Operating System Components,1785892.5,KPI,User_58,2023-06-13 04:50:00,data_modification,USA,USA,900,26,6,1887.5,9.064,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0274,KEY-0274,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Open,Reporter 8,Assignee 9,2024-09-27,2025-01-29 01:48:48.548031,124,76.9,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,378536.0,KPI,User_15,2024-09-27 18:21:00,data_modification,JP,JP,900,26,13,2846.0,21.28,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0275,KEY-0275,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,In Progress,Reporter 1,Assignee 4,2023-08-04,2025-01-29 01:48:48.548031,544,91.4,Critical,Legal,Steps to resolve Delayed Patching of Known Vulnerabilities,309782.0,KPI,User_9,2023-08-04 01:21:00,data_modification,UK,UK,1882,26,13,6287.0,24.18,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0276,KEY-0276,Weak Authentication Protocols,1,Access Control,Low,Closed,Reporter 9,Assignee 6,2023-12-05,2023-12-15 00:00:00.000000,10,87.91,Critical,IT,Steps to resolve Weak Authentication Protocols,865340.0,KPI,User_56,2023-12-05 13:06:00,data_modification,Unknown,Unknown,1259,26,15,3197.5,21.682000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0277,KEY-0277,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Open,Reporter 3,Assignee 16,2023-02-19,2025-01-29 01:48:48.548031,710,69.67,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1543919.0,KPI,User_86,2023-02-19 23:33:00,login,CN,CN,2123,26,17,1940.0,20.434,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0278,KEY-0278,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Resolved,Reporter 5,Assignee 6,2023-07-08,2023-07-14 00:00:00.000000,6,54.27,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,2069982.5,KRI,User_44,2023-07-08 01:46:00,file_access,EU,EU,2038,26,6,1177.5,14.754000000000001,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0279,KEY-0279,Insufficient Access Control Measures,1,Control Effectiveness,High,Resolved,Reporter 6,Assignee 13,2024-03-07,2024-03-09 00:00:00.000000,2,20.23,Critical,Sales,Steps to resolve Insufficient Access Control Measures,2357540.0,KPI,User_46,2024-03-07 00:03:00,data_modification,CN,CN,900,26,17,2189.0,9.546,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0280,KEY-0280,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Resolved,Reporter 10,Assignee 13,2024-01-17,2024-01-23 00:00:00.000000,6,27.36,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,1727318.0,KPI,User_80,2024-01-17 18:04:00,login,CN,IN,900,26,6,1040.0,11.772000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0281,KEY-0281,Weak Authentication Protocols,1,Access Control,High,Open,Reporter 4,Assignee 3,2024-05-11,2025-01-29 01:48:48.548031,263,45.37,Critical,Legal,Steps to resolve Weak Authentication Protocols,2676254.0,KPI,User_67,2024-05-11 20:03:00,login,CANADA,CANADA,900,26,6,4991.0,14.974,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0282,KEY-0282,Outdated Operating System Components,1,System Vulnerability,Low,Open,Reporter 1,Assignee 14,2023-05-13,2025-01-29 01:48:48.548031,627,93.85,Critical,Legal,Steps to resolve Outdated Operating System Components,1808277.5,KPI,User_70,2023-05-13 23:24:00,file_access,DE,DE,1340,26,6,965.0,22.87,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0283,KEY-0283,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Closed,Reporter 5,Assignee 7,2024-12-24,2024-12-28 00:00:00.000000,4,25.81,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2954642.0,KRI,User_54,2024-12-24 04:56:00,file_access,AU,AU,900,26,13,8708.0,10.862,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0284,KEY-0284,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,In Progress,Reporter 5,Assignee 11,2024-09-27,2025-01-29 01:48:48.548031,124,37.87,Critical,C-Suite Executives,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1778847.5,KRI,User_66,2024-09-27 22:31:00,login,EU,EU,2251,26,12,9732.5,11.674,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0285,KEY-0285,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 2,Assignee 9,2023-03-18,2023-03-24 00:00:00.000000,6,20.11,Critical,Legal,Steps to resolve Delayed Patching of Known Vulnerabilities,1271348.0,KPI,User_16,2023-03-18 07:30:00,login,DE,DE,900,35,10,5456.0,9.722000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0286,KEY-0286,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Closed,Reporter 4,Assignee 18,2023-07-24,2023-07-29 00:00:00.000000,5,47.66,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,2213840.0,KPI,User_36,2023-07-24 21:44:00,file_access,IN,IN,900,26,13,3785.0,15.832,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0287,KEY-0287,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Resolved,Reporter 2,Assignee 7,2024-09-18,2024-09-19 00:00:00.000000,1,34.33,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,2247887.0,KRI,User_34,2024-09-18 12:26:00,file_access,AU,AU,900,26,6,1169.0,12.366,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0288,KEY-0288,Outdated Operating System Components,1,System Vulnerability,Medium,Closed,Reporter 1,Assignee 16,2023-02-28,2023-03-02 00:00:00.000000,2,81.08,Critical,C-Suite Executives,Steps to resolve Outdated Operating System Components,1253280.0,KPI,User_2,2023-02-28 10:59:00,file_access,Unknown,Unknown,1122,26,12,2190.0,20.816000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0289,KEY-0289,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Open,Reporter 7,Assignee 12,2023-11-07,2025-01-29 01:48:48.548031,449,82.47,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,503489.0,KRI,User_92,2023-11-07 03:30:00,data_modification,JP,JP,1635,26,6,9104.0,22.394,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0290,KEY-0290,Weak Authentication Protocols,1,Access Control,Medium,Closed,Reporter 6,Assignee 6,2024-04-06,2024-04-10 00:00:00.000000,4,35.52,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,1257705.0,KPI,User_61,2024-04-06 04:25:00,data_modification,EU,EU,1364,33,6,3710.0,11.904000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0291,KEY-0291,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 6,Assignee 19,2023-07-14,2025-01-29 01:48:48.548031,565,39.61,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,1335488.0,KPI,User_100,2023-07-14 12:13:00,data_modification,FR,FR,1168,26,13,4070.0,14.422,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0292,KEY-0292,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Resolved,Reporter 5,Assignee 19,2024-07-21,2024-07-31 00:00:00.000000,10,50.98,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,998487.5,KRI,User_99,2024-07-21 23:16:00,file_access,IN,IN,900,26,24,1495.0,15.196,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0293,KEY-0293,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Closed,Reporter 3,Assignee 8,2023-12-25,2024-01-03 00:00:00.000000,9,34.43,Critical,C-Suite Executives,Steps to resolve Detected Malware Infiltration in Internal Systems,2231393.0,KRI,User_52,2023-12-25 21:41:00,data_modification,EU,IN,900,26,21,6281.0,13.386,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0294,KEY-0294,Weak Authentication Protocols,1,Access Control,Low,Closed,Reporter 3,Assignee 4,2023-05-09,2023-05-10 00:00:00.000000,1,25.09,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,330130.0,KPI,User_38,2023-05-09 22:38:00,login,FR,USA,900,26,12,9535.0,8.718,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
